time(millisecond),latitude,longitude,altitude_above_seaLevel(meters),North,East,Down, xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), roll(degrees), pitch(degrees), compass_heading(degrees)
286100,32.8252879940614,34.9548383854731,12.4942341,0.0,0.0,0.0,1.5,3.7,0.0,-3.3,2.5,248.0
286200,32.8252892912147,34.9548423005487,12.4942341,0.14385244256880725,0.36659804267432605,-7.033117893406882e-06,1.5,3.8,0.0,-3.1,2.4,247.9
286300,32.8252906917287,34.954846531176,12.4942341,0.2991674516274756,0.7627435594312431,-1.4603983397698528e-05,1.5,3.9,0.0,-3.1,2.2,247.9
286400,32.8252919896376,34.954850542165,12.4942341,0.4431036250954108,1.138322639190747,-2.1732262489138066e-05,1.6,4.0,0.0,-3.0,2.2,247.9
286500,32.8252934325693,34.9548550024623,12.4942341,0.6031226290695315,1.555973823349106,-2.9629028816202663e-05,1.6,4.1,0.0,-2.8,2.3,248.0
286600,32.8252948456679,34.9548593040459,12.4942341,0.7598332668405661,1.9587634609373197,-3.7232038088141906e-05,1.6,4.1,0.0,-2.7,2.2,248.0
286700,32.8252963830753,34.9548638726536,12.4942341,0.9303297030139674,2.3865566027656087,-4.530318073214801e-05,1.7,4.2,0.0,-2.7,2.0,248.1
286800,32.8252979864543,34.9548684295984,12.4942341,1.1081425237459896,2.813257725896648,-5.337148235184941e-05,1.7,4.3,0.0,-2.6,1.8,248.1
286900,32.8252995991871,34.9548731809798,12.3942341,1.286993195700795,3.258166929706533,0.0999382943652849,1.7,4.3,0.0,-2.7,2.0,248.0
287000,32.825301137298,34.9548777654915,12.3942341,1.4575676892520733,3.6874492256515055,0.09993030129914615,1.8,4.4,0.0,-3.0,2.1,248.0
287100,32.8253027479725,34.9548826528317,12.3942341,1.6361893287173928,4.14508758118572,0.0999218380393998,1.8,4.5,0.0,-3.1,2.1,248.0
287200,32.8253042914247,34.9548874740275,12.3942341,1.8073559935814103,4.596532273165479,0.09991356005538599,1.8,4.5,0.0,-3.2,2.2,248.0
287300,32.8253059745062,34.9548924958585,12.4942341,1.994006937238069,5.066762438906821,-9.50782149722329e-05,1.8,4.6,0.0,-3.1,1.8,248.0
287400,32.8253075975047,34.9548973214585,12.4942341,2.1739954519892706,5.5186195916348595,-0.00010334589075267075,1.9,4.6,0.0,-3.1,1.7,248.0
287500,32.8253093252447,34.9549024342277,12.4942341,2.365599715070637,5.9973665420793765,-0.00011206962486465244,1.9,4.7,0.0,-3.2,1.6,247.9
287600,32.8253109686704,34.9549072832352,12.4942341,2.5478536597379673,6.451415494407115,-0.00012031012716029466,1.9,4.7,0.0,-3.1,1.1,248.0
287700,32.825312662643,34.9549120537829,12.4942341,2.735713429115876,6.898117734730846,-0.00012843477823043514,1.9,4.8,0.0,-2.9,0.8,247.9
287800,32.8253143492159,34.9549170057993,12.4942341,2.9227524116617545,7.361812157638823,-0.0001367798793330266,1.9,4.8,0.0,-3.0,0.9,247.9
287900,32.8253161877683,34.954922415851,12.4942341,3.1266457589409953,7.868395834563273,-0.00014584940290962578,2.0,4.9,0.0,-2.9,0.8,248.1
288000,32.8253179635799,34.9549275761691,12.4942341,3.3235813076034404,8.351595088818314,-0.0001544703427365235,2.0,4.9,0.0,-2.8,0.4,248.2
288100,32.8253200159405,34.9549333505447,12.4942341,3.551186039138976,8.892293195143623,-0.0001641133424064023,2.1,4.9,0.0,-2.9,0.8,248.3
288200,32.8253218601468,34.9549385099656,12.4942341,3.7557067187068114,9.375408469911747,-0.0001726913662665197,2.1,4.9,0.0,-3.0,1.1,248.2
288300,32.8253238335864,34.9549439408149,12.4942341,3.97455935287919,9.883939634511975,-0.0001816968830228305,2.1,5.0,0.0,-3.6,1.7,248.2
288400,32.825325712889,34.9549491462351,12.4942341,4.182972274640711,10.371362147895567,-0.00019027424546802507,2.1,5.0,0.0,-4.3,2.0,248.1
288500,32.8253276741348,34.954954694203,12.4942341,4.4004725439708,10.890859902329808,-0.00019933852485731762,2.1,5.0,-0.1,-5.0,2.3,248.0
288600,32.8253295514832,34.9549600087491,12.4942341,4.608668694166518,11.388500603554874,-0.0002079759587614305,2.2,5.1,0.0,-5.2,2.8,247.9
288700,32.8253315579086,34.9549656778321,12.4942341,4.831179398985746,11.91933922861078,-0.00021713939931267134,2.2,5.2,0.0,-5.1,3.8,247.9
288800,32.8253334673048,34.9549711482374,12.4942341,5.042929616086774,12.431574124273013,-0.0002259160432327434,2.2,5.3,0.0,-4.4,4.4,247.9
288900,32.8253354275345,34.9549769646159,12.4942341,5.260317071968423,12.976204978260668,-0.00023514529541390772,2.2,5.3,0.0,-4.4,3.6,247.9
289000,32.8253373591035,34.9549825574412,12.4942341,5.474526235780942,13.499902904941493,-0.0002440023110121814,2.2,5.4,0.0,-4.4,3.6,248.0
289100,32.8253394320216,34.9549884875129,12.4942341,5.704410972395102,14.055179727161331,-0.0002533552200310041,2.2,5.5,0.0,-4.2,3.6,248.1
289200,32.8253414431369,34.9549943146572,12.4942341,5.927441801906859,14.600818638254694,-0.0002624728466447124,2.3,5.6,0.0,-4.0,4.0,248.2
289300,32.8253435917189,34.9550006376801,12.4942341,6.165717511729866,15.19289029411523,-0.0002722827784049642,2.3,5.6,0.0,-3.9,3.9,248.2
289400,32.8253457387637,34.9550068728639,12.4942341,6.403822854371079,15.77673692171328,-0.00028191269688804255,2.3,5.7,0.0,-3.7,3.9,248.4
289500,32.8253478688987,34.9550130277122,12.4942341,6.640052974117303,16.35306112148058,-0.0002913633470171817,2.3,5.8,0.0,-3.4,4.4,248.3
289600,32.8253499229528,34.9550189966875,12.4942341,6.8678457920399225,16.911980613561184,-0.00030046328256982946,2.4,5.8,0.0,-3.0,4.4,248.1
289700,32.825352116532,34.955025426308,12.4942341,7.111111811593659,17.51403368904772,-0.00031018989303355227,2.4,5.9,0.0,-3.1,4.8,248.0
289800,32.8253541477879,34.9550313473267,12.4942341,7.336376378001098,18.068462589003516,-0.0003190962020722665,2.5,6.0,0.0,-3.6,4.7,248.0
