time,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,,,,
4.874805,20.58559751,-0.944578193,-55.39144515,-2.508816421,0.457851991,9.537848234,-27.44803381,11.22692835,-8.86467877,,,,
4.883138,20.35807943,-0.868857585,-55.33730318,-0.89899277,-2.432008833,10.70702446,-27.95400906,10.38087651,2.545060754,,,,
4.891471,20.12805844,-0.71466092,-55.3410282,-2.015248478,0.042549424,10.15699208,-28.21900272,16.69222254,-7.315231501,,,,
4.899804,19.91082191,-0.606285498,-55.31019403,-1.333979476,-1.284267687,11.75946379,-26.80509424,13.08745646,-1.361112963,,,,
4.908137,19.69165516,-0.41688437,-55.28377723,-1.97240451,-0.246140231,10.53102255,-26.85416412,21.93018615,-5.226515294,,,,
4.91647,19.46748686,-0.251308743,-55.26238253,-1.044088885,-0.815376543,11.14814043,-27.68358278,19.17589498,-4.645980359,,,,
4.924803,19.22873879,-0.022353625,-55.20313835,-2.044779282,-0.493219677,10.15204275,-29.2630806,27.76847124,-2.919565835,,,,
4.933136,18.9858613,0.183446236,-55.18013573,-0.201178439,-1.028086759,9.244452238,-29.93720865,23.81550741,-5.858036934,,,,
4.941469,18.74988842,0.427440614,-55.10712433,-3.021185182,-0.975664737,9.865620612,-28.99504185,30.03833079,-1.696627856,,,,
4.949802,18.49257613,0.660695866,-55.07862093,0.23161,-1.297121279,12.73274588,-31.65026951,27.18184614,-6.061232091,,,,
4.958135,18.24880839,0.930786476,-54.99890138,-2.831758514,-1.016728558,11.16942954,-30.01359606,33.27254343,-1.688132167,,,,
4.966468,17.9732914,1.197181418,-54.95596695,0.083823867,-0.263867319,10.64701962,-33.89106417,31.54298687,-5.424268903,,,,
4.974801,17.67375517,1.498536177,-54.8701267,-2.243948199,-1.473339513,7.154892801,-36.87433004,37.0842824,-1.817823261,,,,
4.983134,17.32745838,1.767052564,-54.8313427,-0.015086517,-2.254911065,13.05103564,-42.34414959,31.69813347,-5.643525481,,,,
4.991467,16.97828102,2.075708471,-54.74310493,-1.86061731,-1.875649184,9.920616746,-42.93400526,38.02508783,-1.338659586,,,,
4.9998,16.60577583,2.354864463,-54.71734618,-0.978178142,-0.893656596,13.62131477,-45.45178938,32.53205347,-7.145728251,,,,
5.008133,16.20002032,2.695182085,-54.61581993,-1.830818415,-1.803605326,7.415927053,-49.90846348,42.12526751,-0.354952455,,,,
5.016466,15.70970511,2.978851259,-54.59897615,1.800658107,-1.427224979,10.2091853,-59.60070229,32.85352135,-7.889620602,,,,
5.024799,15.17233563,3.251157522,-54.52750778,-3.518193722,-2.782015354,10.87206942,-65.61421299,33.32283115,-1.006596342,,,,
5.033132,14.60378099,3.623009086,-54.50132753,-0.214575308,-1.593153879,12.36304403,-69.06709576,43.48565006,-8.788828135,,,,
5.041465,13.9969964,3.834322929,-54.45471573,-0.231970355,-2.76458104,9.841976284,-73.79157448,25.5012784,-1.591241077,,,,
5.049798,13.31317735,4.174430549,-54.44915963,-1.49542144,-1.354530104,8.174006461,-82.76752949,39.40039492,-9.373929739,,,,
5.058131,12.57083011,4.414399445,-54.41563798,0.310271263,-2.39523977,12.90664464,-89.96652031,28.48190165,-3.38938047,,,,
5.066464,11.78418994,4.707585633,-54.42646788,-2.761860251,-1.66983024,8.107721075,-94.93427658,33.74411249,-9.27876687,,,,
5.074797,10.95193529,4.989098072,-54.4122772,1.788273633,-2.365811706,15.14767814,-100.6971092,33.01129484,-5.522358656,,,,
5.08313,10.06523085,5.164601743,-54.46269415,-1.622897744,-1.825513847,8.033338188,-106.4674034,19.26569247,-10.28412962,,,,
5.091463,9.148256898,5.529545009,-54.45599558,-3.550272409,-0.752479024,9.65468198,-110.7951679,42.83182001,-7.25047493,,,,
5.099796,8.20264709,5.728655458,-54.50909043,2.244889162,-1.09611927,10.92661309,-113.4504738,22.32570172,-10.23323667,,,,
5.108129,7.225652099,5.984773278,-54.54478835,-1.968151483,-2.579951286,7.554522634,-117.4850922,29.40779328,-9.323454737,,,,
5.116462,6.221846819,6.255229473,-54.59601783,-0.793556407,-0.035124585,14.68552125,-120.431778,31.12749028,-10.00510347,,,,
5.124795,5.219575465,6.47933054,-54.65074728,-1.126401171,-0.444810541,7.291425198,-120.2147312,25.59015453,-10.18317294,,,,
5.133128,4.215156973,6.812850118,-54.70126343,-1.398260735,-0.941730868,10.16982818,-120.4626828,39.04054642,-9.720878006,,,,
5.141461,3.195269466,6.977059722,-54.77094078,1.501633353,-0.230351582,13.57975292,-122.021883,18.59656149,-10.40296996,,,,
5.149794,2.17009485,7.290355682,-54.83916665,-3.404260576,-1.102299273,4.668809981,-122.6527291,36.82690811,-10.31575417,,,,
5.158127,1.190134659,7.52555883,-54.91524315,0.25525856,0.7221209,16.68469977,-117.0507736,27.46480989,-10.8184973,,,,
5.16646,0.202972472,7.831321955,-54.98999788,-2.972160697,-0.075241514,4.489638388,-117.895216,36.21928883,-9.643043399,,,,
5.174793,-0.787737534,8.051684261,-55.07707405,2.358297348,-1.166050399,13.5687076,-118.0916882,26.04040385,-11.2837683,,,,
5.183126,-1.746825904,8.269775987,-55.16336633,-2.594631851,0.360667985,8.239132823,-114.2702332,26.03638077,-9.992284894,,,,
5.191459,-2.709906154,8.572889566,-55.26937675,-0.35043563,-0.369900091,10.63335323,-114.345892,36.37245989,-12.09363699,,,,
5.199792,-3.639319107,8.737327577,-55.35387803,-0.526324954,-0.098150812,11.48435223,-110.6840801,19.90447783,-9.489393712,,,,
5.208125,-4.593276978,9.029104828,-55.48316573,-0.760952532,-0.418725908,8.230613947,-112.6850224,35.6227026,-13.59725833,,,,
5.216458,-5.542068184,9.131852745,-55.57089805,0.582869225,-0.998604044,12.65421534,-112.8675442,12.86882786,-9.953934073,,,,
5.224791,-6.463439286,9.381404876,-55.70758438,-2.909612715,0.206833623,7.556412696,-108.5576076,31.0569129,-13.66089201,,,,
5.233124,-7.400035024,9.569941522,-55.82164003,0.854974747,-0.187812895,12.28774166,-110.8359146,23.75402403,-11.2035172,,,,
5.241457,-8.33288479,9.636263608,-55.9425812,0.226369247,-1.41557236,5.888077615,-110.1796894,9.416333139,-14.06030798,,,,
5.24979,-9.254149675,9.841373205,-56.07385065,-2.308729172,0.314680441,15.25731373,-108.5609913,26.32010579,-12.05175924,,,,
5.258123,-10.18892372,9.954052688,-56.20804978,0.487013713,-0.872412496,8.985795855,-110.1147747,15.58794725,-13.91472363,,,,
5.266456,-11.1074574,10.01339555,-56.31867025,1.052983224,-0.755147547,6.253229141,-108.6234837,8.998606147,-12.38273501,,,,
5.274789,-12.04347753,10.08425355,-56.4516144,-2.17832011,0.283769533,15.9070847,-110.2298965,11.0521788,-14.02661944,,,,
5.283122,-12.95225763,10.17273116,-56.58297158,-0.574798815,-0.871173531,9.422302782,-106.9932861,13.32550287,-13.33621598,,,,
5.291455,-13.88119626,10.19173145,-56.70230485,0.465653747,-0.633437924,8.058120012,-109.6492501,5.041296838,-14.04474092,,,,
5.299788,-14.79721737,10.15522313,-56.8068104,-1.123331994,-0.560605317,13.34140348,-108.4070034,-1.63500604,-13.41965628,,,,
5.308121,-15.70057845,10.19558096,-56.93415453,-0.81300243,-0.336747311,10.02128041,-106.4570198,8.177707873,-13.62114215,,,,
5.316454,-16.62197566,10.14057469,-57.0351181,0.03042803,-0.764696278,9.524103761,-109.1168613,-3.466844798,-14.08959222,,,,
5.324787,-17.49999213,10.0768342,-57.12369348,-0.151905321,0.255098149,12.58526564,-104.235199,-4.760449767,-12.44276333,,,,
5.33312,-18.37915206,10.00502539,-57.2153931,-0.274801906,-0.378661413,9.273151518,-104.2686081,-5.312484979,-13.52823138,,,,
5.341453,-19.22491169,9.899746417,-57.27853775,-0.776848324,-0.006686062,9.223377824,-100.926712,-10.12550318,-11.58472502,,,,
5.349786,-20.02691555,9.825992106,-57.35754968,-1.692797661,1.464224339,12.69476736,-95.30035781,-5.711785674,-12.10109997,,,,
5.358119,-20.77938509,9.729872705,-57.40725328,0.118598864,0.346440993,8.241908312,-90.07214738,-9.364827158,-9.581209182,,,,
5.366452,-21.51108838,9.575802565,-57.44373895,-0.53455966,-0.193246827,9.653296591,-87.70073319,-16.18368802,-11.2999655,,,,
5.374785,-22.19322205,9.487645624,-57.48126223,-1.349657863,0.85335134,13.49699867,-81.87914276,-8.7514852,-8.029068589,,,,
5.383118,-22.82523346,9.3421247,-57.50646593,-0.245694235,0.702719705,9.470759093,-76.02601242,-15.44851911,-9.996177315,,,,
5.391451,-23.40763664,9.232176781,-57.52194405,-2.534366451,0.644985661,9.659421265,-70.30083179,-11.98413169,-7.025741101,,,,
5.399784,-23.93081904,9.131605029,-57.55413438,-0.231181979,1.22088328,11.47803116,-62.88751316,-9.970760374,-8.620630385,,,,
5.408117,-24.41946888,8.973243236,-57.53945733,-0.742149681,0.022716616,8.973169326,-59.67819214,-18.60179663,-6.353330016,,,,
5.41645,-24.87289715,8.903537393,-57.57833483,-2.446734831,0.827360317,9.923288108,-54.35213757,-6.120983363,-8.021101951,,,,
5.424783,-25.25970268,8.763926983,-57.56990433,0.561808348,0.758536898,13.17088747,-47.38314533,-16.13075531,-6.290919542,,,,
5.433116,-25.62124062,8.679372668,-57.5894432,-3.044560582,0.536821499,6.772086918,-43.67595244,-8.584532916,-6.914516568,,,,
5.441449,-25.93232107,8.602731943,-57.60237313,-0.341132613,0.34735509,15.46379232,-37.8909936,-8.146547883,-5.487807036,,,,
5.449782,-26.21120787,8.496936918,-57.60403253,-1.101377666,0.442367256,6.993362246,-34.14097262,-11.70048237,-6.213368178,,,,
5.458115,-26.45523167,8.445997358,-57.6302185,-1.869060785,0.418372776,12.48273301,-29.54010105,-4.62641365,-5.699406922,,,,
5.466448,-26.66592073,8.368611336,-57.6407509,-1.167302445,0.199211165,12.49206877,-25.84251213,-8.143841624,-5.656195045,,,,
5.474781,-26.84186459,8.319208503,-57.66254235,-1.192174674,0.234779355,7.463325084,-21.45406842,-4.636540591,-5.215541661,,,,
5.483114,-26.98974467,8.258931875,-57.67087935,-1.530110255,0.059998688,12.67343593,-18.32569814,-6.410007657,-4.557943046,,,,
5.491447,-27.12473297,8.248933673,-57.70323943,-1.213126906,-0.135287777,9.421866774,-16.40517664,0.182189882,-4.202314258,,,,
5.49978,-27.2354908,8.197812676,-57.71269035,-0.576723352,0.03823055,11.15282512,-13.84289288,-5.351560086,-4.208877325,,,,
5.508113,-27.32245112,8.159391999,-57.72675133,-1.557168383,-0.145134479,10.65484738,-10.92865181,-3.826716453,-3.83946231,,,,
5.516446,-27.39685393,8.154277086,-57.75080298,-1.282390624,-0.714823626,13.09180617,-9.257263899,0.374640019,-3.252134085,,,,
5.524779,-27.48581267,8.122665525,-57.76468658,-0.697592102,-0.699856423,9.452109218,-11.16798973,-3.095759258,-3.439105272,,,,
5.533112,-27.5397687,8.105614543,-57.77762223,-1.499380425,-0.217663655,10.74512768,-6.97148776,-1.498314485,-2.765822083,,,,
5.541445,-27.58319569,8.089222431,-57.79462243,-1.261240095,-0.711226985,11.24059653,-5.678493738,-1.297703803,-2.94146514,,,,
5.549778,-27.65071821,8.106201291,-57.82336998,-1.562785983,-0.740356824,8.361348391,-8.328562141,2.990539193,-2.549401224,,,,
5.558111,-27.70601511,8.064992428,-57.83226588,-0.040773682,-0.717913172,13.95291376,-7.238516211,-4.370259598,-3.478583008,,,,
5.566444,-27.7483964,8.065853119,-57.8456936,-2.022483707,-0.792967811,9.385593773,-5.590925098,0.431167662,-1.807356656,,,,
5.574777,-27.80069637,8.075265885,-57.87695313,-1.050834315,-0.832033903,11.47554731,-6.503687859,2.259652585,-3.018743217,,,,
5.58311,-27.87069607,8.071160555,-57.8884659,-1.275958523,-0.950838715,10.05923045,-8.93842435,-0.206726097,-1.844484374,,,,
5.591443,-27.9221282,8.068895459,-57.90656853,-0.84332386,-0.525945679,11.50614667,-6.609744191,0.294560518,-2.302934625,,,,
5.599776,-27.96752453,8.086386085,-57.91554833,-1.876267523,-0.998485394,10.20518232,-6.039481402,1.948340714,-0.375543123,,,,
5.608109,-28.04097319,8.121934652,-57.95425605,-0.555085019,-0.832035549,10.12395298,-8.898540259,5.457917184,-2.360051312,,,,
5.616442,-28.1114955,8.105013132,-57.94936563,-0.78401253,-1.041678399,11.93808222,-9.283147573,-2.475997001,-0.843723372,,,,
5.624775,-28.16312265,8.117606044,-57.96502493,-1.34569557,-0.416038223,10.28929424,-6.67710948,1.733914062,-1.208044244,,,,
5.633108,-28.22604704,8.1516608,-57.9880066,-1.69475396,-0.917790711,11.45200312,-7.901553989,4.489193215,-0.880473457,,,,
5.641441,-28.30416727,8.172566891,-58.0113163,-0.552882373,-1.096941456,9.66274333,-9.728757143,3.045740843,-1.535403788,,,,
5.649774,-28.37081051,8.173814178,-58.01294515,-1.029186249,-0.706874661,12.5896554,-8.709887563,-0.18258787,-0.506732833,,,,
5.658107,-28.42377949,8.211186171,-58.03401948,-1.557516784,-0.640952155,8.793104767,-6.747709274,4.664288789,-0.36866568,,,,
5.66644,-28.48996735,8.2400347,-58.05210878,-0.596409032,-1.120256171,10.39791357,-8.373671651,3.669995099,-0.659688317,,,,
5.674773,-28.56968737,8.245017409,-58.05995943,-0.513023764,-0.953203455,10.68671071,-10.18945861,0.498776347,-0.821589507,,,,
5.683106,-28.63645029,8.256766081,-58.06544685,-1.685182802,-0.687797837,12.6062212,-8.659286737,1.154292777,-0.320085082,,,,
5.691439,-28.69776297,8.312193394,-58.1016235,-2.034958661,-0.752560444,8.608669399,-7.492724775,7.415587844,-0.855659566,,,,
5.699772,-28.76572561,8.346372247,-58.12007905,-0.509288337,-0.817826972,10.09616661,-8.565736532,4.253938615,-0.380224109,,,,
5.708105,-28.83427715,8.357571721,-58.12450408,-0.654098872,-1.2335971,10.79330897,-8.917023659,0.958241493,-0.10298524,,,,
5.716438,-28.8931098,8.390794039,-58.13710213,-1.335418567,-0.723832257,11.02879095,-7.582547068,3.820488393,0.187307254,,,,
5.724771,-28.96043587,8.430193782,-58.16142845,-1.314669102,-0.760560475,9.589103341,-8.420267582,5.058994472,-0.517529224,,,,
5.733104,-29.03093767,8.454986334,-58.17469405,-0.388138802,-1.029767454,10.38814163,-8.961823225,2.966593072,-0.353309967,,,,
5.741437,-29.09253311,8.460639358,-58.17453193,-1.219038814,-1.01670675,12.38865042,-8.166657566,0.104765236,0.075587578,,,,
5.74977,-29.16012383,8.501947642,-58.1998024,-1.611832559,-0.702720508,10.51385307,-8.404492141,5.394134104,-0.637893736,,,,
5.758103,-29.2279954,8.520635843,-58.2102642,-0.603655279,-0.758127391,10.46218014,-8.735614182,2.079421368,-0.255931027,,,,
5.766436,-29.29415608,8.528569222,-58.21727943,-0.863594189,-1.192128495,8.88975048,-8.538735986,0.842365615,-0.69387682,,,,
5.774769,-29.34767628,8.521825791,-58.2119694,-0.748379551,-0.82910043,11.41279316,-7.29788983,-1.486813389,-0.120691054,,,,
5.783102,-29.4184227,8.538040757,-58.2216053,-1.63017042,-0.786785059,9.815066694,-9.058946013,1.87180521,-0.481080219,,,,
5.791435,-29.49047327,8.557084561,-58.23598863,-0.988903344,-1.055757389,11.86405754,-9.164854525,2.346888721,-0.636600301,,,,
5.799768,-29.55549145,8.545107365,-58.2311058,-0.950728167,-0.824349292,9.89122629,-8.632084607,-1.923939712,-0.641345244,,,,
5.808101,-29.61259937,8.543387175,-58.2304592,-0.991876304,-0.605118123,10.2503047,-7.644597888,-0.716308672,-0.286383184,,,,
5.816434,-29.68000364,8.541599989,-58.22904395,-1.725841239,-1.352742732,10.91323757,-8.866972566,-0.662934706,-0.375850499,,,,
5.824767,-29.75832844,8.571396232,-58.24700738,-1.295491941,-0.574805532,9.385723352,-9.850631477,3.671481013,-0.34754356,,,,
5.8331,-29.83051872,8.55683744,-58.24002648,-0.440111093,-1.192968905,11.58944559,-9.531797648,-2.319644571,-0.569330819,,,,
5.841433,-29.89459753,8.556979537,-58.2350807,-1.226688683,-0.947595999,8.651251079,-8.551175356,-0.76632683,0.250638514,,,,
5.849766,-29.96807051,8.570134997,-58.2392006,-1.551681906,-0.756025165,12.50264728,-9.499036669,1.22716203,-0.070807348,,,,
5.858099,-30.05600929,8.588119865,-58.24642563,-1.401425347,-1.37817812,10.09179688,-11.20460796,1.79534033,0.095649917,,,,
5.866432,-30.1250062,8.599527121,-58.2538986,-0.746235166,-0.635446482,10.44240546,-8.901981472,1.230379999,-0.514753297,,,,
5.874765,-30.19821692,8.578386903,-58.24074365,-0.762950942,-1.019330263,10.13533127,-9.815256834,-3.479473191,-0.158065434,,,,
5.883098,-30.28075314,8.596586704,-58.2422924,-1.800350815,-0.85120282,10.05070662,-10.62909246,1.58161506,0.515595358,,,,
5.891431,-30.3543787,8.609482765,-58.24714663,-1.339622624,-0.50627153,12.11270666,-9.548024416,1.123488456,0.067605611,,,,
5.899764,-30.42148399,8.624430657,-58.24812888,-1.007090799,-1.117160469,9.087798833,-8.775543332,1.231045962,0.342388725,,,,
5.908097,-30.47844792,8.624262929,-58.24127388,-0.796603195,-0.758464673,11.22465646,-7.745377421,-0.946212294,0.481598794,,,,
5.91643,-30.54263401,8.618018031,-58.22509575,-1.265230984,-1.145300865,10.39873373,-8.747809887,-1.998506159,0.82580946,,,,
5.924763,-30.5894661,8.654067636,-58.24023245,-1.841215581,-0.201135431,11.32860446,-6.136198163,4.113480016,0.435035337,,,,
5.933096,-30.6217289,8.656189204,-58.23210525,-0.794419022,-0.874023192,10.25643873,-4.786214918,-0.658087343,0.523743894,,,,
5.941429,-30.6570673,8.669460774,-58.2377739,-1.018102877,-1.052593604,9.736808538,-4.921830058,1.180118561,0.016716488,,,,
5.949762,-30.68069506,8.673505664,-58.23143005,-1.425447628,-0.361492286,12.77474618,-3.732119054,-0.344566167,0.440811448,,,,
5.958095,-30.6929493,8.683064342,-58.23589898,-1.504223948,-0.801767305,8.751855611,-2.192402452,0.715623178,-0.033913253,,,,
5.966428,-30.68723345,8.72374332,-58.25051118,-1.789406687,-0.640411631,10.60966063,0.190400243,4.691215418,0.549358141,,,,
5.974761,-30.68285179,8.734433889,-58.2544155,-0.716078714,-0.760759399,11.60265565,-0.219837338,0.798206977,0.099187931,,,,
5.983094,-30.67352295,8.748973489,-58.2551117,-1.0242626,-1.039691389,10.14425719,0.395154059,1.189966798,0.318032772,,,,
5.991427,-30.64365625,8.761461735,-58.25709153,-1.021320142,-0.55852044,11.94950843,2.788407117,0.840941012,0.441067545,,,,
5.99976,-30.62016535,8.766482234,-58.24502375,-0.871731732,-1.315404683,9.820585013,1.841647491,-0.57145381,1.089037303,,,,
6.008093,-30.59458542,8.790017128,-58.25084305,-1.618207887,-0.913859651,10.90172231,2.360009253,2.20068872,0.73635482,,,,
6.016426,-30.55995131,8.798035264,-58.23606303,-0.666452825,-1.216457635,11.34494662,3.11051926,-0.43561171,1.546846941,,,,
6.024759,-30.54135991,8.799187183,-58.22500038,-1.066158489,-1.815206766,9.747444987,1.217380669,-1.132987872,1.111206293,,,,
6.033092,-30.52196121,8.80266285,-58.21105195,-1.312894136,-0.573983401,10.99993753,1.313776568,-0.826196887,1.117629124,,,,
6.041425,-30.49816132,8.802078009,-58.19704248,-1.14262107,-1.192174882,10.91867995,1.7542134,-1.505290896,1.336867787,,,,
6.049758,-30.47862005,8.818150044,-58.19158748,-2.290867366,-0.962732598,9.659103514,1.510010462,0.963460296,1.063608665,,,,
6.058091,-30.45106316,8.838467598,-58.18934058,-0.883396931,-0.746591553,11.61112547,2.416350879,1.360455305,1.378196299,,,,
6.066424,-30.44020939,8.836082697,-58.1773605,-1.404202745,-1.394542277,10.73521352,0.337512419,-1.315832153,0.578651209,,,,
6.074757,-30.41925144,8.85464251,-58.17649268,-1.062357668,-0.736644343,9.69636011,1.654544905,1.244973317,1.154116582,,,,
6.08309,-30.3864646,8.84071672,-58.16464235,-1.283377215,-0.785276696,11.30107379,2.943677701,-2.534688533,-0.058256334,,,,
6.091423,-30.36464882,8.863873364,-58.17339515,-1.678021066,-1.071351484,9.711131929,1.943412773,2.289902866,0.468740461,,,,
6.099756,-30.33985853,8.874388218,-58.18064498,-0.810548097,-1.298598528,12.63439786,2.335400134,1.154087782,-0.586236209,,,,
6.108089,-30.31896258,8.870724081,-58.18229103,-1.114282861,-1.428579614,10.27822852,1.693459554,-0.912689664,-0.416010454,,,,
6.116422,-30.29921532,8.876206995,-58.19267655,-1.249415025,-0.887209185,10.78081226,1.80175665,0.830839276,-1.248133645,,,,
6.124755,-30.27353335,8.857016921,-58.18730165,-0.899555493,-1.77582115,10.5852021,2.108336918,-2.927822232,-0.626703471,,,,
6.133088,-30.25708246,8.881714701,-58.21282388,-2.540140797,-0.941295534,9.458242894,1.694868304,3.705399871,-1.593407229,,,,
6.141421,-30.23274231,8.886970759,-58.2254257,-0.561130449,-0.939748764,12.12002921,2.277499408,0.670948908,-0.989596412,,,,
6.149754,-30.2185092,8.89358437,-58.23995208,-1.39456968,-1.695324421,8.544050218,1.235758729,1.198041767,-1.592081647,,,,
6.158087,-30.19834328,8.89828539,-58.2544861,-0.93883931,-1.191998854,10.93286169,1.822388727,0.716852833,-1.21751181,,,,
6.16642,-30.18556786,8.891053677,-58.26144218,-1.5930105,-0.866799019,10.10053134,0.894785307,-0.719997048,-1.577596769,,,,
6.174753,-30.17723513,8.928615452,-58.2863903,-1.423408076,-1.45241943,9.047140121,0.611568764,4.766687438,-0.339798406,,,,
6.183086,-30.16876364,8.925790667,-58.29748725,-0.970144319,-1.406861514,11.8207624,0.453208596,-4.80952E-05,-1.764689509,,,,
6.191419,-30.17646456,8.937817098,-58.30817985,-0.956926912,-1.35296005,8.996861578,-1.579982072,1.271798134,-0.429589069,,,,
6.199752,-30.17804575,8.933124899,-58.31675338,-1.251122765,-1.323270411,12.33048558,-0.789395362,-0.318234489,-1.673262775,,,,
6.208085,-30.18011522,8.946792484,-58.32762528,-2.01488109,-1.205372453,9.804612042,-0.894897401,1.470260285,-0.361704988,,,,
6.216418,-30.17724419,8.991572857,-58.36152268,-2.033251464,-0.791544416,10.05903864,0.220833257,6.29031551,-1.253391028,,,,
6.224751,-30.17665052,9.004267812,-58.37151145,-0.684008389,-1.417434186,10.72873258,-0.608363793,1.297578782,-0.296084546,,,,
6.233084,-30.18115568,9.033059358,-58.3936062,-1.426875003,-1.088219076,9.297996639,-0.872305617,3.939180911,-1.038103327,,,,
6.241417,-30.16869402,9.04334855,-58.40473368,-1.191751097,-1.273363024,11.21602345,0.823107183,1.123459861,-0.555220559,,,,
6.24975,-30.17292071,9.08036065,-58.43083,-2.077780262,-1.200676247,9.213378429,-0.767972484,5.009500891,-0.899930567,,,,
6.258083,-30.1696167,9.12286067,-58.46692468,-0.742781006,-1.208242051,11.74626589,0.207481694,5.927217484,-1.159876712,,,,
6.266416,-30.16856671,9.135530473,-58.48209003,-1.118234485,-1.69810462,10.58738852,-0.340102628,1.860976726,-1.286948838,,,,
6.274749,-30.17266655,9.172421693,-58.522192,-1.160590306,-1.055063263,10.58044362,-0.588531911,5.602115304,-1.961528614,,,,
6.283082,-30.1719203,9.180927993,-58.53713225,-1.40930298,-1.541442215,11.45869017,-0.423297629,1.390923695,-1.449135035,,,,
6.291415,-30.17327023,9.228634834,-58.58817673,-2.224491597,-1.015555296,8.173046113,-0.017926733,7.381770275,-2.437527686,,,,
6.299748,-30.16609574,9.285379888,-58.63406373,-1.087175697,-1.190359101,11.09026778,0.956742972,8.260626972,-1.781723171,,,,
6.308081,-30.17051506,9.310630798,-58.6704445,-1.098544717,-1.809293032,9.243189216,-0.674663003,4.18648994,-2.27705735,,,,
6.316414,-30.17057705,9.371480703,-58.71479225,-1.109464947,-0.944949131,10.65736616,0.089662656,8.590250374,-1.364739392,,,,
6.324747,-30.15918017,9.391421079,-58.7445221,-1.182756059,-1.374579251,10.68245423,1.068529964,3.254080922,-1.898504853,,,,
6.33308,-30.15165997,9.457410095,-58.7878971,-1.939196974,-1.692083433,8.86108923,1.013843611,9.075582503,-0.949807916,,,,
6.341413,-30.13928175,9.511277914,-58.8296852,-0.748048713,-1.287003845,12.2218411,1.42908553,7.470856397,-1.094185732,,,,
6.349746,-30.1345377,9.546995878,-58.84998133,-1.065620184,-1.977869034,10.10145295,0.210190445,4.559055507,-0.395057969,,,,
6.358079,-30.12477923,9.589184523,-58.87952613,-1.085758805,-0.942436308,9.574162842,0.914863616,5.555074886,-0.608651832,,,,
6.366412,-30.10168982,9.621142865,-58.89218903,-1.06091483,-1.592295259,10.91995335,2.232597798,3.716449953,0.157799646,,,,
6.374745,-30.09358168,9.662060499,-58.91696358,-1.543764323,-1.562360257,8.734357535,0.629844422,5.137636394,-0.169332534,,,,
6.383078,-30.07191849,9.723752736,-58.93912128,-1.376738697,-1.355006099,11.51660681,2.275904857,7.367330075,0.951149572,,,,
6.391411,-30.05785418,9.744815827,-58.9494648,-0.61633157,-1.785633087,9.695700883,1.030406386,2.200579867,0.16292895,,,,
6.399744,-30.04282713,9.79805851,-58.96181485,-1.641549736,-1.360317052,9.006588936,1.300790332,5.903364853,1.438982323,,,,
6.408077,-30.01352787,9.841619252,-58.9699707,-1.427600056,-0.933752187,11.2068671,2.805684269,4.431490302,1.678753823,,,,
6.41641,-29.99661923,9.904804707,-58.97855948,-1.950381264,-1.55970633,8.520776749,1.459345609,6.72945276,2.420587159,,,,
6.424743,-29.95738173,9.999504088,-58.99985313,-1.268852551,-0.891099982,11.35614562,4.292840675,10.54537272,3.315382272,,,,
6.433076,-29.90067291,10.04872847,-58.9923725,-0.896353349,-1.00528032,10.29822254,5.875973284,4.336518884,3.238872245,,,,
6.441409,-29.81597042,10.11920071,-58.9893513,-1.56548228,-0.61015365,9.521318913,9.246521026,6.568275929,4.430191219,,,,
6.449742,-29.68022442,10.21805096,-58.99352648,-1.912871644,0.449087523,12.86648369,15.59091139,10.19677961,4.977453828,,,,
6.458075,-29.50579357,10.29948616,-58.98299025,-0.458044201,-0.334704176,7.975709617,19.82800174,7.301971614,5.873716355,,,,
6.466408,-29.25903845,10.36109615,-58.95032313,-0.714375436,0.012039776,10.00763202,28.14587784,4.211315453,6.543464541,,,,
6.474741,-28.93935013,10.43676162,-58.91907883,-1.608596817,1.186665535,11.04092789,36.80769229,5.587306858,7.530508757,,,,
6.483074,-28.55379581,10.53211761,-58.89356043,-0.948642865,0.511043437,8.02536261,44.95454979,8.260638475,7.711559058,,,,
6.491407,-28.07507277,10.57464147,-58.83485603,-0.394894108,0.899167255,9.340126275,55.29173613,0.657378612,8.512238026,,,,
6.49974,-27.50590325,10.6207006,-58.77569198,-1.466742318,1.191500828,10.48167682,66.24933338,1.299107665,8.285863042,,,,
6.508073,-26.85493946,10.67910361,-58.7186241,-1.140033879,0.389950806,9.673126223,75.99211789,2.619278036,9.118210793,,,,
6.516406,-26.12477446,10.71071625,-58.64598465,-0.989180252,0.883871645,9.98142004,85.24738216,-0.781586789,9.039404393,,,,
6.524739,-25.29949999,10.73643422,-58.56170273,-1.045967743,1.10861817,11.23372078,96.31814004,-2.034760043,10.14469624,,,,
6.533072,-24.38074255,10.74548364,-58.4664116,-0.718321584,0.76738669,10.16162515,107.3546772,-4.090562979,10.30588246,,,,
6.541405,-23.37859154,10.73107576,-58.36252213,-0.943486326,0.821522519,10.27958942,117.1196671,-7.00075096,10.51905012,,,,
6.549738,-22.29025984,10.71088529,-58.25001145,-0.750503216,0.944369287,12.33355355,127.3288631,-7.744366349,11.01261115,,,,
6.558071,-21.10573959,10.65459705,-58.12502478,-0.467682846,0.715165451,10.77721,138.5530396,-12.15153301,11.26477456,,,,
6.566404,-19.83880186,10.56739092,-57.9846897,-0.533070156,1.058740489,10.54915047,148.2019329,-15.93699956,11.79381752,,,,
