time,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,,,,
0.224991,-26.54552412,4.198206663,-57.72969438,-1.860879332,1.779254198,10.4734664,-6.496237106,-6.888313696,-2.202222556,,,,
0.233324,-26.57190705,4.150942504,-57.7470684,-2.367750108,0.970318645,10.93557739,-3.715220868,-4.549396098,-4.875587165,,,,
0.241657,-26.57106829,4.124374032,-57.75190545,-1.31680575,0.739960589,10.45389199,-0.590600669,-3.104222059,-2.233301859,,,,
0.24999,-26.56639862,4.110800445,-57.7709923,-2.365745783,0.92318357,11.3365674,0.008721881,-0.846985936,-3.252303604,,,,
0.258323,-26.53415871,4.106822372,-57.79421425,-1.942468211,0.299853138,11.36107826,3.341601458,0.316102386,-3.003208424,,,,
0.266656,-26.48570776,4.126859486,-57.81559183,-1.882995874,0.565152848,10.60847926,5.289022505,2.880717933,-1.692393269,,,,
0.274989,-26.45578194,4.13734138,-57.84077265,-1.946620658,-0.143474132,10.2333281,3.067173168,1.985368844,-2.440882776,,,,
0.283322,-26.41809941,4.183321178,-57.87007903,-1.924038165,0.623847507,11.12761068,4.04369054,6.093325496,-1.187043645,,,,
0.291655,-26.39587498,4.214865864,-57.8957901,-1.750634942,-0.500663417,11.28893399,2.19150585,4.278871283,-1.375788838,,,,
0.299988,-26.34699297,4.272820115,-57.92697715,-1.603013195,0.555573367,11.8351469,5.389424385,7.46939677,-0.739643291,,,,
0.308321,-26.32755804,4.326132655,-57.96279715,-2.236484885,-0.062498365,8.47593212,1.932087973,7.165240288,-1.320625365,,,,
0.316654,-26.30375671,4.384678245,-57.9851265,-1.238507593,-0.14347274,10.38549495,2.318414465,7.054760098,0.221963264,,,,
0.324987,-26.29527092,4.459451795,-58.03319168,-2.152176231,0.260535089,12.77869391,0.735074163,10.12135458,-1.490620613,,,,
0.33332,-26.28391457,4.523422778,-58.0427456,-0.919694602,-0.190249371,10.54461205,0.695375204,6.962692499,1.923837304,,,,
0.341653,-26.28314591,4.599827647,-58.09214973,-1.91176723,-0.637191378,8.780156971,-0.176244974,10.37758994,-1.57398513,,,,
0.349986,-26.29255438,4.663625777,-58.09526065,-1.537153974,0.200237766,12.88289523,-1.864502125,6.604758918,2.603837878,,,,
0.358319,-26.30730581,4.748195827,-58.14699938,-2.145368189,0.136675142,10.65789115,-1.981238952,11.37535024,-1.380946547,,,,
0.366652,-26.3299675,4.840523958,-58.15615655,-1.026761891,-1.144972241,9.239741565,-3.398375988,9.999263765,3.468459316,,,,
0.374985,-26.34800243,4.901495695,-58.19109723,-2.132296056,0.952581882,12.31112528,-2.546558157,7.937147558,-0.843704045,,,,
0.383318,-26.40368366,4.999516368,-58.1972828,-1.369826669,-1.014545523,9.988186597,-7.376824022,10.46015155,4.101397097,,,,
0.391651,-26.43883181,5.079151392,-58.2291756,-1.08228308,-0.460924171,9.571858883,-4.635149241,9.783268453,0.495363444,,,,
0.399984,-26.48490524,5.161496758,-58.22806358,-1.980159342,0.360612899,12.76159596,-6.304134488,8.385105372,4.06752456,,,,
0.408317,-26.56725788,5.235669494,-58.24769593,-1.77683498,-1.215574548,10.06347203,-10.43455148,8.531292795,1.546946257,,,,
0.41665,-26.61525631,5.347470403,-58.26234818,-1.549588561,0.13357587,11.17825222,-6.333169059,12.38004327,3.974219113,,,,
0.424983,-26.69870568,5.411570787,-58.26140975,-1.533399522,0.169468314,10.40929282,-10.80503392,6.343352914,3.210882448,,,,
0.433316,-26.78347445,5.517390847,-58.28307535,-1.497405902,-1.206634649,9.851660014,-10.67716861,12.10455322,2.930326909,,,,
0.441649,-26.85795212,5.604481578,-58.27972985,-2.215064258,0.467630531,11.52401566,-9.726062774,8.66369903,4.73640883,,,,
0.449982,-26.95456219,5.682202816,-58.28284455,-0.061451541,-0.586153247,9.433845283,-12.33524537,8.085432649,3.42745433,,,,
0.458315,-27.04117632,5.798939109,-58.2965641,-3.078483731,-0.616899759,11.49322915,-11.00181091,12.7465241,4.564950824,,,,
0.466648,-27.14603949,5.866883993,-58.29461483,-1.11364682,0.136953656,10.68974995,-13.3607943,6.746243179,3.469022974,,,,
0.474981,-27.24860001,5.986664057,-58.3057518,-1.687172502,-0.576034647,10.31202912,-12.94804764,12.91269422,5.045906484,,,,
0.483314,-27.35056686,6.062219262,-58.30802915,-1.400034219,-0.192986218,11.0897131,-12.96895051,7.778205157,3.461373747,,,,
0.491647,-27.45891094,6.161316514,-58.31061173,-2.02684778,-0.070204077,9.867728709,-13.75739932,10.21616662,4.864167094,,,,
0.49998,-27.56943369,6.246190429,-58.3185215,-0.808340937,-0.191952639,10.85687185,-13.90282417,9.065549373,3.413056165,,,,
0.508313,-27.68800831,6.327004552,-58.3069439,-1.196399644,-0.839403101,9.690662503,-15.18996859,7.47818017,5.376832634,,,,
0.516646,-27.796875,6.399604202,-58.31165313,-1.584756993,0.303999851,12.15754199,-13.75787664,7.56206043,3.122420967,,,,
0.524979,-27.92120791,6.47650969,-58.29878235,-1.54457818,-0.512900673,9.201317309,-15.89748812,6.959424257,5.340630233,,,,
0.533312,-28.03739786,6.523842335,-58.2869873,-1.128883847,-0.694118508,12.65886521,-14.85147906,3.948198505,3.469035924,,,,
0.541645,-28.15597391,6.588351369,-58.26926805,-1.263639778,0.278684296,8.813150406,-15.28097201,5.356113613,5.171883285,,,,
0.549978,-28.27976036,6.6138618,-58.25364495,-1.889730364,-0.514469035,12.29668951,-15.81917548,1.409276783,2.641910449,,,,
0.558311,-28.38229942,6.668742895,-58.23168565,-1.154414754,-0.233505719,9.075343608,-13.41070676,4.077306688,5.086751104,,,,
0.566644,-28.50965071,6.676972986,-58.21107485,-1.60031835,-0.039255841,11.64154434,-16.31614709,-0.709306479,2.187597074,,,,
0.574977,-28.61211109,6.708586931,-58.184021,-0.964093253,-0.333027661,9.994894981,-13.4842248,1.317051873,4.30187276,,,,
0.58331,-28.72462082,6.701846004,-58.15977095,-2.257762462,0.040519483,11.66570997,-14.59905052,-2.510326506,1.717265118,,,,
0.591643,-28.80923605,6.720988631,-58.12975883,-0.626266908,-0.423329547,10.11591387,-11.38414264,-0.182037175,3.898637474,,,,
0.599976,-28.90888071,6.701895118,-58.10025025,-2.121378362,0.572412781,12.67423987,-13.12659741,-4.113188834,1.542633741,,,,
0.608309,-28.9932313,6.699347377,-58.06645008,-1.237283274,-0.93265003,10.29439449,-11.39879942,-2.692469597,3.043128371,,,,
0.616642,-29.04894543,6.679807067,-58.03556633,-1.401222259,0.711994015,12.08544802,-7.887334346,-4.242933988,1.643358216,,,,
0.624975,-29.11748505,6.673515916,-58.0075531,-2.09368065,-0.939395845,9.218903898,-9.412861348,-2.76078281,2.217309281,,,,
0.633308,-29.16373301,6.646530867,-57.97237395,-1.320834532,0.009063939,13.32242036,-6.806301475,-5.287376934,1.655121714,,,,
0.641641,-29.20076132,6.651100874,-57.95223808,-1.823573918,0.247741189,9.278315187,-5.518821061,-1.179308175,2.046510235,,,,
0.649974,-29.21868992,6.629084111,-57.92321208,-1.180322558,-0.820990946,11.00525522,-3.336478442,-4.401800573,1.273258195,,,,
0.658307,-29.22007704,6.638704658,-57.91340445,-2.557557822,0.076727152,10.9838239,-1.099660706,-0.038603999,1.240635052,,,,
0.66664,-29.25096274,6.641368151,-57.90024375,-1.607631713,-0.190905161,11.01627171,-4.668703973,-0.90318656,1.067486139,,,,
0.674973,-29.22877074,6.645529032,-57.89053728,-1.736630425,-0.228833785,11.0698911,1.727510393,-0.617516996,0.949740559,,,,
0.683306,-29.20631123,6.66702354,-57.89430813,-1.634293437,-0.058709718,9.917085528,1.957721502,2.056569954,0.392807067,,,,
0.691639,-29.20102739,6.675951719,-57.89410398,-2.490003645,-0.776422143,11.37616253,-0.172041187,0.434974223,0.260493566,,,,
0.699972,-29.17437744,6.715840578,-57.9039421,-1.015144197,-0.549662233,11.67459011,2.56071949,4.338971973,0.824685603,,,,
0.708305,-29.14562273,6.724410415,-57.91034315,-1.935034424,0.024619065,11.33554745,2.72969009,0.774968684,-0.410240904,,,,
0.716638,-29.12619781,6.768307328,-57.917778,-1.603840768,-1.106119119,7.955716253,1.659536719,4.634876847,1.279911384,,,,
0.724971,-29.09248686,6.773688913,-57.92491533,-1.097942725,-0.803410679,14.16510677,3.33425945,0.481038288,-0.653323052,,,,
0.733304,-29.08012295,6.829117537,-57.94433023,-2.38410905,-0.686821193,9.799392699,0.990950769,6.53588903,0.698218469,,,,
0.741637,-29.0680666,6.843939543,-57.951149,-1.388926655,-0.746450296,11.7748723,0.73737669,1.443019613,-0.069254532,,,,
0.74997,-29.04528618,6.899406314,-57.97117045,-1.609742932,-1.097995073,7.955634715,2.253156096,6.586496592,0.612449154,,,,
0.758303,-29.04015732,6.922914028,-57.98869515,-1.704753325,-0.355218947,13.02333236,0.046041683,2.97908935,-0.69693774,,,,
0.766636,-29.049891,6.985375524,-58.01089668,-2.57733658,-1.179690823,8.373396158,-1.60826999,7.430636153,0.829760354,,,,
0.774969,-29.05889177,7.013854504,-58.03099443,-0.037742669,-0.677990069,12.28842306,-1.603009328,3.639897931,-0.66735328,,,,
0.783302,-29.06531191,7.066251636,-58.0495224,-2.834682942,-0.899635792,10.08050835,-1.27155152,6.167568445,0.667506971,,,,
0.791635,-29.09155655,7.111875773,-58.070055,-0.590577975,-0.484862376,10.41603637,-3.679091286,5.445292473,0.314158529,,,,
0.799968,-29.10805941,7.144288778,-58.08262065,-2.282072954,-1.197078712,9.64926946,-2.569863558,3.742217302,0.123918563,,,,
0.808301,-29.13687468,7.197787166,-58.11086848,-1.385261223,-0.142421916,12.06946003,-3.842529357,6.696285189,-0.021461524,,,,
0.816634,-29.17336559,7.228266239,-58.11567305,-1.668894298,-1.038705006,10.13934457,-5.089849689,3.088174283,0.830307864,,,,
0.824967,-29.20496607,7.280431628,-58.1447525,-0.921298683,-0.976319946,8.233892798,-4.15297091,6.601785778,-0.18718244,,,,
