time,distance(meters),speed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),height_above_takeoff(meters),North,East,Down
0.0,12.4165,0.556902,238.0,-18.3,-1.2,14.9,0.0,0.0,0.0
0.0999999999999659,12.4767,0.680162,237.9,-18.0,-1.1,14.9,-0.0290833759123541,-0.05311294111700386,-9.315896404987756e-10
0.19999999999998863,12.5457,0.810714,237.9,-17.4,-0.9,14.9,-0.06007097829988711,-0.11489093355173793,1.1716442260834015e-09
0.2999999999999545,12.6114,0.929425,237.7,-16.9,0.2,14.9,-0.09334348849531385,-0.17220037517419565,2.6934434543823826e-09
0.39999999999997726,12.7037,1.0477,237.3,-16.3,3.3,14.9,-0.12745829666432573,-0.2581654788327544,5.991516199843616e-09
0.5,12.8166,1.15873,236.8,-15.6,7.9,14.9,-0.16131522247109623,-0.36674545358227384,1.2061966578325034e-08
0.5999999999999659,12.9345,1.32105,236.6,-14.7,11.8,14.9,-0.18235768702161081,-0.48629968864016415,2.1507953473776098e-08
0.6999999999999886,13.0722,1.52551,236.4,-14.2,13.6,14.9,-0.20671229531431265,-0.6259896531263845,3.474989766771852e-08
0.7999999999999545,13.2103,1.73825,236.3,-13.9,14.1,14.9,-0.19429911114909448,-0.7817925791706339,5.10338551973355e-08
0.8999999999999773,13.3683,1.92601,236.3,-14.0,14.0,14.9,-0.16349318210691433,-0.9662989107449722,7.49578041442378e-08
1.0,13.5278,2.14188,236.4,-13.7,14.3,14.9,-0.11973192114838091,-1.1570713389921707,1.055673491748288e-07
1.099999999999966,13.7355,2.33566,236.4,-13.7,14.1,14.9,-0.10262103135512304,-1.3880827543366079,1.523856647672739e-07
1.1999999999999886,13.9181,2.53571,236.3,-13.7,13.9,14.9,-0.030952426666386406,-1.6124509920332852,2.0356271582082364e-07
1.2999999999999545,14.1207,2.73806,236.3,-13.4,14.0,14.8,0.06462508976955122,-1.8655407283003265,0.10000027434213454
1.3999999999999773,14.3264,2.9541,236.2,-13.3,14.1,14.8,0.1706992830026689,-2.1231744492994498,0.10000035609696906
1.5,14.5576,3.17311,236.1,-13.7,14.2,14.8,0.29796839376311224,-2.4125109719200473,0.10000046371987913
1.599999999999966,14.8085,3.39071,236.1,-14.3,13.6,14.8,0.4262195968031121,-2.719667310432913,0.10000059403360279
1.6999999999999886,15.0694,3.50501,236.8,-14.9,9.2,14.8,0.5877238178433453,-3.044049683634625,0.10000075349974169
1.7999999999999545,15.326,3.52709,237.6,-15.7,0.8,14.8,0.7389900000479372,-3.356758994826027,0.10000092600177024
1.8999999999999773,15.5987,3.41265,238.9,-15.6,-8.8,14.8,0.8817070692476724,-3.680162867229895,0.10000112227786073
2.0,15.8653,3.1153,239.8,-12.9,-19.1,14.8,0.99804937578718,-3.9872962619273196,0.10000132405093104
2.099999999999966,16.1306,2.71635,239.7,-10.3,-25.7,14.8,1.0800807360784517,-4.282243997236499,0.10000152867552609
2.1999999999999886,16.3678,2.36539,239.7,-9.2,-26.6,14.8,1.1217164585733457,-4.537084496929434,0.10000171098359145
2.2999999999999545,16.5991,2.08889,240.1,-9.2,-26.9,14.8,1.1280764735996502,-4.776886935952524,0.10000188749011885
2.3999999999999773,16.8032,1.92874,240.1,-8.8,-28.2,14.8,1.1064544014439996,-4.9818564083113195,0.10000204189019363
2.5,17.0016,1.84278,240.4,-9.2,-28.3,14.8,1.0530316677197868,-5.1734144852904596,0.10000218371039277
2.599999999999966,17.1675,1.87828,240.6,-9.7,-28.4,14.8,0.9572859588806504,-5.321472645570978,0.10000229040504566
2.6999999999999886,17.3183,1.94909,241.1,-10.5,-28.2,14.8,0.8091005724814148,-5.440782572550318,0.1000023695421865
2.7999999999999545,17.387,2.18121,241.0,-10.7,-28.1,14.8,0.6516197994685651,-5.472128432405884,0.10000237885576013
2.8999999999999773,17.4916,2.47892,240.9,-10.6,-28.2,14.8,0.42558433175296306,-5.521085101042576,0.10000240248180753
3.0,17.596,2.77605,241.0,-10.6,-28.2,14.8,0.17232852061387277,-5.559495177044573,0.10000242387370079
3.099999999999966,17.7182,3.02727,241.1,-10.8,-28.2,14.8,-0.13141686030800925,-5.598273771858175,0.10000245645237338
3.1999999999999886,17.826,3.32703,240.8,-10.2,-28.1,14.8,-0.44990439532294974,-5.612455728123246,0.10000248353070776
3.2999999999999545,17.9585,3.53348,240.5,-10.5,-25.6,14.8,-0.8140801530058805,-5.631993118291653,0.10000253747382015
3.3999999999999773,18.0492,3.69607,239.9,-13.0,-17.9,14.8,-1.1726147887759413,-5.602155828452512,0.10000256642163463
3.5,18.146,3.69946,238.8,-16.7,-6.1,14.9,-1.553450337541054,-5.563125686000786,2.6125663526999077e-06
