time,distance(meters),speed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),height_above_takeoff(meters),North,East,Down
0.0,11.1426,0.412939,245.6,-18.7,-2.3,15.3,0.0,0.0,0.0
0.09999999999999432,11.1572,0.713941,245.9,-23.9,-3.7,15.3,-0.008672004086695313,-0.014951191042305684,2.731253070931139e-11
0.20000000000000284,11.1898,0.930563,245.8,-22.8,-3.6,15.2,-0.021317605692360853,-0.0481126322741155,0.1000000015936523
0.29999999999999716,11.2349,1.11475,245.8,-21.7,-2.7,15.1,-0.04356871606975883,-0.09413847059868684,0.20000000154497505
0.3999999999999915,11.2974,1.29816,245.8,-21.7,-2.3,15.0,-0.07820460754341522,-0.15796979550920293,0.30000000221156004
0.5,11.3512,1.48278,245.9,-22.0,-2.3,14.9,-0.12995121277174587,-0.21346733135404528,0.4000000063248549
0.5999999999999943,11.4352,1.59782,245.9,-21.1,-2.2,14.8,-0.17849425458236756,-0.2989464722789903,0.5000000090892067
0.7000000000000028,11.5313,1.73484,246.0,-20.9,-2.1,14.7,-0.2275207114968937,-0.3962342161607462,0.6000000176278382
0.7999999999999972,11.6513,1.86682,246.0,-20.5,-2.7,14.6,-0.2783433316469438,-0.5173854320408637,0.7000000260355705
0.8999999999999915,11.7796,1.99833,246.0,-20.3,-3.0,14.5,-0.3359096803916292,-0.6466394300116436,0.8000000418368802
1.0,11.9296,2.12155,246.0,-19.9,-2.6,14.4,-0.40521611242788924,-0.7973493633859238,0.90000006278986
1.0999999999999943,12.0848,2.25621,245.9,-19.5,-2.2,14.2,-0.4833432538605149,-0.9528151735043998,1.1000000898532003
1.2000000000000028,12.2606,2.37502,245.9,-19.4,-1.8,14.1,-0.5712799811993666,-1.1283918748297888,1.2000001264768345
1.2999999999999972,12.4383,2.51249,245.9,-19.2,-1.6,14.0,-0.6587668329840332,-1.3051694958071802,1.3000001677431183
1.3999999999999915,12.6363,2.62024,245.9,-19.1,-2.1,13.8,-0.7656144153633582,-1.5013019128267089,1.5000002225551643
1.5,12.8371,2.62411,246.0,-17.6,-2.5,13.7,-0.8604520108604763,-1.6998533409577492,1.6000002852517592
1.5999999999999943,13.0667,2.58284,245.8,-14.8,-1.5,13.6,-0.9624417787602011,-1.9262671350818934,1.700000363576473
1.7000000000000028,13.296,2.6329,246.6,-15.3,-1.7,13.5,-1.0682906400250007,-2.1516365777437807,1.8000004529947953
1.7999999999999972,13.5489,2.71719,247.7,-15.7,-2.1,13.5,-1.2021778503301386,-2.3983923226771395,1.8000005648888648
1.8999999999999915,13.7952,2.94103,248.8,-14.6,-1.7,13.5,-1.323829148714876,-2.6382624170746913,1.8000006832313176
2.0,14.0604,3.17945,249.9,-13.7,-1.2,13.7,-1.449885963748266,-2.8960335667282027,1.6000008240237171
2.0999999999999943,14.3254,3.44963,250.7,-14.2,-1.9,13.8,-1.5696055996651301,-3.1531622263920163,1.500000972963865
2.200000000000003,14.6334,3.72469,251.2,-15.1,-2.8,14.0,-1.7084622309890107,-3.451290753362422,1.3000011616212743
2.299999999999997,14.9215,4.0465,251.7,-15.1,-3.2,14.2,-1.83303488709449,-3.7297418089821317,1.100001353732687
2.3999999999999915,15.2276,4.30537,252.1,-14.4,-3.4,14.5,-1.9681432501809222,-4.024704943319271,0.800001573318408
2.5,15.5215,4.52101,252.4,-13.6,-3.3,14.8,-2.0964113267281665,-4.307397471049196,0.500001798177041
2.5999999999999943,15.8318,4.71012,252.8,-14.2,-3.9,15.1,-2.2295535421664123,-4.605400176447017,0.20000205211750166
2.700000000000003,16.1316,4.78837,253.2,-14.6,-3.7,15.5,-2.3603603128224884,-4.892476453746076,-0.1999976870828022
2.799999999999997,16.4573,4.79616,253.6,-14.9,-3.3,15.9,-2.4930461980524425,-5.204800456811583,-0.5999973890520649
2.8999999999999915,16.763,4.77384,254.3,-15.5,-3.5,16.2,-2.6160305411199394,-5.497821134456714,-0.8999970935494899
3.0,17.0738,4.66701,255.1,-15.7,-3.7,16.6,-2.7409410145527495,-5.795179706582018,-1.2999967787617202
3.0999999999999943,17.3672,4.46057,256.1,-16.8,-4.2,16.9,-2.852848450352705,-6.076472984228949,-1.5999964674762444
3.200000000000003,17.683,4.08447,257.4,-19.4,-4.7,17.2,-2.9680774152606006,-6.379546815445398,-1.8999961194342885
3.299999999999997,17.9826,3.63717,258.4,-21.3,-5.8,17.4,-3.0753181684017417,-6.667174892966523,-2.0999957734793058
3.3999999999999915,18.297,3.26931,259.0,-21.9,-6.8,17.6,-3.187747104820766,-6.96878047887601,-2.2999953966400195
3.5,18.5899,3.01469,259.3,-22.2,-6.8,17.7,-3.2868688769846015,-7.250403950438837,-2.399995032339386
3.5999999999999943,18.8902,2.97659,259.4,-23.4,-6.8,17.7,-3.3806470599135414,-7.540204546845988,-2.3999946475094536
3.700000000000003,19.1794,3.07516,259.6,-24.2,-7.2,17.7,-3.4677464068423234,-7.81970293208189,-2.3999942640763434
3.799999999999997,19.4911,3.22039,259.7,-24.9,-7.3,17.6,-3.557926287518426,-8.121441840660953,-2.299993837046112
3.8999999999999915,19.7735,3.43586,259.8,-25.9,-8.1,17.5,-3.639458462151281,-8.394750364837112,-2.1999934390918243
4.0,20.095,3.64023,259.6,-24.3,-7.7,17.3,-3.7307055944494856,-8.70614030161055,-1.9999929684388102
4.099999999999994,20.4176,3.83981,259.6,-23.5,-7.0,17.2,-3.8187330698004516,-9.019048208134109,-1.8999924818990075
4.200000000000003,20.7785,4.00338,259.6,-23.1,-7.5,17.0,-3.9106700102910086,-9.370188351283097,-1.6999919198169355
4.299999999999997,21.1366,4.14227,259.7,-22.0,-7.7,16.9,-4.00317768848718,-9.71833877555255,-1.5999913415168718
4.3999999999999915,21.5352,4.27723,259.8,-21.6,-7.8,16.7,-4.108367870259481,-10.10545076156031,-1.3999906728604519
4.5,21.9227,4.28091,259.5,-20.0,-7.4,16.5,-4.212605929232969,-10.481351707691234,-1.199990000056636
4.599999999999994,22.3496,4.37115,259.4,-19.0,-7.1,16.4,-4.324368764442952,-10.895878511869263,-1.0999892302478707
4.700000000000003,22.7665,4.46275,259.4,-19.2,-6.5,16.3,-4.4378035563155365,-11.299961805126085,-0.9999884502900165
4.799999999999997,23.2439,4.50625,259.3,-16.8,-4.9,16.2,-4.571729552413371,-11.761711588548728,-0.8999875207103094
4.8999999999999915,23.6884,4.55713,259.4,-13.8,-3.7,16.1,-4.696077400369274,-12.191712718020206,-0.7999866243099649
5.0,24.1658,4.602,259.3,-11.9,-3.8,16.1,-4.824965843037955,-12.654272199980143,-0.7999856268028787
5.099999999999994,24.6176,4.70563,259.5,-12.8,-4.0,16.2,-4.948143168196253,-13.091740752382364,-0.8999846483592
5.200000000000003,25.1003,4.82344,259.9,-14.1,-4.4,16.3,-5.088295492802403,-13.557368620390683,-0.9999835680092009
5.299999999999997,25.5447,5.00785,260.2,-14.9,-5.3,16.5,-5.20602930911542,-13.98820285402791,-1.1999825431939874
5.3999999999999915,26.0098,5.18702,260.4,-14.9,-6.0,16.7,-5.323942235825093,-14.439987133265884,-1.3999814388580831
5.5,26.4595,5.28183,260.3,-16.2,-6.2,16.9,-5.443330653527414,-14.875856089585866,-1.5999803377348343
5.599999999999994,26.9198,5.28421,260.3,-17.6,-5.7,17.1,-5.581675619760208,-15.318686180284988,-1.7999791709103325
5.700000000000003,27.3832,5.36752,260.0,-16.8,-5.0,17.4,-5.710894006548449,-15.76642518118728,-2.099977965839982
5.799999999999997,27.8773,5.41051,259.7,-16.2,-4.9,17.7,-5.846012798753372,-16.244240389267578,-2.3999766443046138
5.8999999999999915,28.3522,5.45462,259.6,-16.5,-4.9,17.9,-5.971822088517444,-16.70430524164836,-2.5999753415262052
6.0,28.8573,5.43189,259.3,-16.6,-5.2,18.1,-6.099002400655026,-17.19487205031062,-2.7999739172242357
