time,distance(meters),speed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),height_above_takeoff(meters),North,East,Down
0.0,36.1284,4.89802,268.0,-15.8,-15.0,12.9,0.0,0.0,0.0
0.10000000000002274,36.6399,4.99664,267.3,-14.7,-13.4,12.7,-0.13964133602258416,-0.49318528366601977,0.2000000200470408
0.20000000000004547,37.141,5.03698,266.9,-14.7,-11.9,12.6,-0.28354690265408244,-0.9745142272497839,0.30000008089568386
0.3000000000000682,37.6246,5.07915,266.3,-14.4,-11.1,12.4,-0.4279877246590299,-1.4377130864966132,0.5000001757283311
0.40000000000009095,38.1386,5.05831,265.7,-13.2,-10.2,12.3,-0.5862933246190443,-1.9286874624314336,0.600000317556263
0.5,38.6318,5.05568,265.1,-12.6,-9.8,12.2,-0.7594873295374476,-2.394391253015357,0.7000004943533781
0.6000000000000227,39.1271,5.00224,264.5,-11.5,-8.9,12.0,-0.9160887492046573,-2.866338182396148,0.9000007083567836
0.7000000000000455,39.5909,4.94716,264.1,-10.9,-8.8,11.9,-1.0594018255774496,-3.30921135086842,1.000000946471614
0.8000000000000682,40.0694,4.88558,263.7,-11.2,-9.7,11.8,-1.2017584209214633,-3.767419478929524,1.100001224296542
0.900000000000091,40.5119,4.7315,263.2,-11.3,-10.0,11.8,-1.3271714170841098,-4.192857597846897,1.1000015148752929
1.0,41.0006,4.67709,262.6,-10.2,-9.3,11.7,-1.4769924085289619,-4.659714546663114,1.2000018719624885
1.1000000000000227,41.462,4.64071,262.3,-9.4,-9.0,11.7,-1.620004174026427,-5.100048522543113,1.2000022432027107
1.2000000000000455,41.942,4.5663,262.4,-9.6,-9.6,11.6,-1.7703004566017884,-5.55779463043139,1.300002664971668
1.3000000000000682,42.3702,4.52888,262.6,-10.0,-10.6,11.6,-1.909510989378242,-5.964678864364941,1.3000030716183284
1.400000000000091,42.8114,4.46675,262.4,-9.0,-10.6,11.6,-2.0622872462500803,-6.38146059122755,1.3000035222861646
1.5,43.2377,4.44387,262.2,-7.6,-9.8,11.6,-2.2140882701838045,-6.7830219154935465,1.3000039880900047
1.6000000000000227,43.6932,4.41182,262.3,-6.1,-8.6,11.7,-2.3799354109054462,-7.211133177404183,1.200004518816067
1.7000000000000455,44.1114,4.40285,262.2,-5.2,-8.5,11.8,-2.538942275770525,-7.602266432013689,1.1000050318548615
1.8000000000000682,44.5684,4.40417,262.4,-5.6,-9.1,11.9,-2.7144549501321835,-8.029182573641215,1.0000056287196935
1.900000000000091,44.9524,4.47199,262.9,-6.8,-10.0,12.1,-2.875022943009599,-8.384231509631274,0.8000061536267038
2.0,45.341,4.41821,263.6,-8.6,-11.9,12.4,-3.046364688334377,-8.741071497687685,0.5000067132816086
2.1000000000000227,45.7047,4.52023,264.2,-10.5,-13.6,12.6,-3.213367746043179,-9.073083719867187,0.30000725869004463
2.2000000000000455,46.0807,4.51953,264.1,-10.4,-13.3,12.9,-3.4060691006979478,-9.4107856503864,7.847331069621433e-06
2.300000000000068,46.4311,4.53479,263.9,-9.9,-12.1,13.2,-3.587157369863862,-9.724782586250408,-0.2999915815174421
2.400000000000091,46.7878,4.49536,263.6,-9.4,-11.6,13.5,-3.783181750335805,-10.040982829238997,-0.5999909780640134
2.5,47.1252,4.44076,263.4,-9.3,-11.6,13.7,-3.964918685550524,-10.34086280378816,-0.7999903893137772
2.6000000000000227,47.4787,4.3195,263.4,-9.9,-11.7,14.0,-4.145940507412558,-10.65754042359335,-1.0999897531067284
2.7000000000000455,47.8086,4.19337,263.4,-12.2,-11.5,14.3,-4.319947973340702,-10.95144090973006,-1.3999891396569597
2.800000000000068,48.1516,4.12291,263.5,-15.6,-10.1,14.5,-4.502040331404222,-11.256529374483733,-1.5999884833330476
2.900000000000091,48.4783,4.03146,263.6,-18.6,-9.1,14.7,-4.670723725250648,-11.548310497913256,-1.79998783868495
3.0,48.8267,3.93201,263.9,-22.2,-9.4,14.9,-4.824326495906363,-11.867053841729765,-1.9999871405957774
3.1000000000000227,49.1612,3.69662,264.2,-27.3,-11.9,15.1,-4.988974611461175,-12.167980246249776,-2.199986447776812
