time,distance(meters),speed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),height_above_takeoff(meters),North,East,Down
0.0,0.396558,0.150453,247.0,-1.7,0.0,4.7,0.0,0.0,0.0
0.10000000000000142,0.405568,0.203275,247.0,-1.1,0.8,4.7,-0.023398050444789348,-0.000903304798432425,8.200080614528815e-10
0.20000000000000284,0.409529,0.299738,247.0,-1.9,1.2,4.5,-0.03588226478630058,5.150088869659841e-05,0.20000000114646177
0.29999999999999716,0.416769,0.284159,246.9,-4.1,1.0,4.5,-0.048388420740598265,-0.0022315776913412466,0.2000000001940352
0.3999999999999986,0.430302,0.278688,247.0,-7.4,-0.2,4.4,-0.06191069597786919,-0.010755386310318082,0.3000000014738573
0.5,0.452901,0.319964,247.1,-8.8,0.3,4.4,-0.07361428907386908,-0.030201593959021222,0.30000000394582393
0.6000000000000014,0.484514,0.399484,247.0,-8.9,1.8,4.4,-0.0912122771099782,-0.056768142638377816,0.3000000052785792
0.7000000000000028,0.526774,0.494355,247.0,-9.7,1.0,4.4,-0.11396379085158262,-0.09263353552375819,0.3000000087554131
0.7999999999999972,0.576564,0.602298,246.9,-10.3,-0.4,4.4,-0.14007856049329329,-0.1352157706829682,0.30000001398731335
0.8999999999999986,0.636646,0.700945,246.8,-10.3,-1.1,4.4,-0.17952490260894796,-0.1822398330113627,0.300000018886978
1.0,0.70704,0.808438,246.7,-10.1,-0.2,4.4,-0.21677932952871412,-0.24213196515688018,0.3000000266542333
1.1000000000000014,0.791234,0.903585,246.6,-9.8,0.6,4.5,-0.26012259998456744,-0.31443135581234505,0.2000000368504633
1.2000000000000028,0.881478,1.0003,246.6,-9.8,1.1,4.5,-0.30561613373264673,-0.3924646925933978,0.20000004828614681
1.2999999999999972,0.988439,1.08196,246.6,-9.8,0.9,4.5,-0.3662032425909518,-0.4811097481927049,0.2000000644232376
1.3999999999999986,1.09958,1.17167,246.7,-10.0,0.5,4.5,-0.42147501629733974,-0.5776353335744858,0.20000008212147424
1.5,1.22674,1.23842,246.8,-9.3,1.5,4.5,-0.48413554829503047,-0.6884140205874211,0.20000010531973977
