time(millisecond),latitude,longitude,altitude_above_seaLevel(meters),North,East,Down, xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), roll(degrees), pitch(degrees), compass_heading(degrees)
72000,32.8255398363387,34.9555411753105,9.6942341,-15.87387103043612,-39.176642467293725,0.5001426547163188,-1.2,-2.9,0.0,-2.6,-10.4,245.5
72100,32.8255387651352,34.9555381067763,9.6942341,-15.992667980526612,-39.463970803320976,0.5001447416622948,-1.2,-3.0,0.0,-2.9,-9.8,245.3
72200,32.8255376305397,34.9555347631029,9.7942341,-16.118495344886604,-39.77706297144942,0.4001470234499367,-1.2,-3.0,0.1,-3.1,-10.7,245.4
72300,32.8255366045939,34.955531531206,9.7942341,-16.232273069317834,-40.07968807456455,0.400149225626401,-1.2,-3.0,0.0,-3.7,-10.3,245.4
72400,32.825535537429,34.9555282413615,9.7942341,-16.350622023917268,-40.38773923342254,0.4001514906635828,-1.2,-3.0,0.0,-3.6,-9.7,245.4
72500,32.8255345477389,34.9555251557,9.7942341,-16.460378973864636,-40.67667131174976,0.4001536281961897,-1.2,-2.9,0.0,-4.3,-9.8,245.5
72600,32.8255335191225,34.955521962666,9.8942341,-16.57445312251782,-40.97565808468126,0.3001558551454204,-1.2,-2.9,0.0,-4.8,-10.2,245.5
72700,32.8255324973194,34.95551875854,9.8942341,-16.68777139186188,-41.275682837444485,0.3001581046478039,-1.3,-2.9,-0.1,-4.3,-10.7,245.5
72800,32.8255313001786,34.9555154637204,9.9942341,-16.82053510057792,-41.58420060203122,0.2001604784914095,-1.3,-2.9,0.0,-3.7,-10.9,245.2
72900,32.825530169361,34.9555123727983,9.9942341,-16.945943274283923,-41.87362536858389,0.20016272177634953,-1.3,-2.9,-0.1,-3.1,-10.9,245.2
73000,32.82552900617,34.9555091672042,10.0942341,-17.074941922460432,-42.17378835125821,0.10016506308514206,-1.3,-3.0,0.0,-1.8,-9.6,245.2
73100,32.8255278833904,34.9555061107815,10.0942341,-17.1994586667738,-42.45998271853681,0.10016731571546433,-1.3,-3.0,0.0,-1.7,-9.4,245.3
73200,32.8255266483525,34.9555030572949,10.1942341,-17.33642529694669,-42.74590289515789,0.00016961501179491023,-1.3,-3.0,0.1,-2.4,-10.0,245.3
73300,32.8255255079075,34.9554999660058,10.1942341,-17.462901133173556,-43.035362069548206,0.0001719253861178771,-1.3,-3.0,0.1,-2.8,-9.5,245.3
