time,distance(meters),speed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),height_above_takeoff(meters),North,East,Down
0.0,117.194,0.592833,247.0,3.8,1.2,18.8,0.0,0.0,0.0
0.10000000000002274,117.121,0.915804,246.9,10.7,0.1,18.7,0.03997992407992133,0.06201217297923148,0.10000000034967448
0.20000000000004547,117.022,1.23577,246.8,15.2,-0.4,18.7,0.0892642081261807,0.14814187327589437,0.10000000146727941
0.30000000000001137,116.892,1.61272,247.0,15.8,0.3,18.7,0.1545104195413477,0.26129115782699774,0.10000000699590009
0.4000000000000341,116.755,2.08267,246.9,13.7,0.0,18.7,0.22213761616274208,0.380702760601603,0.10000001447859953
0.5,116.593,2.42535,246.6,11.6,-0.5,18.6,0.30439175534886276,0.5216124130398649,0.20000002992132812
0.6000000000000227,116.396,2.78071,246.5,19.8,-1.1,18.4,0.3964703786346682,0.6955595567375992,0.40000005081450457
0.7000000000000455,116.127,3.10351,246.0,26.9,-2.0,18.2,0.5110471039505851,0.9391099836472625,0.6000000893651669
0.8000000000000114,115.828,3.26822,246.1,16.7,1.4,18.1,0.6384881467314446,1.2108331716089773,0.7000001475515094
0.9000000000000341,115.473,3.39422,245.7,5.0,0.8,18.0,0.7889011797250269,1.532043873036823,0.8000002322516203
1.0,115.14,3.59102,246.1,1.2,0.1,17.9,0.9269758081008501,1.8356284354610286,0.9000003325057266
1.1000000000000227,114.788,3.62667,246.7,0.7,-0.1,18.0,1.0738751859375335,2.1560067394721747,0.800000454708178
1.2000000000000455,114.449,3.52852,249.1,0.0,0.0,18.1,1.2137645075754682,2.465830756313021,0.7000005917389703
1.3000000000000114,114.056,3.57092,250.3,-0.4,0.6,18.1,1.3520645740147654,2.8358492859077824,0.7000007743733653
1.400000000000034,113.699,3.65568,250.1,0.0,0.4,18.2,1.4895845043606664,3.1671637234251326,0.6000009595076747
1.5,113.315,3.68894,250.1,1.3,0.0,18.1,1.6460772258461434,3.5184105135253336,0.7000011839081832
1.6000000000000227,112.941,3.76949,250.1,1.8,0.1,18.0,1.797235830722801,3.8611191652937906,0.8000014217282896
1.7000000000000455,112.501,3.93252,249.9,1.5,0.3,18.0,1.986686901245621,4.258775798507946,0.8000017317768655
1.8000000000000114,112.109,4.22737,249.8,1.2,0.2,18.1,2.1428618756013647,4.619400864725627,0.7000020328470249
1.900000000000034,111.703,4.30229,249.8,1.4,0.3,18.2,2.3025101185774606,4.993757193561706,0.6000023699979787
2.0,111.314,4.20007,249.9,0.9,0.1,18.4,2.4555644349642165,5.352175264737488,0.4000027195125406
2.1000000000000227,110.904,4.08896,249.7,1.0,0.0,18.6,2.629955274553919,5.723568534671177,0.20000311022205608
2.2000000000000455,110.507,4.12156,248.7,2.4,0.0,18.7,2.789964768414695,6.0879662770773155,0.10000351443314681
2.3000000000000114,110.084,4.27128,246.9,3.3,-0.1,18.7,2.9570045483008425,6.4780317426961815,0.10000397437976138
2.400000000000034,109.672,4.36497,246.4,4.8,-0.8,18.6,3.118086012921869,6.858757082053899,0.20000444977091414
2.5,109.215,4.48291,246.9,6.0,0.5,18.5,3.290959804169102,7.282967262351492,0.30000500634936733
2.6000000000000227,108.744,4.68643,246.8,5.2,0.4,18.4,3.4606666660572323,7.725101368109281,0.40000561708651006
2.7000000000000455,108.256,4.72327,247.0,4.4,0.4,18.4,3.652155091784233,8.175766049205812,0.4000062850881554
2.8000000000000114,107.79,4.78689,247.8,3.4,0.0,18.5,3.835509478320211,8.60529173493699,0.3000069558228986
2.900000000000034,107.315,4.81106,247.7,3.8,-0.6,18.6,4.027639475248293,9.040354205240362,0.2000076787846412
3.0,106.872,5.01065,247.2,3.9,0.0,18.6,4.216466632094432,9.441981913826512,0.20000838144990296
3.1000000000000227,106.387,5.25351,246.2,3.5,0.2,18.5,4.408660115966049,9.888995905909361,0.3000091887049934
3.2000000000000455,105.919,5.30791,245.9,4.0,-1.3,18.3,4.5925460511091245,10.320201210587523,0.5000100016390789
3.3000000000000114,105.406,5.20116,246.2,3.7,-0.5,18.1,4.80044137057436,10.790263301802817,0.700010932132425
3.400000000000034,104.898,5.16746,246.2,2.9,1.4,17.9,5.017941566604982,11.250305651247235,0.9000118944107895
3.5,104.383,5.21767,246.2,2.5,0.2,17.9,5.2245078796494795,11.723376975000654,0.9000129115982669
3.6000000000000227,103.887,5.36367,246.1,2.2,0.0,17.8,5.423763521547861,12.17918093184278,1.000013931226023
3.7000000000000455,103.35,5.51245,246.0,1.9,0.2,17.9,5.643410993629754,12.66971049082599,0.9000150774310951
3.8000000000000114,102.83,5.69767,245.9,2.1,-0.1,18.0,5.855901055046333,13.145172326495688,0.8000162302763849
3.900000000000034,102.25,5.62224,245.8,2.1,0.1,18.2,6.081469461787758,13.682111887377456,0.6000175708968256
4.0,101.697,5.46044,245.7,1.8,-0.8,18.4,6.297051559060783,14.193146889427258,0.4000188974695673
4.100000000000023,101.132,5.38358,245.7,1.4,-1.0,18.5,6.526581507495707,14.710398149154745,0.3000202979957609
4.2000000000000455,100.595,5.44478,244.6,1.3,0.1,18.6,6.744741024376752,15.201836489999996,0.20002167919778513
4.300000000000011,100.036,5.55242,243.2,1.7,0.8,18.6,6.972719228518826,15.713825625443047,0.200023163846347
4.400000000000034,99.5087,5.52561,242.8,2.0,0.2,18.5,7.187558476707196,16.196396924820228,0.3000246081376634
4.5,98.9482,5.53066,242.9,2.5,0.9,18.4,7.4227113653622006,16.706216830711856,0.4000261933622178
