,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0.674973,-4.390411735,15.8882041,-55.30057905,-2.26199548,-1.312644541,14.11095476,-19.05907178,-4.299997985,-0.567627668
0.683306,-4.555119157,15.84549928,-55.29593658,-3.269589275,-1.897944622,12.62921119,-20.75973225,-5.462334217,-0.173686758
0.691639,-4.682217479,15.85632778,-55.30662158,-3.036948264,-0.08448191,15.99162507,-15.62211204,0.970594123,-1.434269473
0.699972,-4.808454156,15.8538909,-55.32320405,-3.039311312,-3.00597626,16.19217968,-15.45320058,-0.449421465,-2.237688831
0.708305,-4.932941198,15.89599729,-55.33723638,-2.226915586,0.744457513,17.29976225,-15.1870234,4.746504903,-1.495385353
0.716638,-5.112951398,15.91009235,-55.3578472,-3.965961337,-1.071995303,17.86470556,-21.79972529,1.57581412,-2.508108288
0.724971,-5.25905323,16.03094101,-55.37807463,-3.070730865,-1.599586338,17.01947904,-17.56482697,14.22353029,-1.310081959
0.733304,-5.415261269,16.050277,-55.404068,-1.893379152,-0.290469125,14.20153832,-18.73541379,2.272409201,-3.075348556
0.741637,-5.580353618,16.18546152,-55.43691443,-2.785551548,-1.42277033,11.44860721,-19.43549204,16.08031345,-2.514316782
0.74997,-5.703675509,16.24194145,-55.46703913,-1.813189179,-1.996239573,14.87191772,-14.64013887,6.763702513,-3.073222011
0.758303,-5.829820275,16.32482219,-55.4925289,-3.125862479,-0.829325248,17.47833872,-15.00569988,9.761875392,-2.233965263
0.766636,-5.978488565,16.40419984,-55.52064133,-0.517461181,-0.248994812,14.74366498,-17.71978045,9.482687832,-2.543075129
0.774969,-6.132808805,16.41066146,-55.53086093,-3.18009609,-2.37848258,16.88929796,-18.90160584,0.467645675,-1.397942085
0.783302,-6.281015754,16.49683666,-55.55846598,-2.228154332,-0.636619337,17.60623968,-17.67177081,10.29892802,-2.332570966
0.791635,-6.462075949,16.52253008,-55.57430458,-1.302779943,-0.203090847,13.178473,-21.9259038,2.840952367,-1.791534137
0.799968,-6.627173781,16.51377678,-55.59023665,-2.940536559,-2.32279253,12.33587355,-20.09357023,-1.158727348,-2.219528735
0.808301,-6.736395001,16.59154868,-55.616148,-4.725942374,-0.563312307,15.95626188,-12.96531272,9.189965963,-2.198700598
0.816634,-6.840310931,16.55802679,-55.63272475,0.7504569,-0.985517085,14.98510897,-12.72647953,-4.101304367,-2.643924415
0.824967,-6.946316004,16.5495069,-55.63791273,-4.68750459,-0.246356137,18.43307018,-13.26528275,-1.372247487,-1.045265848
0.8333,-7.08000958,16.55395746,-55.6542263,-2.111867517,0.080724485,17.54969049,-16.3065505,0.430918187,-2.081025928
0.841633,-7.195379853,16.52250171,-55.6552677,-2.58343637,-0.976551011,14.32715583,-14.55827284,-4.158929825,-0.920191646
0.849966,-7.285879374,16.47769379,-55.65628435,-1.16521769,-0.875151733,12.96392799,-11.6346339,-5.652953267,-1.053612806
0.858299,-7.344238043,16.43354583,-55.64710048,-3.649654567,-0.951755196,13.99402905,-8.055683971,-5.807612479,-0.028191671
0.866632,-7.342066407,16.38923598,-55.6375389,-1.49983272,0.092276682,16.44103551,-0.866645318,-5.751750708,0.165109247
0.874965,-7.334341645,16.26846552,-55.61968995,-1.242467926,-0.535548149,15.81196785,-0.412892134,-15.05712581,-0.212428346
0.883298,-7.327257872,16.12213326,-55.59635545,-2.839660942,0.534453817,17.87392831,-0.738304258,-18.0927968,0.187605381
0.891631,-7.314736009,16.00459457,-55.57421878,-2.144891963,-1.831744462,16.11251903,0.019687772,-14.74706888,0.403728292
0.899964,-7.288316608,15.85189056,-55.55324938,-1.115278976,-0.479282685,13.44273019,1.663116627,-18.81836128,-0.154937342
0.908297,-7.272904396,15.6578207,-55.5281391,-2.812948227,-1.265901718,14.40439367,0.271540083,-23.89915371,-0.407484129
0.91663,-7.247413397,15.47999859,-55.50037575,-2.255737811,-3.533286572,14.34593201,1.37309324,-21.9014659,0.192219019
0.924963,-7.188085556,15.26764393,-55.45871545,-2.844714403,0.014190309,15.01718641,5.04084304,-26.31744719,1.242835263
0.933296,-7.148322225,15.03563929,-55.41931723,-1.03051728,-0.363351144,16.30550313,2.75523901,-28.52221298,0.766541928
0.941629,-7.134464741,14.80938291,-55.37595178,-4.070193589,-2.508326645,18.5197506,-0.431455612,-27.99976253,1.281295518
0.949962,-7.156486154,14.6088357,-55.33805275,-2.131224495,-0.971211845,16.14669621,-4.574400343,-24.75092602,1.062792652
0.958295,-7.208221674,14.34515452,-55.3053875,-1.549855173,-1.084755629,12.01160908,-7.952075807,-32.30100918,-0.519396584
0.966628,-7.241319657,14.08381462,-55.26865195,-2.796198666,-2.742152274,12.63700819,-5.824695051,-31.97124243,-0.044338346
0.974961,-7.245943427,13.86133885,-55.24199678,-3.769410551,-1.228638068,16.13110471,-2.06468153,-27.30280066,-0.684351958
0.983294,-7.258992553,13.61145544,-55.20503235,-2.512005861,0.733875253,16.71612883,-3.397183924,-30.61514044,0.153330084
0.991627,-7.293210388,13.34748578,-55.1607895,-3.206922949,-1.232932345,17.45374537,-6.069975079,-32.51622629,0.792700425
0.99996,-7.329531431,13.15603685,-55.1282959,-4.134672582,-0.406611715,16.87502146,-6.038040519,-23.59074879,0.467908293
1.008293,-7.361460805,12.90433741,-55.0902653,-0.210831016,-1.098801956,13.67607331,-5.571267866,-30.95768547,0.158792416
1.016626,-7.373024821,12.69763804,-55.06633185,-4.564384639,-0.506911412,15.80650664,-2.817048431,-25.27783203,-0.788361821
1.024959,-7.394415021,12.51882816,-55.0446167,-3.107650459,-1.506797951,14.62485266,-3.855907798,-22.0503993,-0.548737291
1.033292,-7.38914752,12.32443619,-55.02867698,-3.426777721,-1.36189273,13.63312268,-0.592425602,-23.70241833,-1.482837681
1.041625,-7.366341949,12.13649321,-55.00880813,-2.167719029,0.071654223,16.42245007,1.532907128,-23.1136303,-0.891894445
1.049958,-7.361669421,12.02649594,-55.0027847,-4.059104681,-0.871252265,18.00298405,-0.408047408,-13.51702237,-1.313850272
1.058291,-7.363999486,11.88866711,-54.98337175,-1.518819273,-0.356822625,15.08541513,-1.486298368,-17.14229846,-0.172348626
1.066624,-7.360731006,11.75463557,-54.96339228,-2.271639556,-1.505380988,12.91893339,-0.897138607,-16.59417558,-0.034729718
1.074957,-7.306995034,11.66437436,-54.94452668,-5.432753682,-0.522213839,15.0800643,5.248373866,-11.47233939,0.504011439
1.08329,-7.214683652,11.5746572,-54.92161178,-1.438691497,-1.350971341,13.73517752,9.733654381,-11.36923289,1.000380092
1.091623,-7.125912905,11.47648287,-54.8950901,-3.762836218,-0.04469182,17.40546441,9.295437364,-12.52611256,1.309339196
1.099956,-7.067642093,11.40104675,-54.87644198,-2.586382866,-0.111703336,18.54198814,5.760111273,-9.601811528,0.725379572
1.108289,-6.999351144,11.36520505,-54.8561325,-3.447161377,-1.474519134,14.20430923,6.972614349,-5.0095267,1.527834833
1.116622,-6.933212876,11.29459667,-54.8282261,-1.486182705,-1.51116097,11.45272017,6.506695748,-9.164166451,1.912195593
1.124955,-6.873118878,11.29560041,-54.80297853,-5.259984136,-3.015247345,13.05365705,5.862752795,-0.6844253,2.648985982
1.133288,-6.783368111,11.32739854,-54.7716389,-3.032950402,-0.260057554,14.42509723,9.27481085,2.995498896,3.748986527
1.141621,-6.73170948,11.34130001,-54.73934173,-2.803297311,-1.201773435,15.01031399,4.691164375,0.759187103,3.656192065
1.149954,-6.720921874,11.43963933,-54.70012283,-5.93358624,-1.595973015,15.65362883,-0.391078349,10.81976855,5.617190063
1.158287,-6.710566044,11.57995844,-54.67436598,-1.946061462,-1.141478688,13.28275156,-0.103046045,15.92584658,4.583354712
1.16662,-6.731430292,11.70957589,-54.64975165,-3.017500222,-1.666239262,12.0367353,-3.868784651,14.74106669,4.365050912
1.174953,-6.761439681,11.9171803,-54.65084648,-3.073642373,-1.272795573,9.726389528,-4.30466032,24.31302548,2.40288575
1.183286,-6.82690239,12.05063224,-54.65481948,-2.740445211,-1.561448455,10.70139527,-8.517071485,15.60033822,1.088457883
1.191619,-6.903446436,12.22200036,-54.6770687,-2.165530205,-1.453780919,11.25775301,-9.354054212,20.27081346,-0.532914132
1.199952,-7.015276551,12.4497931,-54.7061043,-2.953380764,-1.740817726,7.941764592,-13.45696879,27.17183447,-0.377493024
1.208285,-7.163327575,12.5967443,-54.74920463,-0.733928908,-1.471722812,8.893980026,-17.36359263,17.6738708,-3.221759975
1.216618,-7.285881996,12.7743938,-54.78040883,-3.011210502,-1.08016095,9.450830101,-14.65615416,21.22281504,-1.23800052
1.224951,-7.442945957,13.00890374,-54.83835983,-1.311723151,-0.666000843,7.369015277,-18.0205288,28.33265352,-3.500252396
1.233284,-7.612276912,13.12891531,-54.87462808,-1.868081331,-0.723602489,7.457989574,-20.11686659,14.45587516,-2.615534842
1.241617,-7.784626603,13.41005326,-54.9433918,-2.532813623,-1.926227391,7.084473372,-19.50649214,34.04794407,-3.832073776
1.24995,-7.937425971,13.58019924,-54.99121855,-3.419599332,0.29088582,6.692340136,-17.76860285,20.59932423,-3.032896846
1.258283,-8.10828054,13.88763952,-55.0678425,-0.736477405,-0.926104773,7.298342347,-19.03338385,37.32440281,-4.079440937
1.266616,-8.27556324,14.09865451,-55.1236477,-2.780206214,-1.522657201,4.27459132,-19.25688887,25.59704685,-3.10167867
1.274949,-8.45243454,14.4272101,-55.19927023,-3.403607607,-0.212451913,6.884052337,-19.67565203,39.82700253,-3.353014737
1.283282,-8.630093098,14.79085016,-55.2761574,-1.126966059,-1.012974992,3.742370248,-19.8176496,44.08868694,-2.635209412
1.291615,-8.809232712,14.99649787,-55.30762673,-1.475075841,-0.541613162,5.114291824,-21.18696833,24.47970987,-0.248066843
1.299948,-8.983840466,15.53507996,-55.4168415,-2.180678927,-0.080033708,3.313685179,-18.3419919,65.40258885,-2.780773023
1.308281,-9.126065016,15.66937495,-55.44254303,-1.114214901,-0.370685246,3.858881206,-16.88564468,15.92507994,-0.766329944
1.316614,-9.247926235,16.1764698,-55.56077768,-1.837395683,-0.510624916,4.60911724,-11.57294035,61.83860493,-4.064566168
1.324947,-9.380451918,16.43343902,-55.61623,-0.592058018,0.700441852,4.326358676,-14.69769693,31.00869036,-1.668132037
1.33328,-9.48780632,16.80301046,-55.7092495,-2.748848315,-0.487610627,3.954817101,-10.52991855,45.09188175,-3.585433543
1.341613,-9.559169054,17.105088,-55.7644577,1.605375312,-0.022716407,3.217336118,-7.291699529,36.33770561,-0.628302306
1.349946,-9.641515016,17.46429872,-55.84008218,-2.401558608,-0.558966026,4.446162148,-8.011340618,43.52554417,-1.647335187
1.358279,-9.705469369,17.75738144,-55.88563155,0.057774901,-0.259052564,3.826676279,-6.703492285,35.09175396,0.393809438
1.366612,-9.77411437,18.01052332,-55.93774988,-1.190153271,-0.628719256,3.43337208,-7.133852601,30.5137477,-0.969425973
1.374945,-9.841435194,18.24679709,-55.98296928,0.495143935,-0.51424364,2.705953866,-7.087559283,28.36519861,-0.644032031
1.383278,-9.905135395,18.45219898,-56.02758218,-0.255825117,-0.873075315,1.499841928,-6.753619194,24.72843265,-1.034578532
1.391611,-9.947129011,18.61853171,-56.06596755,0.045380846,-0.007488895,4.47170794,-4.297327456,19.95647908,-1.260249764
1.399944,-9.993256329,18.76613951,-56.09448435,-0.68736887,-0.153180998,4.366548546,-5.20280993,17.57217049,-0.372456283
1.408277,-10.05282354,18.85634995,-56.12475585,-0.076227802,-0.791993067,3.534827799,-6.717935801,10.80731273,-1.905971468
1.41661,-10.09189391,18.93952513,-56.13803863,-1.297462642,-0.458325468,1.769144476,-4.921362877,9.65513003,0.012557238
1.424943,-10.12040186,18.95997286,-56.16223338,0.4816866,-0.728458665,1.665279121,-3.21835193,2.445570451,-2.680136085
1.433276,-10.12586141,18.97153998,-56.16199875,-1.584701687,-0.383334167,2.488185942,-1.412557913,0.931615353,0.018685281
1.441609,-10.13978482,18.93870687,-56.1808262,1.086803019,-0.215133146,2.815912634,-1.661179364,-3.963802695,-3.200543881
1.449942,-10.14078999,18.88800144,-56.17082403,-1.502404932,-0.081543747,3.247480214,-1.277449012,-6.624616504,-0.207952887
1.458275,-10.14329982,18.80942488,-56.18112565,0.931847744,-0.439042762,3.196303606,-0.604678363,-9.533119322,-3.206309557
1.466608,-10.12758422,18.71218777,-56.16811178,-1.742909676,-0.600181714,2.714214385,0.581302401,-12.18189907,-0.853143482
1.474941,-10.12260175,18.59038067,-56.17318728,0.866468176,-0.472859316,2.793099761,0.121174689,-14.74824488,-3.522588312
1.483274,-10.10626912,18.44525719,-56.16472245,-2.004394785,-0.986597233,2.384061948,0.817084648,-17.73706079,-2.415022372
1.491607,-10.10556913,18.27968216,-56.16609573,1.26089824,0.138431817,3.062215388,-0.499887318,-20.0011878,-4.013815612
1.49994,-10.09575772,18.09480143,-56.16272163,-2.236775756,-1.357773945,2.621255755,0.188318968,-22.34431982,-3.779928684
1.508273,-10.08247423,17.8892417,-56.15307425,1.183020502,0.498627868,3.659247696,0.622836091,-24.94356776,-3.601821046
1.516606,-10.08398104,17.68616009,-56.1420841,-2.678469777,-1.778718052,2.237122268,-1.437628746,-24.64146566,-3.342720151
1.524939,-10.08313203,17.47850657,-56.11906243,-0.073177278,-0.228375085,1.772489593,-1.333183242,-25.46193791,-2.131428868
1.533272,-10.07988644,17.27491427,-56.0953312,-1.57799191,-0.443971574,3.065825761,-1.325534172,-24.9579916,-1.902279899
1.541605,-10.07188821,17.08235216,-56.05370143,-1.0622679,-0.598402225,3.40161115,-1.120751241,-24.05559397,0.29212445
1.549938,-10.07511473,16.89159942,-56.0348568,-2.057967901,-0.74015153,2.668543518,-1.9164837,-23.34933424,-2.18072015
1.558271,-10.06018758,16.73798919,-55.99958803,-1.131125459,0.151088918,2.562849671,-0.034390308,-19.32233143,0.406059146
1.566604,-10.04174256,16.56243014,-55.99250603,-1.347211495,-1.593726963,3.547067523,1.120524034,-21.32516718,-3.186720372
1.574937,-10.03563523,16.45807123,-55.96261978,-2.610154182,-0.243136906,3.561704159,-0.895025343,-13.38962913,0.836025358
1.58327,-10.03897739,16.31605268,-55.96281623,0.635359049,0.055812597,4.028481484,-1.235448621,-17.21695853,-3.314095467
1.591603,-10.04015684,16.24825001,-55.93785285,-3.872039378,-0.748585597,4.399404615,-1.621925458,-8.972087383,1.038531989
1.599936,-10.06100178,16.15992403,-55.93985943,0.343677431,-0.911027819,3.309860379,-3.222584784,-10.84546828,-2.378115475
1.608269,-10.07411337,16.14211107,-55.92565153,-3.17647253,0.611204047,4.077222705,-2.722566079,-2.845373333,0.855611652
1.616602,-10.1031065,16.09339452,-55.92127035,0.30072403,-1.784807235,2.911349207,-4.406464964,-6.296488732,-0.824778676
1.624935,-10.12388849,16.11673284,-55.91219903,-3.906160355,-0.601008087,2.546864331,-3.488895953,2.121204615,1.137435555
1.633268,-10.14878917,16.09722018,-55.91923523,0.824845553,0.44799532,2.596953482,-3.508436441,-2.614438443,-1.511521519
1.641601,-10.16702295,16.15914369,-55.9181385,-4.102238894,-1.396653578,3.023267835,-2.916072078,6.836894573,1.045816839
1.649934,-10.17540979,16.18843389,-55.93797303,1.373325169,-0.45821761,4.093225613,-1.103202038,3.409146531,-1.938232005
1.658267,-10.18856955,16.25303722,-55.94119073,-4.582702413,0.105945848,4.187586129,-2.181654401,7.244183838,0.607637152
1.6666,-10.21212149,16.31794834,-55.95477678,2.433346808,-0.91630207,3.77249986,-3.088090897,7.484662653,-0.451777667
1.674933,-10.23326349,16.39289403,-55.96150018,-4.291689634,-0.42845897,5.959899127,-3.040669322,8.536966086,0.431203008
1.683266,-10.28009224,16.48372817,-55.9645233,1.562431023,-0.076726237,4.103896007,-6.223497913,10.33259177,1.294277787
1.691599,-10.33792877,16.5623014,-55.9660034,-2.945286408,-0.796631873,4.47571516,-7.637573779,8.856631875,1.115999319
1.699932,-10.38059235,16.634866,-55.96230888,1.33632078,-0.977649421,2.723751098,-5.937562883,8.03438282,1.645247519
1.708265,-10.39892816,16.68073034,-55.96595763,-2.558290541,-1.562042713,3.192797482,-2.841441393,5.047090053,0.165980146
1.716598,-10.40094805,16.72242379,-55.95715905,1.494973571,0.292477906,5.383112669,-1.190757632,4.278672755,1.571481675
1.724931,-10.40697336,16.74726439,-55.96739195,-3.320074558,-0.008842334,8.272618294,-1.181486041,2.699129224,-1.041692465
1.733264,-10.44315481,16.76333022,-55.95105933,1.443250716,1.11708507,8.656973182,-5.516240612,1.096731253,1.901066184
1.741597,-10.48839331,16.73733044,-55.95825195,-2.09637636,-2.453301966,2.286895499,-6.031464159,-3.359723598,-1.812194108
1.74993,-10.47435403,16.73830057,-55.9285698,0.754705251,-0.302005977,2.817698419,0.067672953,-0.975614144,3.080626906
1.758263,-10.43395424,16.7142129,-55.93103983,-2.346500874,-0.894832567,6.571983307,4.091423273,-3.230064243,-1.234651446
1.766596,-10.41177702,16.65074373,-55.8887825,-1.329521254,0.110609353,8.102007957,0.61050579,-8.832219481,3.108090521
1.774929,-10.42329025,16.58294678,-55.8909588,0.559622307,-0.518401519,6.69552213,-2.133425683,-8.402955294,-2.142726661
