,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
7.941349,-3.070861339,14.24367833,-58.44296265,-4.17547521,-0.350316051,15.4104414,5.912561298,-18.76680779,-0.605126679
7.949682,-3.05589056,14.11837006,-58.44269565,-2.958370984,-2.766075492,13.95877767,1.113492638,-15.47665906,-1.080866516
7.958015,-3.026784539,14.05713654,-58.4477997,-4.50606817,-2.20516029,14.93485165,2.899989575,-7.761497975,-1.379739791
7.966348,-3.046285629,13.97883558,-58.45602415,-3.57335645,-3.054938436,12.90172267,-2.806401327,-9.791823385,-1.763847709
7.974681,-3.066847742,13.94761062,-58.4655037,-4.797897935,-2.569277823,15.58061314,-2.924403027,-4.142123252,-1.618566782
7.983014,-3.117299438,13.90397191,-58.47793578,-3.866523348,-0.456140988,18.85238838,-6.397795916,-5.608371556,-2.069796741
7.991347,-3.189319014,13.91675162,-58.49035455,-3.557364881,-2.975435078,14.57993054,-9.012673614,1.149589372,-1.68450442
7.99968,-3.299975753,13.89183354,-58.50284578,-3.789322853,-2.609865122,12.53410101,-13.64155412,-3.361029811,-1.944735348
8.008013,-3.426669896,13.92723942,-58.5281906,-1.642200657,-2.260306493,11.87568402,-15.1679368,3.957723439,-3.077509523
8.016346,-3.551997602,13.9190805,-58.54250338,-4.521810472,-2.008886397,16.98452592,-15.34643936,-1.334796384,-2.036652267
8.024679,-3.704937458,13.95924569,-58.56612968,-3.744135172,-1.548620641,17.3464973,-18.38415766,4.52859205,-2.83048293
8.033012,-3.880008281,13.99155927,-58.58607103,-4.706592083,-1.686432838,14.56930781,-21.16635657,3.559384317,-2.354320467
8.041345,-4.054521024,14.03767872,-58.61104395,-2.545430362,-1.847077124,10.73027164,-20.912539,5.267178655,-2.901940107
8.049678,-4.231038153,14.08255124,-58.63806915,-2.367380664,-2.148220316,11.80618954,-21.13487101,5.135444522,-3.037740499
8.058011,-4.415408135,14.12907457,-58.65595053,-4.622721672,-1.60564065,16.30690026,-22.29580021,5.263362765,-1.974147573
8.066344,-4.623406172,14.2156806,-58.68851283,-4.34558028,-3.066695005,16.12789607,-24.77027416,10.19497156,-3.226236627
8.074677,-4.814083457,14.28032089,-58.7118454,-3.938970149,-0.203271128,15.29047346,-22.88254452,7.490886688,-2.402398661
8.08301,-5.019080758,14.37153316,-58.75271608,-2.739564717,-2.066428118,13.16022301,-24.13434315,10.85334802,-4.087868273
8.091343,-5.245931029,14.39762831,-58.79345705,-2.222922593,-2.646868289,13.18686557,-26.69347811,3.083811566,-4.811906338
8.099676,-5.489220619,14.48535442,-58.835001,-4.918502092,-1.124533657,17.05515886,-28.71150923,10.47239196,-4.11185319
8.108009,-5.731881499,14.57034159,-58.88751793,-3.766970992,-1.431791916,14.80558348,-28.23593998,10.28200459,-5.408251405
8.116342,-5.958669305,14.69528413,-58.9461441,-5.307322323,-0.088850193,13.92322922,-26.19602633,15.14473677,-5.536105513
8.124675,-6.18943274,14.78415275,-59.00944138,-1.477949027,-2.948375166,8.600079835,-26.44126177,10.92399329,-6.548585415
8.133008,-6.427310705,14.88883972,-59.07694053,-5.660092235,-0.924313102,14.64717793,-27.22992325,12.88251412,-6.692925215
8.141341,-6.667583108,15.04277492,-59.14845465,-3.17039004,-2.289494723,14.36615753,-27.29697609,18.83616305,-6.457707405
8.149674,-6.907459378,15.14751959,-59.22356225,-4.070817411,-1.405481767,15.21457768,-27.20569563,13.04120469,-7.464692235
8.158007,-7.14270699,15.34593964,-59.3033867,-3.268354744,-1.137629718,12.24887109,-26.38271475,24.30737782,-6.63576293
8.16634,-7.416147352,15.39563012,-59.38836863,-1.44109527,-2.497372121,11.85146928,-30.87007094,6.69115138,-9.281201958
8.174673,-7.693717957,15.5616901,-59.47509385,-5.755153895,-0.462488983,16.90014053,-31.23147106,20.61531019,-7.667394043
8.183006,-7.986273527,15.66110849,-59.5745926,-1.154931303,-2.460203022,13.54080153,-32.65807533,12.91519237,-10.04665828
8.191339,-8.254217506,15.79591393,-59.66975593,-6.18528223,0.023731951,14.52615333,-29.74428082,17.11181784,-8.991838694
8.199672,-8.514183283,15.91499067,-59.78008845,-0.359345973,-1.277586311,7.633127152,-28.33054829,15.52207911,-10.8003459
8.208005,-8.750014067,15.96529412,-59.86206053,-3.429186344,-1.24411574,12.42314172,-26.29042483,6.923182726,-8.774587154
8.216338,-8.969419479,16.09001589,-59.9553032,-4.613650173,-0.472937774,16.67356515,-24.00539923,15.97177649,-8.622027399
8.224671,-9.157402754,16.22817445,-60.04066278,-3.850520432,-1.22462697,12.8311069,-20.40569258,17.46644473,-7.487643719
8.233004,-9.331194639,16.28544879,-60.11748888,-1.794809125,0.143028229,12.62585139,-18.9958303,7.730953097,-7.915894389
8.241337,-9.49985981,16.38181925,-60.1911602,-3.702687442,-0.751034238,13.1099596,-18.46457362,12.34248734,-6.865603805
8.24967,-9.622758389,16.49245334,-60.26169203,-4.383758008,-0.065388501,16.92934752,-13.08365011,13.9663415,-6.084390998
8.258003,-9.741998912,16.58043409,-60.32847785,-1.555491656,-0.615291275,13.14707804,-12.75245047,11.24383497,-6.19195807
8.266336,-9.863880871,16.65003348,-60.39907455,-3.611867011,-1.663532779,9.395284174,-12.92538476,9.139881374,-6.860463977
8.274669,-9.961745739,16.71199608,-60.46679305,-3.584487558,-1.929194302,11.03767777,-10.12112045,8.207000137,-6.772635341
8.283002,-10.02367878,16.78557634,-60.534256,-3.623435259,-2.307656408,14.16404319,-5.841622173,9.571432946,-6.401222587
8.291335,-10.06161761,16.84221792,-60.59727288,-2.960636139,1.623706997,15.37067795,-3.055129155,7.495334148,-6.326409697
8.299668,-10.13311124,16.91305375,-60.67092515,-3.375223339,-1.733344935,13.11497664,-6.752003312,9.382467031,-7.137321592
8.308001,-10.20747137,16.96202254,-60.7365513,-3.053291709,-1.144474447,13.39650035,-7.316265822,6.655270815,-6.758739711
8.316334,-10.26590204,17.01850701,-60.80236815,-3.69208806,-2.011642278,12.28781867,-5.458378673,7.54668498,-6.539193601
8.324667,-10.31160379,17.04669047,-60.8672199,-1.307271496,-0.831105843,11.61013031,-3.883092702,4.19504869,-7.096828103
8.333,-10.3499012,17.11360121,-60.94513133,-5.423056126,0.188217692,11.75005841,-2.630559787,9.036773564,-7.668893457
8.341333,-10.37828231,17.15592742,-61.00487518,-1.242700607,-2.790236473,11.2781117,-1.956056893,5.766977847,-6.195395231
8.349666,-10.36150932,17.18966031,-61.06346513,-5.545635484,-0.336219675,12.89785778,3.30469428,4.72526595,-6.194428221
8.357999,-10.33083844,17.20752144,-61.10302163,-0.004249387,0.144075007,13.65604115,4.439971507,2.461531349,-4.442920746
8.366332,-10.29213619,17.24031592,-61.14520455,-5.731311321,-0.914784078,14.58422542,5.361348153,4.272134423,-4.380847723
8.374665,-10.27989316,17.25996542,-61.17503548,-0.911994889,-0.721246546,14.07072771,1.886161968,2.472157985,-3.31230474
8.382998,-10.27005935,17.27290535,-61.21741293,-4.713126421,-1.531983193,10.41008305,1.89406389,1.928236306,-4.83467117
8.391331,-10.2166028,17.26959515,-61.23872948,-1.888404086,-0.408385053,9.614096642,6.542461871,-0.417576015,-2.838310659
8.399664,-10.1521883,17.26685858,-61.2695961,-3.713808,-3.040338785,9.876142026,8.033499241,-0.158721671,-3.884040415
8.407997,-10.06046152,17.2848382,-61.28925708,-3.09997195,0.49972986,14.8979702,11.06063509,2.059503287,-2.210294664
8.41633,-9.987742186,17.27123213,-61.31555558,-2.719381064,-1.347836495,13.7181921,8.868331313,-1.550795026,-3.58290039
8.424663,-9.926097393,17.26906157,-61.32880783,-4.13908428,-0.516079984,12.30081844,7.232010603,-0.451787174,-1.906125188
8.432996,-9.881655694,17.26927376,-61.3548851,-3.403943658,-2.609941363,10.65198445,5.468578339,0.071050748,-3.260692194
8.441329,-9.827030181,17.29675341,-61.36370468,-3.046675973,-0.97959619,11.05333352,6.215482593,2.964447439,-0.804962337
8.449662,-9.7554183,17.32075453,-61.37352943,-3.955709189,0.155423479,10.39142299,8.166700007,2.557699986,-0.918465771
8.457995,-9.69729209,17.37141752,-61.37290575,-3.370480508,-1.472092577,9.023384331,6.28881073,5.523533821,0.722663999
8.466328,-9.641640902,17.39071035,-61.3748474,-1.635756255,-1.57262411,7.028619409,5.966288924,1.84981525,-0.130066008
8.474661,-9.597682953,17.5028286,-61.39392473,-5.32048446,-1.0228692,6.311133505,5.285280645,13.17250681,-0.285682068
8.482994,-9.552233219,17.57527065,-61.41187095,-1.691870868,-1.868197352,7.993133546,5.342924833,8.443842174,-0.889880225
8.491327,-9.517189026,17.75458098,-61.44148448,-5.815941036,-1.704368412,6.987836659,4.618283868,21.32511759,-0.15468067
8.49966,-9.484584093,17.85130596,-61.46525,0.264729809,-0.07517679,5.83451891,3.995021224,11.42183089,-1.063077003
8.507993,-9.472605228,18.04117584,-61.4762268,-4.61710773,-1.422442809,7.275273085,1.173763037,22.22394419,2.139170557
8.516326,-9.461575985,18.18509579,-61.49639513,-1.043106064,-0.987714336,5.459470809,1.322521091,16.94025659,0.282160483
8.524659,-9.421279192,18.3500309,-61.49820328,-5.595922798,0.212055713,7.455149949,4.19614768,19.10175586,2.650904686
8.532992,-9.381516218,18.56506586,-61.51550675,-0.367980659,-1.450013436,2.676024914,4.694829404,25.30354166,2.000645697
8.541325,-9.359990358,18.71527767,-61.52402115,-3.011686552,-1.817714989,5.210403561,2.203253821,17.48534775,1.58976394
8.549658,-9.31394434,19.00180531,-61.5597706,-3.63541174,-0.368652731,5.871680196,6.156291604,34.11489821,1.279445186
8.557991,-9.284132481,19.14705038,-61.56710053,-0.337526709,-1.124838956,4.356640762,3.187554902,16.87728882,1.623849992
8.566324,-9.288625002,19.46370554,-61.61248208,-5.737387896,-1.294403255,5.975455522,0.466864944,37.86070824,0.72915715
8.574657,-9.292304993,19.67071247,-61.62520028,1.347363256,-1.236959748,0.875538887,-0.563403189,24.28878189,2.243381262
8.58299,-9.301406384,19.95460367,-61.65869713,-6.345842004,-1.196640645,5.962374926,-0.545995996,33.75937414,1.428460687
8.591323,-9.305550337,20.21859646,-61.67507933,1.820489377,-1.424182445,0.351777674,-0.460616313,31.10584641,2.953644097
8.599656,-9.342438936,20.4903903,-61.70181848,-5.18655324,-1.018908374,6.234526188,-4.108353854,32.19632244,1.991799936
8.607989,-9.348792076,20.74880934,-61.7170658,-0.463320613,-0.876433753,-0.600106776,-0.781536237,30.4230485,2.983668328
8.616322,-9.401958943,21.01342487,-61.74523545,-1.611564216,-0.763697237,7.18136388,-5.942863435,31.36705351,1.747430295
8.624655,-9.43730712,21.31415796,-61.76610755,-3.976939037,-1.786020257,0.124130301,-4.048341193,35.5316248,3.215537726
8.632988,-9.448613406,21.50841665,-61.78292655,1.175758436,-0.096413058,2.427158415,-1.337189183,22.82204199,1.693869054
8.641321,-9.492696762,21.81163454,-61.8081436,-4.555950254,-0.774331637,4.45703733,-4.928566068,35.90013599,2.803993598
8.649654,-9.552906036,22.02135325,-61.8227291,0.488776147,-0.535080739,1.435011437,-7.220096378,24.62538863,2.202556491
8.657987,-9.557764053,22.26856089,-61.84692953,-2.74144423,-1.704017647,-0.011482604,-0.263500124,29.24918175,1.853197336
8.66632,-9.537567139,22.4475379,-61.85529518,-0.472314388,0.01593794,2.887888998,2.166503012,20.87015963,2.286980033
8.674653,-9.541490078,22.62308693,-61.86732675,-1.708015602,0.388811707,6.274323283,-0.679914743,20.54047585,1.763121575
8.682986,-9.597602129,22.79339504,-61.87308885,-0.432133943,-0.365615115,3.40356806,-7.122537642,19.79941058,2.407130718
8.691319,-9.645964861,22.93479347,-61.8863697,-0.741905645,-2.295854002,-1.300707281,-5.951742172,16.52209067,0.977657437
8.699652,-9.644229412,23.04034185,-61.87922478,-1.486415506,-1.925153375,-2.806948423,-0.777616203,11.89001453,2.532848031
8.707985,-9.60553813,23.10502672,-61.87525178,-0.686659127,-1.313113664,2.444873452,3.68316698,7.126690745,1.317875207
8.716318,-9.595657825,23.18348074,-61.85404013,-1.760812312,1.109918736,6.395950378,-0.430462002,8.433329419,3.52928593
8.724651,-9.632064819,23.20369196,-61.848547,0.127553344,-0.67213921,5.446214914,-5.430852593,1.830947057,0.575049162
8.732984,-9.677339792,23.26700306,-61.82469943,-2.533114314,-0.003955252,2.802421763,-7.16868314,6.591546297,3.524077953
8.741317,-9.709961891,23.25926972,-61.8262825,0.269032916,-1.209321901,-0.95855996,-4.662152588,-1.339903198,-0.765321732
8.74965,-9.703759432,23.23860216,-61.78930855,-1.955022037,-0.509781897,-0.05354701,-1.606944621,-3.594686672,3.261710705
8.757983,-9.680904627,23.18529081,-61.78910255,0.131207287,-1.090087079,0.931090526,1.91753614,-6.763503194,-1.489224553
8.766316,-9.645406485,23.10214996,-61.74256325,-2.195979953,0.591937788,3.449318096,1.464273274,-11.15716535,3.040403753
8.774649,-9.640015602,23.03451395,-61.73705865,-0.373680406,-1.118589521,2.749108076,-0.404144645,-8.560002804,-1.185561329
8.782982,-9.624661923,22.94188881,-61.69206618,-3.132352293,-0.638102934,0.759511503,-0.890402273,-12.24888992,2.686213493
8.791315,-9.617296457,22.86210251,-61.67523385,0.56572631,-0.921624318,-0.076413593,-0.66156745,-10.20804584,-0.178127587
8.799648,-9.574938774,22.76000643,-61.6325283,-3.8249681,-0.655473359,0.871634623,2.428550027,-13.32349014,2.23999393
8.807981,-9.524740219,22.65525866,-61.61027908,1.808338076,-0.071329847,2.670745611,4.263128378,-13.26382518,-0.056505054
8.816314,-9.461607695,22.54444599,-61.5699272,-4.878825665,-0.659628412,3.239991784,5.006489139,-14.30605269,1.825191081
8.824647,-9.411382437,22.44991684,-61.55251503,0.818230189,-0.573005539,1.727110863,4.534514368,-11.96710086,-0.341575392
8.83298,-9.352348804,22.33410978,-61.51389313,-3.764331043,-1.19155623,1.540728666,4.603138328,-14.86445284,1.570390075
8.841313,-9.297001839,22.25111151,-61.50292395,0.144132316,-0.387041237,2.568946526,5.468412578,-10.48687589,-0.79014162
8.849646,-9.243510008,22.13356304,-61.47293283,-3.323525548,-1.048708335,2.581235066,4.307348415,-14.91262448,0.610319734
8.857979,-9.202987671,22.07388592,-61.4527321,-0.828143314,-0.269567494,1.469991617,3.292719938,-7.888068559,0.695042133
8.866312,-9.152520895,21.9657979,-61.43488883,-2.889559418,-1.429044858,1.78974539,4.477673113,-13.58260143,-0.492734283
8.874645,-9.097079039,21.92233849,-61.4147568,-1.245749205,-0.384881601,2.530203462,5.129059136,-5.96515882,1.027774215
8.882978,-9.064736366,21.85241556,-61.40652845,-2.296443313,-0.890938953,1.431663066,2.717292637,-8.89163634,-0.798985053
8.891311,-9.016926527,21.823102,-61.38328933,-1.939842351,-0.743316866,1.870018587,4.056373134,-4.341313005,1.631674946
8.899644,-8.961103678,21.78334856,-61.37799263,-1.922397867,-0.981755719,1.848131657,5.672103524,-5.267420739,-0.535622418
8.907977,-8.926597118,21.77981043,-61.35890578,-2.431262493,0.213456031,1.611874163,2.688073017,-1.210269391,1.680361033
8.91631,-8.900818586,21.76914025,-61.3629818,-0.898077458,-2.321410418,2.205063611,2.451932401,-1.656408549,-1.046646118
8.924643,-8.848294735,21.79786921,-61.3359566,-3.64888537,0.310091462,1.117746342,4.479248047,2.484017134,3.145450562
8.932976,-8.822346211,21.81502342,-61.3450794,-0.346287847,-0.618847624,1.673121937,2.727442347,1.718439953,-1.016994089
8.941309,-8.805857182,21.86825752,-61.32460975,-3.576416165,-2.393211826,1.665355146,0.41458565,5.503401041,2.860217026
8.949642,-8.790587664,21.91997433,-61.33428385,-0.640297651,0.522896886,1.211094946,1.492420003,5.83395645,-0.483603478
8.957975,-8.774714709,21.98808956,-61.33195113,-3.049015164,-0.387301445,2.477206009,1.142443175,7.577523707,1.134646401
8.966308,-8.774257183,22.05986262,-61.33813858,-0.900652244,-2.445047453,2.329420403,-0.39921701,8.150668024,0.27514182
8.974641,-8.775785923,22.16051054,-61.34400178,-2.868378639,0.432056352,2.438258708,-0.626623301,11.57887137,0.806441992
8.982974,-8.781485558,22.24385595,-61.35653113,-1.412639372,-0.694702551,3.3719998,-0.813613922,9.630275784,-0.198542369
8.991307,-8.800849915,22.37945986,-61.3699627,-1.762101472,-1.938319385,3.057623983,-2.434502691,15.85106134,0.615590259
8.99964,-8.819085598,22.47364664,-61.37412263,-1.485327609,0.0793892,2.288623251,-2.701335534,10.77767813,0.901749246
9.007973,-8.846062899,22.61714983,-61.39344788,-2.718956769,-0.746948689,1.609748937,-3.076158941,16.88675416,0.123921622
9.016306,-8.849431515,22.7167716,-61.3856411,-0.307540119,-0.955403924,3.877629265,-1.400990039,11.21898901,2.302777588
9.024639,-8.870331764,22.84188032,-61.40141295,-2.307157755,0.247412533,3.682703257,-2.552837133,14.64848673,0.168583423
9.032972,-8.900182486,22.88246012,-61.3877392,-0.391630665,-1.060358626,5.106609285,-4.833272219,4.116361291,1.87084163
9.041305,-8.92125392,22.93029881,-61.39520835,-0.770804197,-2.309998423,2.328313761,-2.980652154,5.346786498,-0.361010402
9.049638,-8.897802591,22.95452881,-61.374815,-0.447205007,0.724459969,6.826120019,1.26752054,2.055555642,2.33531975
9.057971,-8.882816076,22.8121767,-61.34892085,-0.955470265,-1.27675657,8.693521977,-0.234551549,-17.77135885,-0.26108414
9.066304,-8.85416627,22.74806547,-61.31334495,0.731194913,0.281660492,12.02290321,1.250365466,-8.661876396,2.309514999
9.074637,-8.830705166,22.41600561,-61.26720238,-0.425943435,-1.41625372,8.239190221,-0.146128943,-40.61204577,-1.525941074
9.08297,-8.77979064,22.1846633,-61.20359613,-2.409990028,0.005088374,11.60609555,2.643301569,-28.96753192,2.322656572
9.091303,-8.689424515,21.78524113,-61.14790918,0.700121969,-0.691120554,7.836176753,7.542266786,-48.76895142,-1.584130585
9.099636,-8.571056605,21.32881642,-61.05997085,-1.799625635,0.519353226,15.03674912,9.755273938,-56.07605553,1.084429741
9.107969,-8.446152687,20.83597803,-60.9980259,-2.016831577,-0.934743367,11.46708763,11.52198195,-59.96899605,-2.317150533
9.116302,-8.29966414,20.33733797,-60.91363145,-2.242976174,-0.313152388,11.65173006,13.42147088,-61.03372955,0.27583164
9.124635,-8.111108065,19.7340126,-60.83568195,-2.462412298,-0.069387443,16.18220258,18.64632559,-73.36630821,-2.056253649
9.132968,-7.889170408,19.25143909,-60.7468643,-5.468500615,-0.477461621,14.40813827,22.42715073,-59.2054205,1.549542695
9.141301,-7.696113825,18.65021849,-60.66491318,-1.391599447,-0.930287611,13.83295476,19.21728802,-73.19500351,-0.977979675
9.149634,-7.447487474,18.12135315,-60.5619068,-5.539427824,1.140591756,15.4369545,25.26711989,-64.91751766,2.918891374
9.157967,-7.184239865,17.63725328,-60.49304198,-1.907200392,-1.311489616,11.87212503,28.32279348,-59.07452011,0.00153394
9.1663,-6.920021653,17.08156944,-60.38854025,-2.759929717,-1.661838413,15.55425596,27.29082251,-68.11189556,3.372854907
9.174633,-6.661652923,16.63013602,-60.31259728,-5.756609261,-1.724737287,14.68932533,27.60509253,-55.27782345,1.848913483
9.182966,-6.395880938,16.17824221,-60.22275163,-3.568282515,-0.655440148,13.78841066,28.18008232,-55.5141964,3.78492403
9.191299,-6.164564848,15.68950176,-60.14930345,-2.811081201,-2.030127287,16.85794568,24.59476233,-59.67931557,1.601741359
9.199632,-5.922783732,15.33848524,-60.08158113,-5.62866813,-0.809659354,15.34320903,26.16575861,-43.17656231,3.04949034
9.207965,-5.749667168,14.94655538,-60.0330601,-2.036243757,-2.475522786,13.60839081,18.49573946,-47.81295109,0.401282966
9.216298,-5.566571713,14.58360243,-59.96300505,-4.865429759,-1.313495308,15.10768223,19.16647101,-44.60387135,3.459580779
9.224631,-5.352587939,14.32564068,-59.92561338,-5.41471532,-0.533147298,15.69503832,23.79991293,-31.68266773,0.974549949
9.232964,-5.130572677,14.0365932,-59.87127495,-2.872277096,-1.763680578,15.25228787,24.38702488,-35.58007574,2.802895338
9.241297,-4.946103812,13.76122499,-59.83012773,-3.825575173,-1.36355116,18.94494915,20.19255519,-33.79293776,1.465744913
9.24963,-4.796178818,13.59074354,-59.77824023,-5.703204513,-0.405092963,17.038198,15.86508465,-21.35572815,3.937393427
9.257963,-4.680538297,13.41654587,-59.74659345,-1.533502811,-2.775133818,15.85058904,12.25664997,-21.59293509,1.553439953
9.266296,-4.567603231,13.23580957,-59.69762613,-6.917053238,-1.118892238,16.39482618,11.50303674,-22.53495836,3.570946574
9.274629,-4.473305821,13.17151642,-59.68187333,-2.271860212,-1.795307264,11.13502622,10.16319835,-8.294537425,0.833080828
9.282962,-4.407738805,13.05612159,-59.65183448,-4.844853401,-3.209695518,12.3653748,6.351819277,-14.53083086,2.050404132
9.291295,-4.335597217,12.97395468,-59.63209343,-2.720999599,-0.614408851,20.01561403,7.413199067,-10.47613001,1.284855128
9.299628,-4.301714719,12.96678495,-59.6108036,-6.372745633,-2.824737012,16.07844055,2.757244557,-1.494827569,1.966949029
9.307961,-4.286460519,12.96197152,-59.59655188,-2.632219963,-0.189480334,14.09439218,0.799887747,-1.158679188,1.247887105
9.316294,-4.243477225,12.92814899,-59.58282663,-3.657523781,-1.177659757,15.79462028,4.022482306,-4.621154308,0.900359571
9.324627,-4.200167894,12.98551631,-59.5661869,-3.772104681,-1.011549983,19.51305032,4.080728964,6.255742788,2.177969119
9.33296,-4.20364523,13.06260729,-59.5652237,-4.686692953,-2.029345855,15.96068567,-1.227495059,8.76359415,0.390133619
9.341293,-4.264524937,13.12942457,-59.55239295,-2.806476474,-2.215105474,12.86002398,-8.300586464,7.420039534,1.810078681
9.349626,-4.238142431,13.19509435,-59.54791258,-4.490977422,-0.261456967,16.2970171,2.270465136,7.367464662,0.683314502
9.357959,-4.257772446,13.33027935,-59.53056143,-3.032484487,-3.06697163,12.16231918,-3.47427392,15.56912684,2.84862411
9.366292,-4.278511167,13.45937634,-59.54156115,-3.454246939,-1.10431166,14.50299645,-2.958486341,15.08549643,-0.513709791
9.374625,-4.306429863,13.56571198,-59.52116013,-3.160155595,-1.325650528,17.35553312,-4.575612456,12.08620846,3.051299513
9.382958,-4.328418493,13.66791773,-59.53659058,-2.774749637,-2.50218612,18.06402397,-2.990820855,11.90456378,-1.253361911
9.391291,-4.393258333,13.80048943,-59.51343538,-4.679663957,-0.415901691,14.13030505,-9.105152131,15.19837046,3.593816221
9.399624,-4.471734524,13.93808746,-59.5353317,-1.457185224,-2.220968399,14.49939692,-9.55370033,16.19834924,-1.639984488
9.407957,-4.522152901,14.07803178,-59.52132415,-4.860562563,-0.242149703,18.20053339,-7.126134872,16.15381169,2.635699213
9.41629,-4.628104449,14.18651891,-59.54564478,-1.712584973,-2.913752854,13.7737863,-12.78576601,12.74217701,-2.135744274
9.424623,-4.738420963,14.31419063,-59.53495023,-5.795200885,-1.358232256,13.04520011,-14.20729017,14.70834971,2.181245148
9.432956,-4.823485613,14.45074511,-59.56373408,-1.494660333,-1.980626941,12.17996687,-10.12767983,16.14441419,-2.337488771
9.441289,-4.888159275,14.59106017,-59.55504798,-4.359579384,-1.671779632,16.08598161,-8.664545774,16.23947192,2.060890347
9.449622,-4.978382587,14.70811439,-59.5895691,-1.922138512,-1.016133778,15.73239017,-10.55671561,13.87588,-3.128722161
9.457955,-5.082250714,14.80386019,-59.5909672,-4.658936381,-1.78110072,15.91070319,-13.10252023,11.00205588,0.51795207
9.466288,-5.171251297,14.92195392,-59.61584473,-2.332430363,-1.229495689,16.27362633,-10.64688254,13.91180849,-1.958061516
9.474621,-5.303322554,15.01320434,-59.6303177,-4.033840716,-2.288704291,15.05131483,-16.09829187,10.60244966,-1.06261313
9.482954,-5.408484221,15.17892861,-59.66856763,-2.586440474,-0.888939783,14.4521544,-12.16677713,19.74635983,-2.858274728
9.491287,-5.522634983,15.21618605,-59.69027328,-3.441967815,-1.158609685,13.32583618,-13.72644329,4.239076495,-2.465133444
9.49962,-5.65637517,15.35287047,-59.73406793,-1.95257318,-2.24916625,10.92960787,-15.39398933,16.34700585,-3.7256207
9.507953,-5.768445492,15.35812831,-59.75426483,-5.041705217,-2.57641615,14.60517025,-13.51009941,0.411364615,-2.654000178
9.516286,-5.864472747,15.48368716,-59.80321505,-2.005821552,-1.991546836,16.46767593,-10.6965214,15.0923605,-4.386618495
9.524619,-5.979493856,15.49562741,-59.83100128,-3.966513068,-0.084912464,16.23127318,-13.62403321,1.302584097,-3.439381048
9.532952,-6.119243741,15.58555698,-59.877409,-2.330296844,-1.027895078,14.58506274,-16.00851631,10.82745814,-4.46342665
9.541285,-6.249574423,15.6185329,-59.9207382,-2.968433559,-2.160156787,12.79633212,-14.96068645,4.019136809,-4.937039495
9.549618,-6.407042504,15.61676097,-59.96493528,-3.285431385,-2.411881685,14.42328167,-18.18135786,-0.118014276,-5.363503874
9.557951,-6.551792741,15.6930635,-60.02801133,-3.875437677,-1.648477942,13.3436141,-16.07489157,9.467075705,-6.60857755
9.566284,-6.688455939,15.6639998,-60.06784248,-2.37000683,-0.069244176,13.86853957,-15.79959416,-3.405900061,-5.227617145
9.574617,-6.84973371,15.74409962,-60.13560675,-4.607006431,-2.291801676,11.83067727,-17.91916704,10.0138036,-7.048704325
9.58295,-6.98019433,15.740201,-60.17629433,-1.609305322,-1.877707698,11.94323134,-15.0122304,-0.370020092,-4.972805947
9.591283,-7.125506163,15.73932648,-60.23447225,-4.036513314,-2.739405871,14.91010404,-16.29261661,0.26763688,-7.084373832
9.599616,-7.266002059,15.78253722,-60.28151895,-3.428704441,0.010782383,15.08166695,-16.03070498,5.355880499,-5.012470365
9.607949,-7.421916962,15.74096656,-60.31991388,-2.865149707,-0.979491645,15.25366592,-18.18770408,-4.835479081,-5.431023121
9.616282,-7.582334995,15.79736638,-60.3717079,-4.436234504,-1.915459845,14.09456491,-18.27901602,7.023566393,-5.326961994
9.624615,-7.743506313,15.80703378,-60.42428018,-2.160938136,-1.111806259,10.90652371,-18.34728527,1.502486378,-6.249254585
9.632948,-7.929765225,15.77906132,-60.47559355,-2.895727277,-3.252088785,11.42345262,-21.3835702,-2.98640988,-6.581263542
9.641281,-8.087831736,15.8079927,-60.54047395,-4.733377099,0.048022777,13.6929822,-17.60127306,4.024299026,-7.338919818
9.649614,-8.251345158,15.82229138,-60.59273338,-3.496890545,-0.534991875,10.74416006,-18.60649181,2.085201204,-5.984080136
9.657947,-8.45078826,15.88211083,-60.67120933,-2.286263675,-2.438598935,8.840965748,-22.12047911,7.960864424,-8.307776511
9.66628,-8.619062185,15.90537214,-60.71931075,-5.044737041,-0.51614264,9.077318669,-19.28917694,3.111707986,-5.316210449
9.674613,-8.799762488,16.0997932,-60.8198166,-4.69681561,-2.665281236,9.30893862,-19.12230492,24.35585594,-8.312459887
9.682946,-8.962486267,16.23686743,-60.87929535,-5.668136895,-0.865947049,8.440449296,-18.25050402,16.83938408,-4.475872159
9.691279,-9.186406613,16.53576064,-60.9715595,-3.441084266,-0.906973541,7.681815715,-24.48915911,36.63024998,-5.220584046
9.699612,-9.399172783,16.85238647,-61.03324128,-3.839610934,-1.917729974,4.94544515,-24.12392187,38.1642046,-1.087794028
9.707945,-9.616001129,17.22232079,-61.11000635,-2.627582252,-1.868377015,5.350564271,-24.06790733,44.77299976,-1.737944901
9.716278,-9.845071076,17.65406561,-61.17004588,-5.399206757,-0.292978689,6.829599708,-26.05628633,51.74620533,1.734867405
9.724611,-10.06991696,18.20239163,-61.26390075,-2.254304044,-0.776798189,3.672293604,-24.24139214,66.20125866,0.449103341
9.732944,-10.29055429,18.60626602,-61.33142855,-2.30510062,-0.202539496,6.288016975,-24.62433052,48.58222103,0.763459471
