time,distance(meters),speed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),height_above_takeoff(meters),North,East,Down
0.0,8.73341,2.73729,245.4,-18.4,20.4,10.6,0.0,0.0,0.0
0.09999999999999432,9.00096,3.00972,245.8,-18.1,19.2,10.6,0.2265749747267981,-0.1845737596760164,6.452159903580501e-09
0.20000000000001705,9.2689,3.30932,246.0,-19.1,17.7,10.6,0.44597446243912386,-0.3717397713244284,2.639742466281625e-08
0.30000000000001137,9.59793,3.58929,246.7,-20.6,14.6,10.6,0.7135738948862427,-0.6007269524498337,6.919114658998637e-08
0.4000000000000057,9.93693,3.70419,248.7,-21.8,4.2,10.6,0.9772536476843561,-0.8415923930638789,1.3031646900474314e-07
0.5,10.3019,3.53926,251.4,-17.6,-13.7,10.6,1.246050801316494,-1.1080997087475146,2.1794169047240075e-07
0.5999999999999943,10.6307,3.13868,251.5,-11.4,-26.2,10.6,1.4691626808004645,-1.3586640095070757,3.1491583307730053e-07
0.700000000000017,10.9666,2.61265,251.1,-8.2,-28.3,10.6,1.67375469423134,-1.628095295658993,4.278407516045135e-07
0.8000000000000114,11.2174,2.19975,251.5,-7.8,-27.1,10.6,1.8073922648243637,-1.8405370694637002,5.234573889900673e-07
0.9000000000000057,11.4344,1.85371,251.9,-7.9,-27.4,10.7,1.9031138599553103,-2.036296027924397,-0.09999938862740676
1.0,11.6072,1.54606,252.0,-7.7,-28.4,10.6,1.9597939099918522,-2.203872805385518,6.832885404151057e-07
1.0999999999999943,11.7938,1.57078,251.8,-7.8,-28.5,10.7,2.015328315104158,-2.387941572937033,-0.09999923310335224
1.200000000000017,11.908,1.45562,251.8,-7.7,-28.5,10.7,1.9980473791653637,-2.5302287559746657,-0.0999991835782047
1.3000000000000114,11.9904,1.46424,251.5,-7.3,-29.1,10.7,1.935035626549206,-2.6611722640534845,-0.09999915067413923
1.4000000000000057,12.033,1.61871,251.2,-6.8,-29.5,10.7,1.8342740260719372,-2.766000413045081,-0.09999913497621837
1.5,12.0214,1.76561,251.3,-6.9,-29.1,10.7,1.6970339553110099,-2.8270308551599315,-0.09999914662507992
1.5999999999999943,11.9926,2.07041,251.8,-8.5,-29.3,10.7,1.520399159677974,-2.886940600135382,-0.09999916395233077
1.700000000000017,11.9367,2.38822,253.2,-14.4,-27.6,10.7,1.300973669440377,-2.934482368685708,-0.09999919308152982
1.8000000000000114,11.8809,2.61487,253.3,-22.0,-17.8,10.7,1.0644738191547602,-2.985525674404819,-0.09999921207081208
1.9000000000000057,11.8252,2.61753,250.4,-25.6,-1.5,10.7,0.801127112601435,-3.043466073553729,-0.09999922312759718
2.0,11.8257,2.54046,247.6,-24.2,13.2,10.7,0.5702489045554183,-3.1424969055985077,-0.09999920100912563
2.0999999999999943,11.8722,2.42329,246.7,-20.8,19.5,10.7,0.363457293958982,-3.2757831092753076,-0.09999914868570367
2.200000000000017,11.9616,2.39495,245.9,-19.8,20.7,10.7,0.20178103636528416,-3.432927993126772,-0.09999907262769937
2.3000000000000114,12.0975,2.41046,245.5,-19.1,20.6,10.7,0.0674883629269356,-3.626063741262083,-0.09999896882822876
2.4000000000000057,12.2198,2.51524,245.5,-18.3,21.0,10.7,-0.028833048166327493,-3.78894297774957,-0.09999887478692893
2.5,12.4397,2.67478,245.8,-17.3,21.4,10.7,-0.09071419112737172,-4.04155501991924,-0.09999871910762442
2.5999999999999943,12.6868,2.89262,246.1,-16.4,21.4,10.7,-0.11803083974303685,-4.310250395027369,-0.09999854268109917
2.700000000000017,12.985,3.13513,246.2,-15.9,20.8,10.6,-0.11560636501316292,-4.622405457100037,1.674391544151388e-06
2.8000000000000114,13.2929,3.38101,246.8,-17.0,17.9,10.6,-0.12039563963122844,-4.946245080963344,1.917357395971042e-06
2.9000000000000057,13.651,3.4551,248.6,-17.3,4.7,10.6,-0.059575763034602686,-5.302478563264873,2.2021276705093407e-06
3.0,13.9842,3.36006,250.7,-13.3,-15.1,10.6,-0.008387495267269774,-5.635331625833203,2.4880065301949306e-06
3.0999999999999943,14.2961,3.12897,250.6,-8.2,-27.3,10.6,0.014155180646588206,-5.95416809269824,2.7775163858149987e-06
3.200000000000017,14.5583,2.88718,250.2,-6.1,-28.1,10.6,-0.010122314073762642,-6.2341040485969765,3.04470904350599e-06
3.3000000000000114,14.8297,2.71622,250.9,-5.8,-27.1,10.7,-0.07011829312611992,-6.532720988460358,-0.0999966570428117
3.4000000000000057,15.0622,2.64357,251.2,-5.9,-28.1,10.7,-0.15752241765174715,-6.796890576924429,-0.09999637869394246
3.5,15.2783,2.64112,251.2,-6.0,-28.9,10.6,-0.28058653037627435,-7.051384113611038,3.8999236083581135e-06
3.5999999999999943,15.5314,2.69398,251.2,-6.0,-29.2,10.6,-0.3888799356511165,-7.3382764232644675,4.229181675946547e-06
3.700000000000017,15.6779,2.83546,251.3,-6.3,-29.3,10.6,-0.590926068265825,-7.534654160531979,4.473525267167933e-06
3.8000000000000114,15.7868,2.99803,251.4,-6.5,-29.3,10.6,-0.8189958948443297,-7.694103608954805,4.689674259539256e-06
3.9000000000000057,15.8685,3.14979,251.4,-6.5,-29.3,10.6,-1.096669636630144,-7.83078173044837,4.898473508985202e-06
4.0,15.9261,3.37062,251.6,-7.1,-29.5,10.6,-1.3899079660800067,-7.939877241852903,5.0892293328441696e-06
4.099999999999994,15.9495,3.55127,251.7,-8.6,-27.5,10.6,-1.7123452734649574,-8.012420583842264,5.258183119805082e-06
4.200000000000017,15.9788,3.65492,251.3,-11.0,-19.1,10.7,-2.049220630902434,-8.085699117223697,-0.09999454920587214
4.300000000000011,16.0019,3.62283,250.3,-12.9,-7.8,10.6,-2.411223128129527,-8.147767379140202,5.6561726653470146e-06
4.400000000000006,16.0475,3.4491,248.5,-14.3,5.3,10.6,-2.7515644702308864,-8.222313529824634,5.890209225478671e-06
4.5,16.1141,3.10713,247.1,-14.4,17.3,10.6,-3.101407920444874,-8.311015676485622,6.166306282695544e-06
4.599999999999994,16.2253,2.83286,246.3,-14.1,22.3,10.6,-3.374689714953288,-8.43417077012584,6.466470660493329e-06
4.700000000000017,16.3686,2.61839,245.6,-14.4,22.9,10.6,-3.611368063935871,-8.584030238841294,6.79748890397569e-06
4.800000000000011,16.5306,2.48167,245.4,-14.3,24.2,10.6,-3.795874782771058,-8.74886947965769,7.128444675208456e-06
4.900000000000006,16.7005,2.46923,245.6,-14.2,24.4,10.6,-3.9663061114283655,-8.919537597541261,7.468768310259222e-06
5.0,16.9154,2.52714,245.7,-13.9,23.8,10.6,-4.0696889158906,-9.134270681628005,7.83774392520975e-06
5.099999999999994,17.1715,2.63691,246.0,-13.5,22.8,10.6,-4.133992087664958,-9.390151460056337,8.251303203588023e-06
5.200000000000017,17.4351,2.81791,246.2,-13.5,22.0,10.6,-4.151781732438936,-9.654079593361075,8.655733526374831e-06
5.300000000000011,17.731,2.99532,246.7,-13.7,20.6,10.5,-4.125110061620484,-9.950955108745458,0.10000909407967629
5.400000000000006,18.03,3.12892,248.5,-14.6,9.1,10.5,-4.078694855886862,-10.251019172555779,0.10000953954725444
5.5,18.3525,3.07899,250.7,-13.7,-11.5,10.5,-4.037279806994832,-10.574469391551855,0.10001003961320132
5.599999999999994,18.6485,2.8903,251.3,-10.4,-25.5,10.5,-4.0235517579602895,-10.871222879972441,0.1000105295138003
5.700000000000017,18.9377,2.6933,250.7,-7.6,-27.8,10.5,-4.049299891450911,-11.16083206869265,0.10001104636063407
5.800000000000011,19.2146,2.571,251.1,-6.9,-27.1,10.5,-4.114778843316646,-11.437702928041453,0.10001157873549937
5.900000000000006,19.4599,2.4898,251.6,-7.0,-27.5,10.5,-4.211820431231887,-11.682323119177273,0.10001208494442126
6.0,19.6704,2.52877,251.6,-6.9,-28.4,10.5,-4.33528990737582,-11.891004001783546,0.100012553743281
6.099999999999994,19.8673,2.6182,251.5,-7.0,-28.3,10.5,-4.49776332717958,-12.084214441533902,0.10001302869544171
