SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
467566401,-4.945099831,6.252436638,-134.2895813,0,0,0,0,0,0,-0.536132813,-0.469238281,-0.83203125, 
467574734,-5.145197868,6.234345913,-134.2777405,0.150837511,0.112893753,11.16948414,-22.71503448,-3.496741772,0.960098803,-0.523925781,-0.463378906,-0.840332031, 
467583067,-5.319582939,6.138950825,-134.2417755,-1.410487652,0.468691528,7.933038712,-19.96916199,-12.99514484,2.948558331,-0.529785156,-0.45703125,-0.831542969, 
467591400,-5.51569128,6.097934723,-134.2412262,-0.350466162,0.272864342,8.959252357,-22.08530617,-6.113185406,-0.690367937,-0.53515625,-0.45703125,-0.833496094, 
467599733,-5.659482479,5.975957394,-134.2167206,-1.404508829,0.358860999,8.374062538,-16.1114006,-16.06226921,1.211989284,-0.533203125,-0.451660156,-0.842285156, 
467608066,-5.798870564,5.976564884,-134.2198639,-1.400018215,0.907601833,9.658396721,-15.26676559,-1.092152834,-0.647771239,-0.536132813,-0.456054688,-0.834960938, 
467616399,-5.869969845,5.884597301,-134.2053375,-1.015681744,1.010893703,10.04732227,-7.291463375,-12.35793495,0.323610276,-0.534667969,-0.454589844,-0.83203125, 
467624732,-5.90524292,5.865996361,-134.2062225,-2.11871624,1.016595602,8.116372108,-2.76932168,-3.417669296,-0.620568931,-0.533203125,-0.455078125,-0.834960938, 
467633065,-5.891921997,5.865673542,-134.1898804,-1.330614686,1.187321901,4.438540936,2.820204258,-1.441838264,1.658316851,-0.540527344,-0.449707031,-0.837402344, 
467641398,-5.854025364,5.844930649,-134.1931763,-0.112197116,1.438156009,12.05673218,6.031486511,-3.648684025,-0.890799105,-0.539550781,-0.450195313,-0.837890625, 
467649731,-5.752779961,5.834130764,-134.1751556,-1.479346514,0.292991042,9.02345562,13.37347603,-2.718861818,1.750682116,-0.538574219,-0.458007813,-0.829101563, 
467658064,-5.653790951,5.857284069,-134.1848602,-0.40158087,0.512568474,8.822277069,13.41904449,1.676631451,-1.155291915,-0.541015625,-0.453125,-0.835449219, 
467666397,-5.514696121,5.820900917,-134.1838379,-1.438829064,0.050788745,8.511265755,18.10099792,-5.559123039,-0.582070887,-0.543457031,-0.459472656,-0.84375, 
467674730,-5.354836464,5.840187073,-134.1992798,-0.355025023,0.4505485,10.96448803,20.81472588,1.267418504,-1.885656714,-0.541992188,-0.458496094,-0.838378906, 
467683063,-5.17854166,5.826045513,-134.1882782,-1.597728968,-0.322847903,8.045879364,22.44317627,-3.013887644,0.873292208,-0.54296875,-0.458496094,-0.841796875, 
467691396,-5.00901556,5.862626553,-134.2039795,-0.899208367,-0.680869341,8.467376709,22.03073692,3.375189304,-2.272303581,-0.545410156,-0.46875,-0.83203125, 
467699729,-4.831010818,5.818205833,-134.1872406,-0.582242191,0.514040232,8.247532845,22.57877731,-6.684818268,1.255226135,-0.545898438,-0.45703125,-0.837890625, 
467708062,-4.651984215,5.879269123,-134.192276,-2.088975668,-0.668038666,9.912416458,23.037817,6.184432983,-0.792364001,-0.542480469,-0.470214844,-0.830078125, 
467716395,-4.462495804,5.849002361,-134.169342,1.12310195,-0.221169204,12.25839806,23.88101006,-5.040640831,2.161791325,-0.540527344,-0.47265625,-0.831542969, 
467724728,-4.297691822,5.836519718,-134.1711273,-1.45638454,-0.698633134,5.037460327,21.2899971,-2.648628473,-1.121532559,-0.540039063,-0.471191406,-0.835449219, 
467733061,-4.156777382,5.808360577,-134.1493225,0.012136106,-1.499460936,12.25780106,18.06764603,-4.76564455,2.065865517,-0.541992188,-0.473144531,-0.830566406, 
467741394,-4.026024342,5.728387833,-134.1435089,-0.2309618,-0.073868044,7.709876537,17.11454201,-10.79439259,-0.801380098,-0.541015625,-0.480957031,-0.819335938, 
467749727,-3.919649601,5.707409859,-134.1436768,-2.143254519,-0.755229831,7.244366646,14.20724392,-3.718636751,-0.477539033,-0.535644531,-0.477050781,-0.813476563, 
467758060,-3.794863701,5.642991543,-134.157135,-0.388272196,-0.489542603,13.68116856,16.55638123,-8.806522369,-2.404165745,-0.533691406,-0.485839844,-0.821777344, 
467766393,-3.68346262,5.580609798,-134.1528931,-1.108600736,-0.160726056,3.81043911,14.74053383,-8.707318306,-0.262277037,-0.539550781,-0.484863281,-0.818847656, 
467774726,-3.613591909,5.55719471,-134.186203,-1.491854548,-1.345396399,7.348016739,10.21006489,-3.76041317,-4.41416502,-0.537109375,-0.478515625,-0.812011719, 
467783059,-3.528915405,5.472491264,-134.1928406,0.330015361,0.520764291,13.21162796,11.6589613,-11.29799271,-1.702514291,-0.535644531,-0.488769531,-0.8125, 
467791392,-3.452215195,5.469656944,-134.2276001,-3.019389153,-0.281547606,8.045808792,11.04365635,-1.295248032,-4.458913803,-0.541503906,-0.486816406,-0.818359375, 
467799725,-3.382857323,5.421817303,-134.2495575,0.6584993,-0.894465387,11.52201939,9.995546341,-6.776772499,-3.238933563,-0.54296875,-0.489746094,-0.809082031, 
467808058,-3.294238091,5.362540245,-134.2708588,-1.601444364,0.08056628,6.265855789,12.35769367,-8.137682915,-3.710081577,-0.539550781,-0.482910156,-0.826660156, 
467816391,-3.23758316,5.372903347,-134.2867126,-1.386402488,-0.673083067,8.592606544,8.399701118,0.146743953,-2.100790024,-0.54296875,-0.491699219,-0.816894531, 
467824724,-3.155550957,5.291656971,-134.3064575,-0.2428464,-0.123052493,11.97964954,11.55983353,-10.77881718,-3.797092915,-0.541015625,-0.491699219,-0.815429688, 
467833057,-3.068136215,5.319775581,-134.3299866,-2.045839548,0.089172959,6.901074886,12.17409039,2.318754673,-2.902977228,-0.545410156,-0.488769531,-0.81640625, 
467841390,-2.994576216,5.285321236,-134.3334503,0.702881813,-0.814604461,14.34838009,10.34594917,-5.293015957,-1.35754168,-0.544433594,-0.496582031,-0.814453125, 
467849723,-2.908288717,5.247173309,-134.3384247,-1.669391751,-0.816610813,5.637961864,11.83080578,-5.744517326,-1.109237194,-0.547851563,-0.492675781,-0.822265625, 
467858056,-2.852080822,5.252299786,-134.3475189,-1.407163739,-0.47100234,9.31450367,8.323498726,-0.517907023,-1.774490118,-0.546875,-0.494628906,-0.811035156, 
467866389,-2.775310993,5.212724209,-134.3496857,-1.930946112,-0.031768292,9.434690475,10.65859413,-5.934343815,-0.771539092,-0.543945313,-0.500488281,-0.815429688, 
467874722,-2.702806711,5.29996109,-134.3660583,-1.225007176,-0.597202599,8.059819221,10.36644173,9.364310265,-2.253400087,-0.546875,-0.494628906,-0.811035156, 
467883055,-2.638110399,5.267790794,-134.3701477,-0.629489243,-0.070458442,10.29275322,9.230910301,-5.035541534,-0.948405623,-0.544921875,-0.499511719,-0.808105469, 
467891388,-2.587394953,5.337877274,-134.3736572,-2.357827902,-1.528506398,9.502886772,7.615421295,7.234357834,-0.884549379,-0.545410156,-0.500488281,-0.810546875, 
467899721,-2.558399916,5.323719025,-134.387207,0.6416803,-0.83549428,9.077687263,5.052895069,-2.827824593,-1.973769307,-0.54296875,-0.501953125,-0.814453125, 
467908054,-2.549180031,5.410968781,-134.4099274,-3.079042435,-0.406603754,4.746986866,2.846586704,9.389666557,-3.01037693,-0.541992188,-0.497070313,-0.8125, 
