SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
467991384,-3.735954285,4.456922531,-145.3382111,-1.953844428,-0.760906279,10.10181904,-10.31890011,8.420617104,-2.011281252,-0.494628906,-0.460449219,-1.060546875, 
467999717,-3.783744335,4.503304958,-145.3578644,0.003410051,0.587569773,5.919112206,-6.329277039,5.293501854,-2.46775198,-0.490722656,-0.461914063,-1.062011719, 
468008050,-3.819858551,4.604629993,-145.3960724,-2.112551689,-0.160957769,13.04550648,-4.738761902,12.00179386,-4.196636677,-0.495605469,-0.459472656,-1.057617188, 
468016383,-3.852175951,4.610714436,-145.4096527,0.936645508,-0.80962795,7.184344292,-4.525164604,0.423083156,-2.056541443,-0.490234375,-0.459960938,-1.063964844, 
468024716,-3.879219532,4.684290886,-145.439621,-1.110556602,0.500937521,10.5774231,-3.720877409,8.616564751,-3.43458724,-0.484863281,-0.462402344,-1.065429688, 
468033049,-3.880423546,4.681223869,-145.4608002,1.014500499,0.298741549,5.36765337,-0.714867651,-0.609465122,-3.037873983,-0.487792969,-0.459960938,-1.067382813, 
468041382,-3.848903418,4.75056076,-145.4832153,-2.322772503,-0.170299739,13.05716991,3.235859871,8.048441887,-2.565394163,-0.488769531,-0.459472656,-1.071289063, 
468049715,-3.826194763,4.711443901,-145.4753723,0.935191453,-0.421174705,5.128786564,1.868366241,-5.160832882,0.136408597,-0.486328125,-0.464355469,-1.071289063, 
468058048,-3.761909485,4.706196308,-145.4857941,-0.864585161,0.823123515,8.729474068,7.049255848,-0.978310227,-1.728064418,-0.491210938,-0.46484375,-1.064941406, 
468066381,-3.680930614,4.672693253,-145.4790955,-0.40532276,-0.472872108,9.695858002,8.873168945,-4.478393078,0.050524082,-0.492675781,-0.466308594,-1.062011719, 
468074714,-3.586099148,4.666674614,-145.4848785,-1.678404331,0.08401756,14.10622025,10.66883087,-1.10748291,-1.191856027,-0.489257813,-0.466796875,-1.0625, 
468083047,-3.516330004,4.625555515,-145.4684143,0.099983431,-1.190888047,5.638147354,7.434468746,-5.462339401,1.17150557,-0.487304688,-0.465820313,-1.06640625, 
468091380,-3.429531574,4.537312031,-145.470993,-0.018897494,-0.331206501,10.08878994,9.671589851,-10.98133469,-1.395002604,-0.489746094,-0.466796875,-1.064453125, 
468099713,-3.3473351,4.508575439,-145.4675903,-1.333854556,-0.465986639,10.08486271,9.05267334,-3.882017136,-0.283626407,-0.4921875,-0.46484375,-1.059570313, 
468108046,-3.289069891,4.408055782,-145.4683685,-1.940923095,-1.160153151,11.30636978,6.231829643,-12.46696472,-1.257889867,-0.491210938,-0.468261719,-1.064941406, 
468116379,-3.235958099,4.40318346,-145.4664917,-0.200106218,-0.99174881,5.941524982,5.576974392,-1.01148057,-0.292565793,-0.491699219,-0.47265625,-1.059082031, 
468124712,-3.183931351,4.25293541,-145.4747467,0.018086422,-0.251295298,8.71592617,5.551131248,-18.3782959,-2.440038204,-0.489746094,-0.468261719,-1.055664063, 
468133045,-3.125892401,4.251161575,-145.4845734,-2.837232351,-0.696887553,12.25959778,6.273067474,-0.562309325,-1.671789765,-0.4921875,-0.469238281,-1.057617188, 
468141378,-3.08812952,4.157469749,-145.5045929,-0.70816499,-0.456681967,8.207616806,3.939585209,-11.52835464,-3.456872225,-0.491699219,-0.467285156,-1.058105469, 
468149711,-3.016232967,4.169260025,-145.5302429,-1.741171122,-0.284801751,9.533438683,8.072979927,1.160875559,-3.478925705,-0.494628906,-0.472167969,-1.053710938, 
468158044,-2.95882678,4.098954201,-145.5544739,-0.270092666,-0.558852017,9.019194603,6.330495358,-8.706408501,-3.795697212,-0.492675781,-0.470214844,-1.054199219, 
468166377,-2.91426897,4.110167027,-145.5722809,-2.592593193,-1.096667528,12.05090809,4.720229626,1.038209081,-2.544518232,-0.490234375,-0.475097656,-1.053222656, 
468174710,-2.855223894,4.11860466,-145.5941772,0.793420732,0.176169053,4.680171967,6.506925106,0.709142983,-3.012054682,-0.491699219,-0.470703125,-1.055175781, 
468183043,-2.793420076,4.14205265,-145.6068878,-3.394407272,-0.744020283,13.56317616,6.747519016,2.469173908,-1.867482543,-0.491210938,-0.472167969,-1.049804688, 
468191376,-2.749914408,4.177805901,-145.6153717,0.601995528,-1.395486593,6.710456371,4.526458263,3.901829243,-1.268519521,-0.493652344,-0.47265625,-1.051269531, 
468199709,-2.715681791,4.225520134,-145.6113739,-2.303867817,-0.157256871,10.88092422,3.294541836,5.280823708,0.26550436,-0.493652344,-0.476074219,-1.05078125, 
468208042,-2.659925938,4.306480408,-145.6238098,-0.172321722,-0.521230638,4.68703413,6.035777569,9.341269493,-1.500200391,-0.48828125,-0.479003906,-1.053710938, 
468216375,-2.599685431,4.376729965,-145.6251984,-2.433391333,-0.599114716,15.08380318,6.462767124,8.013836861,-0.265030533,-0.493652344,-0.477050781,-1.046875, 
468224708,-2.57991457,4.481864929,-145.6349182,-0.385675132,-1.511473656,7.257638454,1.69705832,12.22207546,-1.072698593,-0.48828125,-0.479003906,-1.055175781, 
468233041,-2.540950298,4.527002335,-145.6408539,-0.786647797,-0.751853108,9.327985764,3.95328784,5.028112411,-0.952849507,-0.48828125,-0.478027344,-1.045898438, 
468241374,-2.509090662,4.697995186,-145.6704712,-1.478993535,-0.601875782,10.30284882,3.341928959,20.21928215,-3.095020533,-0.483886719,-0.481933594,-1.056152344, 
468249707,-2.492809296,4.704594135,-145.6923828,0.376321256,-1.933083892,4.996971607,1.39048171,0.490371734,-3.069200277,-0.485351563,-0.479980469,-1.048339844, 
468258040,-2.479240179,4.854661465,-145.7205963,-1.845020413,-0.033138968,13.92362309,1.146352649,17.7046032,-3.067766428,-0.48046875,-0.483886719,-1.059570313, 
468266373,-2.465690136,4.903989792,-145.7492065,0.043095469,-0.975476563,7.15336132,1.139718175,5.647490501,-3.649029493,-0.484375,-0.480957031,-1.048828125, 
468274706,-2.448943138,5.00654459,-145.7580414,-1.337100625,-0.103151649,15.72414017,1.338792205,11.90691948,-1.018703818,-0.478027344,-0.483886719,-1.05859375, 
468283039,-2.450474262,5.060243607,-145.7675018,0.716446698,-1.500648499,0.938396454,-0.863891363,6.070382118,-1.340213776,-0.48046875,-0.478515625,-1.051269531, 
468291372,-2.435229301,5.090456009,-145.7657471,-0.695927858,-0.102341376,13.94253254,1.050170898,3.182018042,-0.13721545,-0.474609375,-0.48046875,-1.057128906, 
468299705,-2.438690662,5.195279598,-145.7801514,-1.453041196,-1.081135988,12.61358356,-1.040040493,12.22468853,-1.670893312,-0.479492188,-0.479980469,-1.056640625, 
468308038,-2.464628458,5.127044201,-145.7759705,2.019805908,-1.736117005,5.084551334,-3.920413256,-8.634714127,-0.337672561,-0.475585938,-0.480957031,-1.053222656, 
468316371,-2.485683203,5.190894604,-145.7809296,-4.068184853,-0.350777745,13.89121151,-3.251625299,7.265901566,-0.74747479,-0.474121094,-0.483886719,-1.055175781, 
468324704,-2.484135628,5.207632542,-145.791748,2.378155947,-0.436159015,3.456464291,-0.461568505,1.628027916,-1.66031456,-0.4765625,-0.480957031,-1.054199219, 
468333037,-2.522093773,5.145020008,-145.8074646,-2.074617624,-1.50527668,15.39625645,-5.164444923,-7.837699413,-2.690826416,-0.476074219,-0.478515625,-1.055175781, 
468341370,-2.568553925,5.169822216,-145.8153534,0.108924069,-0.834258616,11.42760658,-6.251948357,2.583106041,-1.290906191,-0.479492188,-0.479980469,-1.053710938, 
468349703,-2.629467249,5.142216206,-145.8210297,-1.594134569,-1.069418311,5.781986713,-8.028166771,-3.693624258,-1.314138174,-0.4765625,-0.475585938,-1.059570313, 
468358036,-2.671411514,5.090928078,-145.8211365,0.906018496,-0.54965812,7.367490768,-5.79232645,-6.578734398,-0.783590674,-0.479492188,-0.478027344,-1.056640625, 
468366369,-2.731018782,5.050355911,-145.8340454,-1.326601982,-0.934416473,11.69403172,-7.794744968,-5.204556942,-2.257638931,-0.478027344,-0.474609375,-1.05859375, 
468374702,-2.809883356,5.021542549,-145.8324432,-1.98414886,-1.718203306,14.06881142,-10.24164677,-3.894490719,-0.454960018,-0.479980469,-0.477050781,-1.055664063, 
468383035,-2.872166634,5.010460377,-145.83815,1.626848459,-0.07165841,1.79495585,-8.195274353,-1.709135294,-1.23276186,-0.48046875,-0.474609375,-1.059570313, 
468391368,-2.953615189,4.88477087,-145.8361053,-1.496207356,-0.671248853,14.30261421,-10.55514336,-15.50652885,-0.997546673,-0.483398438,-0.475585938,-1.054199219, 
468399701,-3.02517724,4.934187889,-145.8404236,-2.639757395,-1.289744854,12.10455704,-9.321969032,5.534813404,-0.6919173,-0.478515625,-0.474121094,-1.0625, 
468408034,-3.111808777,4.817425728,-145.8334351,1.588142633,-0.505899429,0.069936298,-11.2290535,-14.46776867,-0.379654288,-0.485839844,-0.47265625,-1.049804688, 
468416367,-3.154415607,4.804996967,-145.848938,-1.971824646,0.394123584,13.60851192,-5.736640453,-1.802806735,-2.420570612,-0.48046875,-0.474609375,-1.063964844, 
468424700,-3.21324563,4.776521683,-145.8544769,-1.423893213,-1.697878122,14.20565605,-7.764802456,-3.806557417,-1.317083955,-0.485839844,-0.467773438,-1.054199219, 
468433033,-3.284244061,4.763298512,-145.8536987,-1.737754107,-0.490576446,7.746797562,-9.306984901,-2.004800797,-0.482239276,-0.482910156,-0.46875,-1.0625, 
468441366,-3.315169096,4.735772133,-145.8581696,2.260772228,-0.063044161,0.28693226,-4.428317547,-3.698362589,-1.194161296,-0.484863281,-0.466308594,-1.060546875, 
468449699,-3.347878933,4.708123207,-145.8576965,-3.475885868,-0.665815115,19.667799,-4.70930481,-3.731609821,-0.620607316,-0.483886719,-0.469726563,-1.059082031, 
468458032,-3.381260633,4.749199867,-145.8436584,1.260229826,-1.408387542,6.590846062,-4.905869007,4.391521931,1.504285574,-0.486816406,-0.468261719,-1.058105469, 
468466365,-3.435811043,4.640893459,-145.8223572,-1.166591525,-0.322560996,7.018547058,-7.534146309,-13.54089069,1.283900857,-0.483398438,-0.467773438,-1.057617188, 
468474698,-3.456191778,4.682034016,-145.8075409,-1.05385673,-0.710504055,11.11820221,-3.352058172,4.389934063,1.606179118,-0.480957031,-0.469726563,-1.062011719, 
468483031,-3.494940281,4.63203907,-145.7863159,-0.624755025,-1.698982716,9.911669731,-5.635490417,-6.557526112,1.683354616,-0.488769531,-0.465820313,-1.055664063, 
468491364,-3.561974525,4.61763382,-145.7631073,-0.906466782,-0.395923644,10.28781223,-9.026842117,-2.326566935,2.183933973,-0.483398438,-0.46875,-1.062988281, 
468499697,-3.61470437,4.597204685,-145.7378235,-0.151796982,-1.193823457,7.544493198,-7.351976395,-3.050885677,2.37903738,-0.491699219,-0.463378906,-1.057617188, 
468508030,-3.689217806,4.586483955,-145.7114258,-2.171555519,-1.431741953,16.19817924,-9.953692436,-1.915151119,2.596886635,-0.485839844,-0.466796875,-1.067382813, 
468516363,-3.785279036,4.536197186,-145.6831207,1.231179357,-1.494312644,0.98066926,-12.57725525,-6.656653404,2.499347448,-0.486328125,-0.460449219,-1.061523438, 
468524696,-3.879609823,4.453420639,-145.6533203,-1.909148216,-0.18465583,13.24318695,-12.35969257,-10.58067989,2.43556881,-0.486816406,-0.465820313,-1.062988281, 
468533029,-3.960938215,4.489551067,-145.6522217,-1.762226462,-1.220665455,11.85958385,-10.54978657,3.901598215,-0.057708874,-0.487792969,-0.458496094,-1.065917969, 
468541362,-4.072141647,4.36435318,-145.6297302,-0.189941853,-1.301333308,9.035273552,-14.31349468,-15.60878086,1.185388684,-0.48828125,-0.463867188,-1.068359375, 
468549695,-4.201562881,4.365046024,-145.6244812,-2.067944288,-0.364769399,11.2153368,-16.35769081,-0.37760517,0.145373628,-0.491699219,-0.458007813,-1.061523438, 
468558028,-4.296415329,4.278167725,-145.6262054,0.678333342,-0.70067364,2.785990477,-12.127985,-10.81525421,-1.418849587,-0.489746094,-0.457519531,-1.069335938, 
468566361,-4.392170906,4.26473999,-145.6225281,-2.551473141,-0.406375468,18.11431694,-12.3024168,-2.054620504,-0.170744509,-0.491210938,-0.455078125,-1.064941406, 
468574694,-4.538363457,4.180494785,-145.6083984,0.625974,-1.885059595,4.075004101,-18.43134308,-10.64481831,0.466524988,-0.488769531,-0.455078125,-1.070800781, 
468583027,-4.632420063,4.095355988,-145.6022491,-1.746147275,1.000095844,11.68556404,-12.11947918,-10.65859699,-0.569788754,-0.493652344,-0.453125,-1.067871094, 
468591360,-4.708069324,4.105837345,-145.6120148,-1.630127907,-0.620421112,8.772472382,-9.756104469,0.912929833,-1.491337776,-0.494628906,-0.449707031,-1.064941406, 
468599693,-4.803934097,3.993309736,-145.5970612,-1.185955644,-0.843661845,10.64835262,-12.41061306,-14.0195713,0.179440588,-0.493652344,-0.451660156,-1.073242188, 
468608026,-4.88599968,3.982637644,-145.6066284,0.730213821,-0.857751012,5.526540756,-10.53206253,-1.616975665,-1.668972373,-0.498046875,-0.448730469,-1.0703125, 
468616359,-4.961352348,3.89786005,-145.5914917,-2.403335571,0.177214473,13.98462963,-9.946110725,-10.70672417,0.4467507,-0.49609375,-0.446289063,-1.069335938, 
468624692,-5.036195278,3.904069185,-145.5909576,-1.883924246,-1.40002203,8.289056778,-9.748624802,0.300109208,-0.2994048,-0.498046875,-0.446289063,-1.070800781, 
468633025,-5.08891201,3.845492601,-145.5812836,-0.19422999,0.304474503,6.957807064,-7.183794975,-7.518342972,0.049089689,-0.500488281,-0.446289063,-1.068847656, 
468641358,-5.14913559,3.829347372,-145.5843506,-2.0252738,-0.681460798,8.876152992,-7.966001034,-2.335531473,-0.968371749,-0.496582031,-0.4453125,-1.069335938, 
468649691,-5.183902264,3.844107389,-145.5765533,-2.571818829,-0.982096553,12.54528427,-5.013192654,1.264715672,0.603458583,-0.499511719,-0.448730469,-1.068359375, 
468658024,-5.221588612,3.884167671,-145.5878906,0.139973179,0.292456836,8.248249054,-5.194361687,4.46985054,-1.337933898,-0.499023438,-0.446289063,-1.067871094, 
468666357,-5.241689682,3.906511307,-145.5973206,-2.391710758,0.077834778,7.984046459,-3.11466527,2.358110189,-1.3659302,-0.494140625,-0.447265625,-1.072265625, 
468674690,-5.251489639,3.935707331,-145.5921783,-0.869299293,-1.238099694,7.803021908,-1.983566761,2.990193129,0.519853771,-0.497558594,-0.446777344,-1.068847656, 
468683023,-5.240546703,4.056560993,-145.59729,-1.806825519,0.556256711,13.5562582,0.57771647,14.08354282,0.231027663,-0.494628906,-0.44140625,-1.067871094, 
468691356,-5.25119257,4.116821766,-145.6034698,-1.095877528,-0.959635198,6.923544884,-1.989329815,6.82764101,-0.507571697,-0.493164063,-0.442871094,-1.075195313, 
468699689,-5.229689598,4.22674036,-145.5983582,-1.370943904,-0.572645485,3.976307154,1.756509304,12.66295052,1.328649044,-0.494628906,-0.447265625,-1.072265625, 
468708022,-5.18421793,4.323349953,-145.5893555,-0.541502297,0.786720514,13.71939373,4.611958981,11.00514507,1.703692794,-0.4921875,-0.4453125,-1.068847656, 
468716355,-5.146894932,4.502541065,-145.5982208,-3.270045757,-1.260399342,11.89792538,3.782212496,21.09526634,0.395112574,-0.491210938,-0.444335938,-1.075683594, 
468724688,-5.101937771,4.58095026,-145.5887909,0.219642296,-0.396209538,4.019872665,4.539546967,8.828574181,1.524495244,-0.487792969,-0.446777344,-1.073242188, 
468733021,-5.038103104,4.749870777,-145.5963287,-0.595099926,-0.200639293,9.679569244,6.955329895,19.85527611,0.407612264,-0.48828125,-0.448242188,-1.069335938, 
468741354,-4.99089241,4.85095644,-145.5967407,-1.345474005,-1.270324349,12.93835068,4.902399063,11.64491272,0.57763952,-0.486328125,-0.444335938,-1.070800781, 
468749687,-4.943665028,4.994920731,-145.5904541,-0.628712296,-1.170833588,6.177107811,4.824838638,16.73041153,1.758430243,-0.485839844,-0.446289063,-1.075683594, 
468758020,-4.90278101,5.016972542,-145.5936432,0.82062149,-0.041666571,7.55648756,4.173544884,2.227349758,-0.599116921,-0.484863281,-0.450195313,-1.076171875, 
468766353,-4.858581066,5.163749218,-145.6062469,-3.145717621,-1.600630283,14.84763622,4.659499645,17.26286125,-0.488796562,-0.488769531,-0.450683594,-1.070800781, 
468774686,-4.838314056,5.18307066,-145.6138916,0.901415169,-1.347284198,6.492897987,1.750745893,1.946669221,-1.170673132,-0.480957031,-0.447265625,-1.073730469, 
468783019,-4.838445663,5.262877464,-145.6186371,-1.046527743,-0.331900775,9.776407242,-0.743402004,9.175084114,-0.243617028,-0.478027344,-0.448730469,-1.079101563, 
468791352,-4.828648567,5.243136406,-145.6367188,1.013540983,-1.287118196,5.994130135,0.608683765,-2.618927479,-2.793488264,-0.481445313,-0.44921875,-1.075683594, 
468799685,-4.809708595,5.302393913,-145.6290131,-3.091640472,-0.266292572,16.32620811,1.409615278,6.593398571,1.029320836,-0.478515625,-0.44921875,-1.075195313, 
468808018,-4.849842548,5.260778904,-145.6177216,2.144507408,-1.430911183,3.977051973,-5.707082748,-5.531753063,0.480433494,-0.478515625,-0.450683594,-1.077148438, 
468816351,-4.857940197,5.214477539,-145.605896,-2.349458456,-0.375489384,11.98154163,-1.880494475,-6.070035934,0.452590704,-0.480957031,-0.450683594,-1.076171875, 
468824684,-4.856368065,5.229310513,-145.5962982,-0.028897297,-0.179036021,9.690587044,-0.682568073,1.234439611,0.856834531,-0.479492188,-0.446289063,-1.075683594, 
468833017,-4.886820793,5.167252064,-145.580246,-2.744687319,-1.010905862,11.61713123,-4.60838604,-7.997789383,0.791902602,-0.481445313,-0.448730469,-1.076660156, 
468841350,-4.891710281,5.130155563,-145.5716705,2.183462858,-0.726715505,3.906709909,-1.444847703,-4.963295937,0.201417536,-0.485351563,-0.4453125,-1.074707031, 
468849683,-4.893429756,5.065844536,-145.5739136,-4.137851238,0.32087931,17.18137932,-0.962813437,-8.081086159,-1.410473466,-0.48046875,-0.4453125,-1.079101563, 
468858016,-4.917512894,5.083831787,-145.5733643,-0.577284217,-1.20337677,7.673995495,-3.66288662,1.703820348,-0.193566769,-0.485839844,-0.447265625,-1.068847656, 
468866349,-4.917758465,5.009305,-145.5900269,-0.907269716,-0.717766821,6.421051025,-0.631646991,-9.153427124,-3.237946749,-0.48046875,-0.446777344,-1.077636719, 
468874682,-4.916753769,5.021915436,-145.5971832,-1.064005017,-0.10788136,8.987128258,-0.572222114,1.13879621,-1.155586243,-0.485351563,-0.448730469,-1.0703125, 
468883015,-4.916731358,4.967742443,-145.6053009,-2.156966209,-0.906423628,13.01469803,-0.690354764,-6.808980465,-2.012817621,-0.482421875,-0.443359375,-1.070800781, 
468891348,-4.90196991,5.03075552,-145.6082764,-0.69056648,-0.141475081,9.447587967,1.033982635,7.122895718,-0.154453829,-0.484375,-0.446289063,-1.073242188, 
468899681,-4.897322178,5.00563097,-145.6250916,-2.050184488,0.025547888,8.933209419,-0.044030871,-3.247347116,-2.747331858,-0.482910156,-0.44140625,-1.07421875, 
468908014,-4.889968872,5.052529335,-145.6082764,-0.88195765,-1.625196576,7.391694546,-0.061192412,4.99379015,2.022461653,-0.484375,-0.445800781,-1.070800781, 
468916347,-4.878213882,5.072430134,-145.6157074,-0.434621751,-0.012362457,13.27629662,0.710269928,2.041646719,-1.168137312,-0.480957031,-0.444335938,-1.0703125, 
468924680,-4.884725571,5.148239136,-145.6090698,-1.838866234,-0.747315466,8.68012619,-1.619613767,8.554373741,1.114949346,-0.480957031,-0.444335938,-1.071777344, 
468933013,-4.876442432,5.154565811,-145.6108398,-0.917173266,-0.583929598,5.773338318,0.233563423,0.359815985,-0.630929828,-0.484375,-0.446777344,-1.070800781, 
468941346,-4.865113258,5.188714027,-145.5970764,-0.486154139,-0.340044379,11.62269211,0.442319393,3.500197887,1.534049273,-0.48046875,-0.442382813,-1.069824219, 
468949679,-4.863097191,5.255563736,-145.6112366,-1.873273373,-0.109315999,13.51191425,-0.38262549,7.721963406,-1.490364432,-0.477539063,-0.447265625,-1.074707031, 
468958012,-4.860080719,5.279605865,-145.6074219,-1.694318295,-1.310485482,4.642964363,-0.449786007,2.392049551,0.254618317,-0.482910156,-0.450683594,-1.07421875, 
468966345,-4.820485115,5.337158203,-145.6194458,1.317085743,0.247932643,7.773167133,4.107077122,6.588456154,-1.333579779,-0.479980469,-0.448242188,-1.070800781, 
