SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
677516336,-1.314334989,6.827780724,175.4514313,0,0,0,0,0,0,0.052490234,-0.604980469,-0.50390625, 
677524669,-1.407527924,6.802588463,175.431839,-0.594020784,-1.407799482,3.822161913,-12.70548153,-3.313714027,-2.617826223,0.055419922,-0.60546875,-0.516113281, 
677533002,-1.46413362,6.749425888,175.4273682,-2.89863205,0.090199865,12.6809454,-8.380761147,-6.682332039,-0.850431085,0.051025391,-0.606445313,-0.508789063, 
677541335,-1.539456725,6.771802425,175.4255219,-0.133954242,0.538654625,13.95600128,-10.81358814,2.343510628,-0.363107443,0.052978516,-0.601074219,-0.509277344, 
677549668,-1.630526066,6.732555866,175.4042053,-2.519640923,-0.125805467,9.696762085,-12.2800293,-4.955458641,-2.844435453,0.055908203,-0.604003906,-0.517578125, 
677558001,-1.712314129,6.726418972,175.4211578,-0.625372052,-0.602724433,7.514466763,-11.85411644,-1.141524315,1.786990404,0.051025391,-0.59765625,-0.505859375, 
677566334,-1.76478374,6.696000576,175.3987885,0.02051818,-0.630239964,8.667508125,-7.632172108,-3.887498617,-2.985902786,0.051269531,-0.594482422,-0.513183594, 
677574667,-1.827968836,6.686905384,175.4049835,-2.455657959,0.437427491,14.95509148,-9.467432976,-1.460626364,0.491678119,0.054443359,-0.599609375,-0.514648438, 
677583000,-1.908756971,6.730363369,175.3840942,-2.000668287,-0.218469277,7.467823029,-11.05600071,4.974374294,-2.509196043,0.049316406,-0.595458984,-0.509765625, 
677591333,-1.965019584,6.705084324,175.3945618,-0.922670484,-0.042330593,10.17952824,-8.698326111,-3.421127558,0.931845903,0.051269531,-0.595214844,-0.513671875, 
677599666,-2.015916586,6.692167759,175.3712921,-0.906776369,0.04612454,13.31523323,-7.435530186,-1.771762133,-3.021070719,0.05078125,-0.600097656,-0.516113281, 
677607999,-2.076997042,6.734158993,175.3805695,-0.764246106,-0.190738618,7.634708881,-9.26006031,4.648485184,1.072045684,0.051269531,-0.596923828,-0.520019531, 
677616332,-2.141372204,6.701135635,175.3566437,-1.680875182,-0.102450393,10.78752327,-9.043773651,-4.173559189,-3.197220564,0.049804688,-0.593505859,-0.513671875, 
677624665,-2.192364693,6.754357815,175.3709717,-2.470900059,-0.711877108,9.788487434,-8.120763779,5.970589638,1.738271952,0.0546875,-0.590332031,-0.512695313, 
677632998,-2.231275797,6.757066727,175.3457794,-0.34433803,0.268134415,11.32579422,-5.971087456,0.118350573,-3.174320936,0.055908203,-0.599121094,-0.51953125, 
677641331,-2.273198605,6.773245811,175.3615417,-2.031809092,0.715175152,11.6568985,-7.053674221,1.518834591,1.742139578,0.051269531,-0.591552734,-0.516113281, 
677649664,-2.335486174,6.811474323,175.3404846,-0.590074122,-1.023154974,6.174408913,-8.837322235,4.363654613,-2.514396191,0.05078125,-0.589599609,-0.514648438, 
677657997,-2.36252737,6.824505329,175.3423309,-1.841238737,-0.119181447,10.89504051,-5.070440292,1.205085754,0.073704958,0.054199219,-0.591552734,-0.519042969, 
677666330,-2.382786989,6.860271454,175.3247986,-0.602082908,0.584810019,13.83033752,-3.840829372,4.0523386,-2.107769728,0.0546875,-0.591552734,-0.520996094, 
677674663,-2.426095724,6.913235188,175.3390503,-2.677619934,-0.107146643,7.783200264,-7.202596664,5.931732655,1.751284003,0.056640625,-0.590820313,-0.520507813, 
677682996,-2.464591742,6.893290043,175.312851,1.06934309,-0.456054866,9.311823845,-5.905054569,-2.582094193,-3.4165802,0.0546875,-0.588134766,-0.518066406, 
677691329,-2.455702305,6.926051617,175.3091431,-2.421094179,-0.065072969,9.075110435,-0.678392947,3.599606752,-0.483776063,0.055175781,-0.591308594,-0.51171875, 
677699662,-2.443083763,6.93418169,175.3012848,-0.207482517,0.901336908,12.53081512,-0.037755381,0.693210781,-1.082662463,0.057617188,-0.590332031,-0.520507813, 
677707995,-2.461200476,6.941705704,175.2864075,-2.509853363,0.443155468,12.29537868,-3.758761168,0.630174279,-1.943224072,0.057128906,-0.587646484,-0.5234375, 
677716328,-2.458944559,6.963824749,175.2828522,-0.919034779,-1.480066419,4.666690826,-1.348922491,2.348505259,-0.497940749,0.056640625,-0.591796875,-0.5234375, 
677724661,-2.436375141,6.951248169,175.2818146,-0.251031429,0.124776714,11.61096478,0.925224602,-1.850218654,-0.399249047,0.053710938,-0.594238281,-0.515625, 
677732994,-2.430053711,6.959037781,175.2715302,-1.046467662,0.371401966,11.44145012,-0.762254,0.664292336,-1.372205734,0.059814453,-0.592285156,-0.516113281, 
677741327,-2.403092623,7.00451231,175.2640228,-3.969577551,0.376172274,6.366645336,1.545626998,5.144503593,-0.875059068,0.058837891,-0.58984375,-0.517578125, 
677749660,-2.352942228,6.98140192,175.2697906,0.950009584,-0.455988139,13.55403996,4.260838032,-3.126063585,0.377156764,0.058837891,-0.591796875,-0.523925781, 
677757993,-2.327085495,7.017261505,175.2555695,-1.581046104,-0.069861777,11.8368206,1.511227131,4.02221632,-1.728013277,0.053955078,-0.596679688,-0.518066406, 
677766326,-2.318676472,7.030769825,175.2609558,-0.670264304,-0.450021118,7.834265709,-0.741352797,1.272220612,0.49698016,0.056396484,-0.593261719,-0.512207031, 
677774659,-2.282232761,7.029544353,175.2552032,-1.125043511,0.018475087,10.26391029,2.65833497,-0.467075616,-0.901108921,0.059814453,-0.590332031,-0.516113281, 
677782992,-2.226016283,7.061131477,175.2674866,-2.626810789,0.486427635,10.98790455,4.891025543,3.410010576,1.408642173,0.058349609,-0.592285156,-0.522949219, 
677791325,-2.191901445,7.089686394,175.2626801,-0.96400553,0.243198469,10.61054802,2.366447449,3.099117279,-0.651715696,0.055908203,-0.600585938,-0.522949219, 
677799658,-2.157037735,7.089501381,175.2685852,-0.356168509,-0.53930968,6.329301834,2.416357517,-0.371432036,0.516037166,0.057861328,-0.59765625,-0.515136719, 
677807991,-2.076022625,7.104435444,175.2642059,-1.562122941,-0.647563517,9.398072243,7.987813473,1.462893248,-0.665867805,0.056884766,-0.593261719,-0.511230469, 
677816324,-2.011604548,7.125164986,175.2745667,-1.736006379,0.405839592,15.64811134,5.897997856,2.119642019,1.126475811,0.059326172,-0.590820313,-0.516113281, 
677824657,-1.968056321,7.166614532,175.2671051,-1.533774734,0.557792544,7.285283089,3.538772821,4.655169487,-0.926313162,0.060791016,-0.595703125,-0.520507813, 
677832990,-1.90598464,7.156746387,175.289444,-1.07151401,-1.492867231,8.509064674,5.432689667,-1.596817017,2.419533491,0.057861328,-0.598632813,-0.520019531, 
677841323,-1.841581464,7.170667171,175.2808685,0.719371974,-0.170758724,12.95999527,6.057984352,1.356440306,-1.178536654,0.055419922,-0.600585938,-0.51171875, 
677849656,-1.785117149,7.20938158,175.2851563,-3.652083397,0.744741619,9.161595345,5.028702736,4.307353973,0.473568827,0.062255859,-0.598144531,-0.515625, 
677857989,-1.743293166,7.202709675,175.2879791,-0.520465493,-1.214594603,11.37059402,3.177817583,-1.158096552,0.101342723,0.060302734,-0.602050781,-0.51953125, 
677866322,-1.691909909,7.222016811,175.2892914,-1.151840687,-0.366930485,8.194003105,4.463011742,1.989009619,0.037921879,0.059814453,-0.600097656,-0.517578125, 
677874655,-1.643898606,7.212258816,175.2770538,-0.457176983,0.396639943,11.5541172,4.147008896,-1.475764155,-1.701502442,0.057373047,-0.6015625,-0.509765625, 
677882988,-1.622981191,7.245327473,175.2815704,-2.727603674,-0.713980436,9.161292076,0.758296549,3.632136583,0.462990075,0.059814453,-0.600097656,-0.509765625, 
677891321,-1.578303218,7.248592854,175.2748108,-0.139915839,-0.514128625,8.900406837,3.664359331,0.066276826,-1.005205035,0.060791016,-0.604492188,-0.516601563, 
677899654,-1.529732347,7.237503529,175.2713165,-2.215753078,0.277209014,13.56704426,4.195317268,-1.640694261,-0.629239321,0.060302734,-0.603515625,-0.513671875, 
677907987,-1.505025744,7.276750565,175.2740173,-0.254444897,-0.684711635,7.349691391,1.125451207,4.352870464,0.23527959,0.056884766,-0.602539063,-0.508789063, 
677916320,-1.488788605,7.230171204,175.2763367,-1.476985574,-0.774802804,10.19807625,0.223625064,-5.918091774,-0.021464728,0.060791016,-0.604003906,-0.518066406, 
677924653,-1.45889318,7.267849922,175.2799835,-1.211638093,-0.466468632,11.62874603,1.73245728,4.161480904,0.340425998,0.059326172,-0.607421875,-0.509277344, 
677932986,-1.449406266,7.269271374,175.2810822,-2.040899277,1.170426846,11.22685242,-0.558006048,-0.153711006,-0.083015725,0.061279297,-0.604980469,-0.505859375, 
677941319,-1.456000566,7.246012211,175.2921753,0.197161302,-1.189181805,10.08199215,-2.758141041,-3.170017719,1.036134243,0.060302734,-0.599609375,-0.51171875, 
677949652,-1.44285202,7.239877701,175.287796,-2.892716885,-0.939089596,7.632097721,-0.038549423,-1.042704225,-0.759308398,0.062255859,-0.602050781,-0.518066406, 
677957985,-1.436800122,7.241389751,175.2954559,0.210808992,0.293738723,13.72270107,-1.188858986,-0.187726736,0.702662528,0.056396484,-0.606933594,-0.5078125, 
677966318,-1.4449265,7.271582603,175.273941,-2.870533228,0.072940059,8.234839439,-2.333047152,3.365851641,-2.671206236,0.062744141,-0.604492188,-0.510742188, 
677974651,-1.450507998,7.235542297,175.2945862,-0.335493088,-1.006943822,10.21049786,-2.781628847,-4.731794357,2.135650873,0.061767578,-0.604492188,-0.514648438, 
677982984,-1.452381849,7.224107742,175.2737579,-0.407073826,-0.389069974,11.50942039,-1.605193138,-1.632216096,-2.636243105,0.058837891,-0.60546875,-0.510253906, 
677991317,-1.458141327,7.22315836,175.2808533,-1.896435738,0.218389183,8.944684029,-2.597462893,-0.483417481,0.629149675,0.059814453,-0.600097656,-0.509765625, 
677999650,-1.487168789,7.210942268,175.277771,-2.504881382,-0.671163321,10.89544582,-5.123564243,-1.776808381,-0.596786082,0.063720703,-0.604980469,-0.513671875, 
678007983,-1.497941613,7.220489502,175.286438,0.116964392,-0.737759471,8.556963921,-3.221348763,0.77125752,0.848177075,0.060791016,-0.606933594,-0.517089844, 
678016316,-1.512493372,7.171676636,175.263092,-1.734223485,0.51131624,12.80030823,-3.080341816,-6.104511738,-3.127190351,0.057861328,-0.602050781,-0.510253906, 
678024649,-1.53672111,7.181480408,175.2822571,-1.393013239,-0.441637993,8.122279167,-4.995390892,0.769361973,2.100943804,0.059326172,-0.600585938,-0.512207031, 
678032982,-1.53835535,7.148481846,175.2624969,-1.429283261,0.074858345,9.072676659,-1.585649371,-4.218203545,-2.65424943,0.060791016,-0.606445313,-0.515136719, 
678041315,-1.54035151,7.157889843,175.2723694,-1.529768467,-0.179986313,14.89144707,-2.186815262,0.749434114,0.994075537,0.058837891,-0.6015625,-0.512207031, 
678049648,-1.556674719,7.196125031,175.2628632,-1.94727087,0.438729227,6.640858173,-3.503873348,4.295263767,-1.208402872,0.058349609,-0.600097656,-0.505859375, 
678057981,-1.565705299,7.14228487,175.2701874,0.233428791,-0.465752423,10.81123257,-2.993587017,-6.828627586,0.483276606,0.060302734,-0.599609375,-0.515136719, 
678066314,-1.560932755,7.141443253,175.2637329,-1.923664093,-0.886194348,11.75007534,-1.021085858,-0.402015418,-0.953259289,0.056884766,-0.604492188,-0.509277344, 
678074647,-1.564913869,7.162486553,175.2732849,-1.588613629,1.111230612,8.49389267,-2.420186758,2.146537066,0.993307292,0.059814453,-0.604492188,-0.508300781, 
678082980,-1.576383233,7.14569664,175.2680206,-1.562302828,-0.464219153,10.36319447,-2.992562294,-2.321776628,-0.848804474,0.058349609,-0.602539063,-0.512207031, 
678091313,-1.573381424,7.155508041,175.2797546,-1.353199005,-1.251691461,9.639224052,-1.613235712,0.791851223,1.216663361,0.060302734,-0.606445313,-0.518066406, 
678099646,-1.577800632,7.135215282,175.2745819,-0.510638952,0.748324513,13.12832451,-2.134280682,-2.739314318,-0.955641568,0.059326172,-0.602050781,-0.511230469, 
678107979,-1.578284621,7.137174606,175.275589,-1.805324316,0.106909394,7.82772541,-1.872887254,-0.114854224,-0.085397854,0.058349609,-0.602050781,-0.519042969, 
678116312,-1.551895738,7.127500057,175.282074,-2.339109182,-0.524390221,10.27224827,1.372167349,-1.507346511,0.592700541,0.058837891,-0.609375,-0.512695313, 
678124645,-1.544962168,7.152827263,175.2746277,-0.15817298,0.015276646,14.53941822,-0.856821835,2.715147734,-1.015194654,0.059814453,-0.599609375,-0.509765625, 
678132978,-1.545638919,7.175551891,175.2696838,-2.78418088,0.187896997,7.239182949,-1.698351979,2.418867588,-0.731209517,0.058349609,-0.606933594,-0.516601563, 
