time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
6900,2022-07-07 08:10:32,32.8256875448803,34.9559678190465,4.7,,,10.1942341,0.1,0.214925,0.549314,0.968713,17,0,15.968,10.2942341,4.8,4.44033,0.637977,0.1,-0.2,0,246.8, -4.4, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9210457,0.0166633,97,4.117,4.133,4.139,4.147,0,0,27.05,38,10.1942341,4.7,6,P-GPS,
7000,2022-07-07 08:10:32,32.8256876140245,34.955967545851,4.8,,,10.2942341,0.1,0.231381,0.536742,0.995376,17,0,16.47,10.2942341,4.8,4.44033,0.637977,0.1,-0.2,0,246.9, -4.1, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9210574,0.0175641,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7100,2022-07-07 08:10:32,32.8256876721951,34.9559672863432,4.8,,,10.2942341,0.1,0.236825,0.525146,1.02047,17,0,16.47,10.2942341,4.8,4.44033,0.637977,0.1,-0.2,0,246.9, -4.1, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.920934,0.0188664,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7200,2022-07-07 08:10:32,32.8256877203926,34.9559670240338,4.8,,,10.2942341,0.1,0.203337,0.513486,1.04557,17,0,16.47,10.2942341,4.8,4.44033,0.637977,0,-0.2,0,246.9, -3.6, -4.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9209252,0.0191874,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7300,2022-07-07 08:10:32,32.8256877513782,34.9559668638986,4.8,,,10.2942341,0.1,0.180854,0.506984,1.06092,17,0,16.47,10.2942341,4.8,4.44033,0.637977,0,-0.2,0,246.8, -2.8, -4,0,0,1024,1024,1024,1024,0,0,0,0,359.9209862,0.0150573,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7400,2022-07-07 08:10:32,32.8256877777256,34.955966651821,4.8,,,10.2942341,0.1,0.1722,0.497636,1.08096,17,0,16.47,10.2942341,4.8,4.44033,0.637977,0,-0.2,0,246.7, -2.5, -3.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9209701,0.015472,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7500,2022-07-07 08:10:32,32.8256877774341,34.9559664637335,4.8,,,10.2942341,0.1,0.15845,0.487687,1.09853,17,0,16.47,10.2942341,4.8,4.44033,0.637977,0,-0.2,0,246.5, -3.2, -3.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9210532,0.0136707,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7600,2022-07-07 08:10:33,32.8256877331979,34.9559662794177,4.8,,,10.2942341,0.1,0.162678,0.474216,1.11645,17,0,16.47,10.2942341,4.8,4.44033,0.637977,-0.1,-0.1,0,246.4, -3.6, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9210978,0.0133507,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7700,2022-07-07 08:10:33,32.8256876545206,34.95596603447,4.8,,,10.2942341,0.1,0.161894,0.454874,1.14095,17,0,16.47,10.2942341,4.8,4.44033,0.637977,-0.1,-0.1,0,246.4, -3.1, -4,0,0,1024,1024,1024,1024,0,0,0,0,359.9204334,0.015824,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7800,2022-07-07 08:10:33,32.8256875853396,34.9559658180044,4.8,,,10.2942341,0.1,0.1769,0.438246,1.16259,17,0,16.47,10.2942341,4.8,4.44033,0.637977,-0.1,-0.1,-0.1,246.4, -2.6, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9204711,0.0152344,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
7900,2022-07-07 08:10:33,32.8256875091805,34.9559656290853,4.8,,,10.2942341,0.1,0.599832,0.422539,1.18217,17,0,16.47,10.2942341,4.8,4.44033,0.637977,-0.1,-0.1,-0.6,246.3, -2.3, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9217792,0.0109442,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
8000,2022-07-07 08:10:33,32.8256874187942,34.9559654531155,4.8,,,10.2942341,0.1,1.21523,0.406256,1.20145,17,0,16.252,10.2942341,4.8,4.44033,0.637977,-0.1,-0.1,-1.2,246.3, -2.4, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9219064,0.00932762,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.2942341,4.8,6,P-GPS,
8100,2022-07-07 08:10:33,32.8256872991754,34.9559654027749,4.9,,,10.3942341,0.2,1.54956,0.392227,1.21556,17,0,16.252,10.3942341,4.9,4.44033,0.637977,0,-0.1,-1.5,246.3, -2.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9218696,0.00925069,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.3942341,4.9,6,P-GPS,
8200,2022-07-07 08:10:33,32.8256872370822,34.9559653291078,5,,,10.4942341,0.3,1.69761,0.383032,1.22531,17,0,16.252,10.4942341,5,4.44033,0.637977,0,-0.1,-1.7,246.4, -2.2, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.921854,0.00935661,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.4942341,5,6,P-GPS,
8300,2022-07-07 08:10:33,32.8256871959919,34.9559652683082,5.2,,,10.6942341,0.4,1.74019,0.37649,1.2326,17,0,16.252,10.6942341,5.2,4.44033,0.637977,0,0,-1.7,246.5, -2.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9219233,0.00837265,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.6942341,5.2,6,P-GPS,
8400,2022-07-07 08:10:33,32.825687166559,34.9559652302431,5.3,,,10.7942341,0.6,1.68386,0.372033,1.23743,17,0,16.252,10.7942341,5.3,4.44033,0.637977,0,0,-1.7,246.6, -2, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9219113,0.00841999,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.7942341,5.3,6,P-GPS,
8500,2022-07-07 08:10:33,32.8256871261424,34.9559652558309,5.5,,,10.9942341,0.7,1.53519,0.368954,1.24252,17,0,16.252,10.9942341,5.5,4.44033,0.637977,0,0.1,-1.5,246.6, -2.1, -3,0,0,1024,1024,1024,1024,0,0,0,0,359.9219811,0.00799019,97,4.144,4.141,4.133,4.135,0,0,13.218,38,10.9942341,5.5,6,P-GPS,
8600,2022-07-07 08:10:33,32.8256870467228,34.9559652863373,5.6,,,11.0942341,0.8,1.06307,0.36222,1.2518,17,0,16.252,11.0942341,5.6,4.44033,0.637977,0,0.1,-1.1,246.8, -3.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9219744,0.00798207,97,4.144,4.141,4.133,4.135,0,0,13.218,38,11.0942341,5.6,6,P-GPS,
8700,2022-07-07 08:10:33,32.8256870020955,34.9559653775264,5.8,,,11.2942341,0.1,0.537522,0.361645,1.26167,17,0,16.252,11.2942341,5.8,4.44033,0.637977,0,0.1,-0.5,246.9, -6.1, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9219705,0.00807698,97,4.144,4.141,4.133,4.135,0,0,13.218,38,11.2942341,5.8,6,P-GPS,
8800,2022-07-07 08:10:34,32.8256869486455,34.9559654980034,5.9,,,11.3942341,0.2,0.340269,0.361829,1.2744,17,0,16.252,11.3942341,5.9,4.44033,0.637977,0,0.1,-0.3,246.8, -6.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9219938,0.00765787,97,4.144,4.141,4.133,4.135,0,0,13.218,38,11.3942341,5.9,6,P-GPS,
8900,2022-07-07 08:10:34,32.8256869326165,34.955965629334,5.9,,,11.3942341,0.2,0.212073,0.366536,1.2868,17,0,16.252,11.3942341,5.9,4.44033,0.637977,0,0.1,-0.2,246.8, -4.2, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9218387,0.00789192,97,4.144,4.141,4.133,4.135,0,0,13.218,38,11.3942341,5.9,6,P-GPS,
9000,2022-07-07 08:10:34,32.8256869640359,34.9559658667644,5.9,,,11.3942341,0.2,0.153818,0.381484,1.30926,17,0,16.382,11.3942341,5.9,4.44033,0.637977,0,0.1,-0.1,246.9, -5, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9218295,0.00789051,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.3942341,5.9,6,P-GPS,
9100,2022-07-07 08:10:34,32.8256869736991,34.9559659791088,6,,,11.4942341,0.2,0.12923,0.388336,1.31981,17,0,16.382,11.4942341,6,4.44033,0.637977,0,0.1,-0.1,246.8, -5.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9218269,0.00822575,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.4942341,6,6,P-GPS,
9200,2022-07-07 08:10:34,32.8256869498911,34.9559660617998,6,,,11.4942341,0.1,0.116974,0.390711,1.32798,17,0,16.382,11.4942341,6,4.44033,0.637977,0,0.1,-0.1,246.8, -5.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,359.9218239,0.00822025,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.4942341,6,6,P-GPS,
9300,2022-07-07 08:10:34,32.8256869117889,34.9559661494626,6,,,11.4942341,0.1,0.105525,0.392265,1.3372,17,0,16.382,11.4942341,6,4.44033,0.637977,0,0.1,0,246.8, -5.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,359.9217822,0.00916386,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.4942341,6,6,P-GPS,
9400,2022-07-07 08:10:34,32.825686850124,34.955966232244,6,,,11.4942341,0.1,0.149036,0.391709,1.34754,17,0,16.382,11.4942341,6,4.44033,0.637977,-0.1,0.1,0.1,246.9, -5.5, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9217796,0.00917078,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.4942341,6,6,P-GPS,
9500,2022-07-07 08:10:34,32.8256867581802,34.9559663265644,5.9,,,11.3942341,0.1,0.155063,0.389589,1.36104,17,0,16.382,11.4942341,6,4.44033,0.637977,-0.1,0.1,0.1,246.9, -5.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9217832,0.00850181,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.3942341,5.9,6,P-GPS,
9600,2022-07-07 08:10:34,32.8256866247639,34.9559664304862,5.9,,,11.3942341,0.1,0.168178,0.385196,1.37877,17,0,16.382,11.4942341,6,4.44033,0.637977,-0.1,0.1,0,246.9, -4.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9217836,0.00844963,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.3942341,5.9,6,P-GPS,
9700,2022-07-07 08:10:34,32.8256865361533,34.9559665300566,5.9,,,11.3942341,0.1,0.138783,0.384744,1.39233,17,0,16.382,11.4942341,6,4.44033,0.637977,-0.1,0.1,0,247.1, -4.9, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,359.921769,0.00861502,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.3942341,5.9,6,P-GPS,
9800,2022-07-07 08:10:35,32.8256864940145,34.9559665896449,5.9,,,11.3942341,0.1,0.0875798,0.385529,1.3996,17,0,16.382,11.4942341,6,4.44033,0.637977,0,0.1,0,247, -6.5, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9218004,0.0081899,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.3942341,5.9,6,P-GPS,
9900,2022-07-07 08:10:35,32.8256865425213,34.9559666234518,5.9,,,11.3942341,0.1,0.068988,0.391529,1.40586,17,0,16.382,11.4942341,6,4.44033,0.637977,0.1,0,0,246.9, -7.2, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9218395,0.00760179,97,4.133,4.133,4.127,4.13,0,0,13.904,38,11.3942341,5.9,6,P-GPS,
10000,2022-07-07 08:10:35,32.8256866306464,34.9559666223308,5.9,,,11.3942341,0.1,0.078752,0.398256,1.41566,17,0,16.344,11.4942341,6,4.44033,0.637977,0.1,0,0,247, -6.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,359.921841,0.00754235,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10100,2022-07-07 08:10:35,32.8256866899704,34.9559666393991,5.9,,,11.3942341,0.1,0.0550058,0.404033,1.42244,17,0,16.344,11.4942341,6,4.44033,0.637977,0.1,0,0,246.9, -6.4, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,359.9217296,0.00835988,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10200,2022-07-07 08:10:35,32.8256866968492,34.955966692157,5.9,,,11.3942341,0.1,0.0543623,0.408071,1.42743,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.9, -3.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9216522,0.00913954,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10300,2022-07-07 08:10:35,32.8256866591344,34.9559668202996,5.9,,,11.3942341,0.1,0.054452,0.413815,1.44012,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.8, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9222242,0.00351704,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10400,2022-07-07 08:10:35,32.8256866405569,34.955966815654,5.9,,,11.3942341,0.1,0.0457411,0.41209,1.44223,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -6.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9221829,0.00392255,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10500,2022-07-07 08:10:35,32.8256866290711,34.9559668070797,5.9,,,11.3942341,0.1,0.0436571,0.410634,1.44374,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -6.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.922441,-0.000743132,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10600,2022-07-07 08:10:35,32.8256866299895,34.9559667974403,5.9,,,11.3942341,0.1,0.0275988,0.410043,1.44465,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -6.1, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9224543,-0.000870486,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10700,2022-07-07 08:10:35,32.825686671257,34.9559667146019,5.9,,,11.3942341,0.1,0.0344564,0.407583,1.45365,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -6.1, -1,0,0,1024,1024,1024,1024,0,0,0,0,359.9217995,0.010251,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10800,2022-07-07 08:10:36,32.8256866802466,34.955966685737,5.9,,,11.3942341,0.1,0.0534244,0.406349,1.45652,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.8, -5.4, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9217957,0.0102865,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
10900,2022-07-07 08:10:36,32.8256866565057,34.9559666584216,5.9,,,11.3942341,0.1,0.0504207,0.402678,1.46019,17,0,16.344,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.9218866,0.00727167,97,4.133,4.133,4.127,4.13,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11000,2022-07-07 08:10:36,32.8256865945458,34.9559666258615,5.9,,,11.3942341,0.1,0.0597065,0.395691,1.46773,17,0,16.319,11.4942341,6,4.44033,0.637977,0,0,-0.1,246.8, -5.7, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9218891,0.00724653,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11100,2022-07-07 08:10:36,32.8256863504586,34.9559666511399,5.9,,,11.3942341,0.1,0.0358384,0.379115,1.49497,17,0,16.319,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.5, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9215659,0.010094,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11200,2022-07-07 08:10:36,32.8256862995398,34.9559666334001,5.9,,,11.3942341,0.1,0.0291113,0.374172,1.50087,17,0,16.319,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.6, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9215645,0.0100502,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11300,2022-07-07 08:10:36,32.8256862629936,34.9559666169757,5.9,,,11.3942341,0.1,0.048179,0.370377,1.50522,17,0,16.319,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.5, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.921701,0.0086727,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11400,2022-07-07 08:10:36,32.8256862322787,34.9559666042412,5.9,,,11.3942341,0.1,0.0411435,0.367274,1.50883,17,0,16.319,11.4942341,6,4.44033,0.637977,0,0,0,246.6, -5.5, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9216762,0.00884737,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11500,2022-07-07 08:10:36,32.8256861617989,34.9559666651889,5.9,,,11.3942341,0.1,0.0293797,0.366773,1.51852,17,0,16.319,11.4942341,6,4.44033,0.637977,0,0,0,246.8, -5.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,359.9214596,0.0107939,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11600,2022-07-07 08:10:37,32.8256861204596,34.9559666854924,5.9,,,11.3942341,0.1,0.0566964,0.365451,1.5235,17,0,16.319,11.4942341,6,4.44033,0.637977,-0.1,0,0,246.7, -6, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9214331,0.0110054,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11700,2022-07-07 08:10:37,32.8256860433625,34.9559667179239,5.9,,,11.3942341,0.1,0.129538,0.362744,1.53259,17,0,16.319,11.4942341,6,4.44033,0.637977,-0.1,0,-0.1,246.8, -5.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9213779,0.0121515,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11800,2022-07-07 08:10:37,32.8256859143592,34.9559667659831,5.9,,,11.3942341,0.1,0.165234,0.358204,1.54762,17,0,16.319,11.4942341,6,4.44033,0.637977,-0.2,0,0,246.9, -6.1, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9213886,0.0120439,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
11900,2022-07-07 08:10:37,32.8256857642537,34.955966807583,5.9,,,11.3942341,0.1,0.167506,0.352507,1.56476,17,0,16.319,11.4942341,6,4.44033,0.637977,-0.2,0,0,246.9, -5.9, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9214791,0.0117206,97,4.114,4.127,4.124,4.132,0,0,13.012,38,11.3942341,5.9,6,P-GPS,
12000,2022-07-07 08:10:37,32.8256855347449,34.955966798071,5.9,,,11.3942341,0.1,0.124081,0.339193,1.5903,17,0,16.377,11.4942341,6,4.44033,0.637977,-0.1,0,0,247.1, -5.4, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,359.9214906,0.0116084,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12100,2022-07-07 08:10:37,32.8256854673921,34.9559667807125,5.9,,,11.3942341,0.1,0.0468501,0.334337,1.59796,17,0,16.377,11.4942341,6,4.44033,0.637977,0,0,0,247, -6.4, 3,0,0,1024,1024,1024,1024,0,0,0,0,359.9220166,0.00988401,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12200,2022-07-07 08:10:37,32.8256854999654,34.9559667314395,5.9,,,11.3942341,0.1,0.0638847,0.331884,1.60382,17,0,16.377,11.4942341,6,4.44033,0.637977,0,0,0,246.8, -5.6, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9220824,0.00922453,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12300,2022-07-07 08:10:37,32.8256855550015,34.955966636087,5.9,,,11.3942341,0.1,0.12044,0.326947,1.61463,17,0,16.377,11.4942341,6,4.44033,0.637977,0.1,-0.1,0,246.7, -6.1, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,359.921143,0.0139981,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12400,2022-07-07 08:10:37,32.8256855982681,34.9559664584033,5.9,,,11.3942341,0.1,0.136353,0.315036,1.63192,17,0,16.377,11.4942341,6,4.44033,0.637977,0.1,-0.1,0,246.6, -6.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,359.9211221,0.0141068,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12500,2022-07-07 08:10:37,32.8256856592684,34.9559663228849,5.9,,,11.3942341,0.1,0.157816,0.308014,1.64629,17,0,16.377,11.4942341,6,4.44033,0.637977,0.1,-0.1,0,246.7, -5.9, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9199152,0.0125961,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12600,2022-07-07 08:10:37,32.8256857477723,34.9559662071328,5.9,,,11.3942341,0.1,0.158453,0.304813,1.66091,17,0,16.377,11.4942341,6,4.44033,0.637977,0.1,-0.1,0,246.8, -5.9, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,359.9198303,0.0132278,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12700,2022-07-07 08:10:37,32.8256858707129,34.9559661197554,5.9,,,11.3942341,0.1,0.19986,0.306761,1.67684,17,0,16.377,11.4942341,6,4.44033,0.637977,0.2,-0.1,0,246.9, -4.7, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9203919,0.0119484,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12800,2022-07-07 08:10:38,32.8256860590412,34.9559661548485,5.9,,,11.3942341,0.1,0.265885,0.322886,1.69803,17,0,16.377,11.4942341,6,4.44033,0.637977,0.2,-0.1,0,247, -4.6, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,359.9203596,0.0121973,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
12900,2022-07-07 08:10:38,32.8256862799044,34.95596604441,5.9,,,11.3942341,0.1,0.284396,0.332544,1.72468,17,0,16.377,11.4942341,6,4.44033,0.637977,0.3,-0.1,0,247.2, -6.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9203294,0.00965756,97,4.11,4.109,4.101,4.104,0,0,15.32,38,11.3942341,5.9,6,P-GPS,
13000,2022-07-07 08:10:38,32.8256865196944,34.9559658824899,5.9,,,11.3942341,0.1,0.281048,0.342581,1.75534,17,0,16.403,11.4942341,6,4.44033,0.637977,0.3,-0.1,0,247.2, -6.6, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9203268,0.00965745,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.3942341,5.9,6,P-GPS,
13100,2022-07-07 08:10:38,32.8256867218539,34.9559657498027,5.9,,,11.3942341,0.1,0.243239,0.3531,1.78101,17,0,16.403,11.4942341,6,4.44033,0.637977,0.2,-0.1,0,247.1, -6, -6.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9199101,0.014253,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.3942341,5.9,6,P-GPS,
13200,2022-07-07 08:10:38,32.8256869023038,34.9559654851472,5.9,,,11.3942341,0.1,0.153485,0.356759,1.81286,17,0,16.403,11.4942341,6,4.44033,0.637977,0.1,0,0,247, -6.3, -6,0,0,1024,1024,1024,1024,0,0,0,0,359.9198571,0.0146609,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.3942341,5.9,6,P-GPS,
13300,2022-07-07 08:10:38,32.8256870286186,34.9559654133523,5.9,,,11.3942341,0.1,0.0909964,0.365815,1.82843,17,0,16.403,11.4942341,6,4.44033,0.637977,0.1,0,0,246.9, -6.4, -6.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9193993,0.0131822,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.3942341,5.9,6,P-GPS,
13400,2022-07-07 08:10:38,32.8256871336483,34.9559653473415,6,,,11.4942341,0.1,0.0660321,0.37341,1.84163,17,0,16.403,11.4942341,6,4.44033,0.637977,0.1,0,0,246.8, -6.8, -5.6,0,0,1024,1024,1024,1024,0,0,0,0,359.9194465,0.0127002,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.4942341,6,6,P-GPS,
13500,2022-07-07 08:10:38,32.8256872074952,34.9559652876666,6,,,11.4942341,0.1,0.0809566,0.378411,1.85156,17,0,16.403,11.4942341,6,4.44033,0.637977,0.1,0,-0.1,246.8, -6.4, -4.1,0,0,1024,1024,1024,1024,0,0,0,0,359.9181541,0.0140135,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.4942341,6,6,P-GPS,
13600,2022-07-07 08:10:38,32.8256872644435,34.9559652465266,6,,,11.4942341,0.1,0.0614502,0.382584,1.85897,17,0,16.403,11.4942341,6,4.44033,0.637977,0,0,0,246.7, -5.7, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9183101,0.012567,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.4942341,6,6,P-GPS,
13700,2022-07-07 08:10:38,32.8256873677457,34.9559652244338,6,,,11.4942341,0.1,0.0847326,0.392294,1.87064,17,0,16.403,11.4942341,6,4.44033,0.637977,0.1,0,0,246.8, -5.6, -4.2,0,0,1024,1024,1024,1024,0,0,0,0,359.9199913,0.00913104,97,4.121,4.116,4.104,4.113,0,0,14.196,38,11.4942341,6,6,P-GPS,
