SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
677583000,-2.628545284,5.612854481,-150.8960114,0,0,0,0,0,0,-0.434570313,-0.487792969,-1.049316406, 
677591333,-2.711270332,5.626729965,-150.895813,-0.602765441,-0.55014503,9.520935059,-10.71654892,1.246926665,-0.392627835,-0.442382813,-0.486328125,-1.051757813, 
677599666,-2.77803731,5.605960369,-150.9120026,-2.128224611,-0.650544465,9.773582458,-8.419950485,-2.806462526,-2.928104401,-0.440429688,-0.482421875,-1.052246094, 
677607999,-2.815940619,5.639960766,-150.9045563,0.55317378,0.643489182,9.819107056,-5.422878742,3.615884781,0.595710218,-0.437011719,-0.486816406,-1.057617188, 
677616332,-2.869888067,5.636584282,-150.9234467,-2.96417594,-0.096740402,12.97909451,-6.851488113,-0.7008183,-3.148181915,-0.439453125,-0.486816406,-1.052734375, 
677624665,-2.947868109,5.656284809,-150.9045105,-0.154884875,-0.514151633,8.067049026,-10.36906624,1.831597209,1.88712883,-0.439453125,-0.477539063,-1.051269531, 
677632998,-3.00355649,5.661664009,-150.9336548,-1.023884416,-0.897707939,4.329807758,-6.939011097,0.415488482,-4.324540615,-0.438476563,-0.483398438,-1.053710938, 
677641331,-3.015850544,5.680740833,-150.9099426,-1.5445683,-0.007482821,13.23986435,-2.543480635,1.722967148,2.455405951,-0.436035156,-0.481933594,-1.055664063, 
677649664,-3.076630831,5.733358383,-150.9365082,-0.951406777,0.573900878,13.19459438,-7.580675125,6.062019348,-3.691050053,-0.4375,-0.483886719,-1.058105469, 
677657997,-3.115732193,5.783991337,-150.9295349,-1.797631979,-0.363321692,6.111265182,-5.563169479,5.60641861,0.668659747,-0.438964844,-0.479980469,-1.053710938, 
677666330,-3.124177933,5.760588646,-150.9405975,-0.319379151,-0.837098658,8.587873459,-1.485331059,-3.143136024,-2.340231895,-0.438964844,-0.477539063,-1.055664063, 
677674663,-3.15981102,5.81975174,-150.9307861,0.272098571,0.018676583,11.17477989,-5.181362152,6.608190536,1.067370772,-0.436035156,-0.478515625,-1.055175781, 
677682996,-3.209760666,5.829394817,-150.9621124,-1.968043208,0.634682894,11.69697857,-6.219713211,0.955513597,-4.53619194,-0.436035156,-0.48046875,-1.060058594, 
677691329,-3.226561308,5.852658749,-150.9456787,-1.529037118,-1.130998373,7.574480534,-3.003614426,2.262018204,1.624249578,-0.439453125,-0.478027344,-1.053222656, 
677699662,-3.209789276,5.864134312,-150.9737244,0.212230518,0.507584512,7.42008543,1.569230676,1.148209453,-3.754650116,-0.435058594,-0.479492188,-1.05859375, 
677707995,-3.189908266,5.855496407,-150.9682312,-1.425510049,0.012659781,11.84176064,1.711440682,-1.481309533,-0.278465122,-0.435058594,-0.478515625,-1.055175781, 
677716328,-3.213658571,5.874583721,-150.9778442,-0.672845185,-0.335635066,8.733447075,-3.344284296,1.941431165,-1.879816055,-0.433105469,-0.474609375,-1.061035156, 
677724661,-3.205242872,5.882416248,-150.9786835,-1.181106091,-0.47311765,9.334431648,0.233986035,0.528191209,-0.536118746,-0.436523438,-0.4765625,-1.054199219, 
677732994,-3.166426659,5.890397072,-150.9889679,-1.68012321,0.702288806,13.01950932,4.170356274,0.616022408,-2.026175737,-0.436035156,-0.482910156,-1.059082031, 
677741327,-3.154419184,5.936660767,-150.9812622,-1.18845582,-0.528859615,5.919157982,0.559542954,5.076434135,0.731875539,-0.43359375,-0.481445313,-1.053710938, 
677749660,-3.127665997,5.915773869,-150.9918976,0.597838104,-0.390145212,7.53961134,2.726968527,-2.843986988,-2.269971848,-0.434570313,-0.476074219,-1.059082031, 
677757993,-3.084330082,5.914761543,-150.9958801,-1.785071254,-0.364159077,13.02527523,4.463151932,-0.509812951,-0.971535087,-0.435058594,-0.478515625,-1.055664063, 
677766326,-3.056568623,5.963497162,-150.993866,-1.052450657,0.653443158,11.21034718,2.68954587,5.41661644,-0.303439021,-0.431640625,-0.480957031,-1.059082031, 
677774659,-3.03181982,5.959497929,-150.9893188,-1.399046898,-0.895928502,8.947919846,2.126826525,-0.924046397,0.022847896,-0.436035156,-0.484375,-1.053222656, 
677782992,-3.004914761,5.963580608,-150.9798431,-0.788287342,-0.367480725,6.633361816,2.491855145,0.019543661,0.29438442,-0.433105469,-0.479980469,-1.052734375, 
677791325,-2.946424246,5.99585104,-150.9863586,-0.214595303,0.368078142,8.615945816,6.314472675,3.49285984,-1.069023013,-0.430664063,-0.482910156,-1.057128906, 
677799658,-2.893280745,5.990383625,-150.9736633,-1.927533031,0.512606859,14.09644032,5.597043514,-1.1437397,0.629188061,-0.432617188,-0.482421875,-1.056640625, 
677807991,-2.852630615,6.040467739,-150.9754944,-2.022413731,-1.629110575,7.847426414,4.114721775,5.598657131,-0.408329308,-0.437011719,-0.484375,-1.051757813, 
677816324,-2.777253628,6.049079418,-150.9683838,0.190072998,-0.018420013,7.745147705,8.334410667,0.575628638,0.045823865,-0.435058594,-0.483398438,-1.049316406, 
677824657,-2.709026337,6.04680872,-150.9671478,-0.608274281,0.27254194,10.3345108,7.385634899,-0.693800032,-0.357971758,-0.435058594,-0.481933594,-1.049316406, 
677832990,-2.672600269,6.085668564,-150.9523926,-1.86745441,-0.843298376,10.54044819,3.520343542,4.145125866,1.500738025,-0.4296875,-0.481933594,-1.060058594, 
677841323,-2.604885578,6.07783556,-150.9639893,-0.427465588,-0.204635397,10.06434822,7.486811161,-1.290022612,-1.918570518,-0.432617188,-0.489257813,-1.056152344, 
677849656,-2.528914452,6.109313011,-150.942337,-1.789036274,-0.142894402,8.837428093,8.216612816,3.244837761,1.901677966,-0.435058594,-0.48828125,-1.049316406, 
677857989,-2.492362976,6.107203484,-150.9459991,0.051768415,-0.869814456,9.140460968,3.646160364,-0.648898125,-0.93959403,-0.430175781,-0.484863281,-1.050292969, 
677866322,-2.460048676,6.105783939,-150.9461975,-1.342024326,-0.48334831,8.209264755,3.216353893,-0.598182023,-0.513450205,-0.427246094,-0.487304688,-1.055664063, 
677874655,-2.391986609,6.132109642,-150.9599609,-1.586355925,-0.308308154,11.38815784,7.557095528,2.811059475,-1.996027589,-0.434082031,-0.489746094,-1.048828125, 
677882988,-2.34327507,6.141442299,-150.9432373,-1.14866662,-0.036261261,12.44239521,5.008223534,0.620146215,1.171210885,-0.43359375,-0.48828125,-1.047851563, 
