SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
468791352,-4.032209396,7.293931007,-139.6767883,-1.658850908,-0.521883368,6.966115952,0.51077348,8.321860313,-0.414963394, 
468799685,-4.062708855,7.232901573,-139.6780396,0.234686509,-0.459747881,6.716035366,-5.161332607,-7.350915432,-1.123581409, 
468808018,-4.058294773,7.280395985,-139.665329,-3.107224703,-0.715003788,16.70426941,-1.172991037,5.501707077,1.471384048, 
468816351,-4.062941551,7.220566273,-139.655365,1.791766763,-0.806053698,3.022040606,-2.227606535,-7.302171707,0.216875777, 
468824684,-4.086746216,7.163103104,-139.631424,-2.88795495,-0.20494245,11.32514954,-4.733216286,-7.159448147,1.963920355, 
468833017,-4.116959095,7.128465652,-139.6295624,-0.941527128,-1.118454337,9.187273979,-5.173319817,-4.217934132,-0.533967137, 
468841350,-4.114532948,7.126665592,-139.6126251,-2.539300442,0.408773065,10.53896904,-1.476647973,-0.440449595,1.607395768, 
468849683,-4.135436058,7.064505577,-139.6286011,0.493016034,-0.202182889,7.63236618,-3.792251348,-7.358829021,-2.893857956, 
468858016,-4.124476433,7.012921333,-139.620697,-2.416954517,-0.672419369,12.48970795,-0.316015631,-6.32045269,0.09177579, 
468866349,-4.134590149,7.018801212,-139.6433258,-1.985615849,-0.64623338,7.384185314,-2.400783539,0.841606796,-3.098617554, 
468874682,-4.126201153,6.986301422,-139.6482544,-1.518162847,0.372696817,9.398694992,-0.438016236,-3.927417755,-1.263025045, 
468883015,-4.118850231,6.999599457,-139.6639557,-0.523379028,-0.641571879,8.771586418,-0.409200221,1.669638395,-2.208754063, 
468891348,-4.115975857,6.983085632,-139.6542816,-2.677352905,-1.007377625,12.49209404,-1.316277146,-2.141004324,0.62895757, 
468899681,-4.122890472,7.009637833,-139.6722565,-1.994529963,-0.09560556,7.73555994,-2.085626364,3.275522947,-2.36630702, 
468908014,-4.099319458,7.051807404,-139.6652069,-1.736868501,-0.149792761,7.950018883,1.206020713,4.906355858,0.810101509, 
468916347,-4.099995136,7.087677956,-139.6593323,-0.46031478,-0.826187074,9.010738373,-1.687708974,4.187645435,0.547657967, 
468924680,-4.090651035,7.094528198,-139.655304,-1.67224884,-0.734246492,10.97089481,-0.457611114,0.702367902,0.159269303, 
468933013,-4.079323769,7.158772469,-139.6595001,-2.302852392,0.568299532,7.384681702,-0.097910427,7.670491219,-0.407945186, 
468941346,-4.089688301,7.241063595,-139.6589355,-1.00643599,-1.227449417,11.97044468,-2.768937349,9.763505936,0.354296148, 
468949679,-4.073569298,7.221580505,-139.6528778,0.116405837,-0.004619122,9.287089348,0.322816223,-2.439282179,0.094900742, 
468958012,-4.059002399,7.283509731,-139.6691132,-2.645174503,-0.54745388,9.411726952,0.478807002,7.471776009,-1.831328511, 
468966345,-4.041124821,7.31577301,-139.6605835,-1.418262124,0.524323523,6.501189232,0.495737851,3.7337358,0.829593778, 
468974678,-4.031271458,7.366328239,-139.6806488,-0.782664537,-0.375039458,9.984213829,-0.023705972,6.140807629,-2.399784803, 
468983011,-3.987395763,7.385467529,-139.671524,-2.166982651,-0.623057842,11.64341354,3.60617733,2.159894943,0.78494823, 
468991344,-3.97953248,7.455992699,-139.6879578,-1.668729544,-0.408856779,8.472579002,-0.319243014,8.498675346,-1.787425518, 
468999677,-3.950792789,7.497061729,-139.6985779,-0.775403857,-0.444034219,8.810528755,2.096448183,4.947363377,-1.381055355, 
469008010,-3.922971725,7.496883869,-139.701889,0.047590327,-0.967934549,7.358762741,1.877651453,-0.072731614,-0.85406822, 
469016343,-3.904499531,7.555958271,-139.7035522,-2.854943275,0.047344316,13.53506756,0.723089814,7.029698849,-0.172012374, 
469024676,-3.868915796,7.582551479,-139.728363,-1.690438628,0.253267735,7.362803459,3.142405748,3.302392006,-3.134913445, 
469033009,-3.831676483,7.633819103,-139.7297516,-0.159619033,-1.386399865,8.356369019,2.970789909,6.094292164,-0.208154067, 
469041342,-3.804976225,7.632451534,-139.7355194,-2.184919596,0.299032539,9.611832619,1.773529649,-0.202134743,-1.081829906, 
469049675,-3.787500381,7.681712151,-139.7427368,-0.336815089,-1.205924511,11.11403084,0.692147851,5.898651123,-0.922765613, 
469058008,-3.745843887,7.708132267,-139.7431793,-2.166499615,-0.859079242,7.47580862,3.482921362,3.085439682,-0.226160914, 
469066341,-3.777128696,7.72253561,-139.7246552,0.002929775,-0.870062709,6.615666389,-5.572877407,1.524533987,1.853113413, 
469074674,-3.800228834,7.773789406,-139.728241,-4.044802666,-0.581890345,15.27880096,-4.237939358,6.081562519,-0.394241512, 
469083007,-3.785017729,7.812050343,-139.7121429,0.28700009,-0.516279221,6.849807262,0.042826999,4.39798975,1.75644505, 
469091340,-3.828927279,7.84795475,-139.6972351,-1.805124044,-0.556084394,4.085361004,-7.026278973,4.105065346,1.59989059, 
469099673,-3.870611429,7.88422823,-139.6794281,-1.206402302,-0.169724405,12.65800476,-6.8136549,4.143845081,1.944478869, 
469108006,-3.892039537,7.961078167,-139.6662292,-1.70681107,-0.130401,13.34780502,-4.305996895,9.014751434,1.743074417, 
469116339,-3.90982914,8.005811691,-139.6537476,-0.494616449,-0.743955314,4.819429398,-3.861230612,5.199203014,1.385371447, 
469124672,-3.959357023,8.00462532,-139.6353149,-1.223329663,-0.066929005,7.059623718,-7.767044544,-0.37131682,1.719842553, 
469133005,-3.985672951,8.084095955,-139.6214447,-1.781289458,-0.418685734,13.48734283,-4.910058022,9.344151497,1.846171975, 
469141338,-3.984451532,8.12556839,-139.6030884,-1.283929348,0.156328708,6.612415791,-1.684199929,4.732280731,2.102646589, 
469149671,-4.030721188,8.151325226,-139.5834351,-0.716027737,-0.456775814,6.890603542,-7.406471252,2.86321044,2.086561203, 
469158004,-4.040421009,8.19791317,-139.5558472,-2.929702044,-0.482947558,13.99815369,-3.154969215,5.264723778,3.239816427, 
469166337,-4.03525877,8.251605034,-139.5329895,-0.168027729,0.243524715,6.252258301,-1.292122841,6.180842876,2.703121185, 
469174670,-4.057210445,8.303909302,-139.520401,-1.604512691,-0.37879023,8.504245758,-4.373618603,6.074826241,1.514057517, 
469183003,-4.049363613,8.327204704,-139.4874573,-1.157540441,-0.497524858,10.95601082,-1.149169922,2.45596981,3.640397787, 
469191336,-4.017641544,8.392539978,-139.4851685,-1.141453385,0.388445497,8.377202034,2.238966227,7.717903137,0.446712345, 
469199669,-3.947467804,8.420172691,-139.4676514,-0.949946344,1.044590116,8.556056023,6.594359875,3.106571674,1.846786499, 
469208002,-3.894327641,8.432318687,-139.4560089,-0.018052425,-1.413927674,9.350344658,4.643784046,1.27817595,1.082636833, 
469216335,-3.811446667,8.434764862,-139.4390106,-1.65686667,0.025262274,10.59457493,8.128472328,0.101637274,1.574020267, 
469224668,-3.734867811,8.417175293,-139.4499512,-1.097879648,0.808878243,8.491085052,7.858011723,-2.101046085,-1.857633948, 
469233001,-3.6428895,8.422044754,-139.4446106,-0.723792255,-1.594481826,12.00061417,9.424451828,0.485620379,0.212239563, 
469241334,-3.534010649,8.352936745,-139.4395294,0.013059571,0.152472809,6.936990738,11.45345783,-8.393107414,-0.336686373, 
469249667,-3.448811054,8.336920738,-139.4425201,-2.575301647,0.071045026,11.72435951,8.757379532,-1.953456998,-0.931756258, 
469258000,-3.345750809,8.284421921,-139.4336853,-1.788257122,-0.279392749,9.677109718,10.68915462,-6.430826187,0.256372929, 
469266333,-3.232209682,8.298143387,-139.4216156,-0.628696203,-0.573107421,6.9280653,11.89673901,1.506450176,1.065270662, 
469274666,-3.132263422,8.217043877,-139.4034882,-1.219612122,0.041093163,8.671308517,10.15066719,-9.917463303,1.226794124, 
469282999,-3.063217878,8.238969803,-139.3934326,-2.551412106,-1.769378185,13.68770218,6.593513966,2.506685972,0.876519084, 
469291332,-2.963145971,8.226363182,-139.3913422,-1.873734951,0.193278059,7.582967758,10.44435883,-1.603873968,-0.223061591, 
469299665,-2.891546965,8.271651268,-139.4020081,0.088141605,-0.654432833,7.651134968,7.256308556,5.437134266,-1.444220424, 
469307998,-2.838968277,8.260035515,-139.3856506,-1.796703696,-0.961426497,10.78467751,4.498806953,-1.56901288,1.480118632, 
469316331,-2.803049564,8.268066406,-139.4086914,-0.936974943,-0.968173921,9.335824966,3.187409878,1.040629625,-3.143699408, 
