SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
677849656,-2.109704494,7.972887516,-141.9109955,-1.803422451,-0.568469882,11.08253574,4.132600784,-0.48950088,-0.822204173, 
677857989,-2.049442291,7.99114275,-141.9105072,-0.26887238,-0.472091049,9.400286674,5.694198132,2.13883996,-0.334457874, 
677866322,-1.99010694,8.008335114,-141.907196,-1.626808286,0.383624703,8.267211914,5.58572197,1.969965339,-0.217221543, 
677874655,-1.956743598,8.001103401,-141.9156189,-0.666651666,-0.271335155,7.26721859,2.61416316,-0.879836082,-1.501083851, 
677882988,-1.93934238,8.019551277,-141.916687,-1.876162648,-1.508098841,12.66735077,0.628163517,2.138532639,-0.7484864, 
677891321,-1.878951788,8.012784004,-141.9120636,-1.978536844,0.638005733,9.529513359,5.640254021,-0.877454042,0.050255127, 
677899654,-1.844876766,8.029788017,-141.9254456,-0.925035655,-0.175257146,7.184868813,2.834855318,2.011972427,-2.217001438, 
677907987,-1.819583774,8.049898148,-141.914856,-1.869098186,-0.921700597,9.59693718,1.327790856,2.323236704,0.861048162, 
677916320,-1.797183514,8.011302948,-141.9118652,0.143162847,-0.505441844,8.636052132,1.160914063,-4.720332146,-0.487477332, 
677924653,-1.771431565,8.034809113,-141.9065857,-2.960349321,0.014547091,12.1030302,1.472460032,2.752710819,0.245153844, 
677932986,-1.762054086,8.039987564,-141.9079285,-1.487776995,0.530998468,8.098534584,-0.331845164,0.54586488,-0.819002271, 
677941319,-1.766326904,8.04867363,-141.9000549,0.188385442,-1.237292051,9.396881104,-2.175583601,0.965118885,0.496813715, 
677949652,-1.735032916,8.012203217,-141.9014282,-1.884699345,-0.458012432,9.983317375,2.296546459,-4.448872566,-0.959291458, 
677957985,-1.747151852,8.020335197,-141.8873138,-1.295910358,0.051081538,8.030061722,-3.219235659,0.876544833,1.234683037, 
677966318,-1.767293572,8.025209427,-141.9137726,-2.265651703,-0.502309024,11.05695343,-3.459906578,0.60131979,-3.769480228, 
677974651,-1.74899447,8.012261391,-141.8918457,-0.628360808,-0.338381529,9.504125595,0.298559517,-1.681382298,2.087508917, 
677982984,-1.76030755,8.028206825,-141.9063568,-1.859031796,0.154062077,8.306739807,-2.598371983,1.885335684,-2.308931112, 
677991317,-1.776341438,7.991194248,-141.8996582,-0.727000117,-0.438241214,7.982636929,-3.566436768,-4.51237011,0.18754743, 
677999650,-1.802819252,7.976969719,-141.9030151,-1.819803715,-0.771592379,11.41418076,-4.604222298,-1.772773862,-1.116562843, 
678007983,-1.797325253,7.986991882,-141.8923492,-1.381593227,0.135158718,11.22330856,-1.048121691,1.114808321,0.833564043, 
678016316,-1.814410567,7.964511395,-141.9163208,-1.884011507,0.482804775,8.097727776,-3.135758877,-2.687355995,-3.58954072, 
678024649,-1.834540606,7.9769907,-141.9034729,-0.464036465,-1.581014276,10.07097626,-4.159611225,1.401482821,1.103486896, 
678032982,-1.834953785,7.914940357,-141.9094086,-1.92814064,0.929829419,7.651285172,-1.431592464,-7.49955368,-1.617065191, 
678041315,-1.856332541,7.943750858,-141.9075165,-1.246307254,-0.264165223,9.773005486,-4.126414776,3.400674105,-0.135076672, 
678049648,-1.863029718,7.953149319,-141.9111328,-3.387654781,0.449789971,11.08215237,-2.231729984,1.061556458,-1.036595345, 
678057981,-1.866705656,7.938239574,-141.90625,0.959353447,-0.870339811,7.364619732,-2.051252127,-1.855175257,0.049204949, 
678066314,-1.867417336,7.941601753,-141.9051056,-3.074436188,-0.103764094,10.74166965,-1.594345093,0.318589866,-0.482713073, 
678074647,-1.870156884,7.926559448,-141.9006348,-0.226684421,0.23603949,8.331302643,-1.931761742,-1.869365335,0.001203869, 
678082980,-1.890040755,7.918715477,-141.9014893,-2.104920864,-0.393222153,9.858846664,-3.860103607,-1.019356966,-0.786523461, 
678091313,-1.866194487,7.928929329,-141.8950348,-1.293504238,-0.270725667,12.70213604,1.225564361,1.153255224,0.336186856, 
678099646,-1.863571882,7.934626579,-141.891861,-2.066020012,0.765711844,8.799012184,-1.219532013,0.59122771,-0.306026042, 
678107979,-1.873616695,7.937869072,-141.8975525,-0.214437619,-1.028218865,8.988591194,-2.640507698,0.363850236,-1.135543108, 
678116312,-1.846661448,7.90030241,-141.8839264,-1.855367422,0.096484132,8.559265137,1.520921946,-4.639211655,0.814660728, 
678124645,-1.860187054,7.938817978,-141.8921051,-1.216224074,-0.257380098,10.26519871,-3.016370535,4.603312969,-1.294735432, 
678132978,-1.848911285,7.919856071,-141.8926697,-3.006465912,0.32793811,11.45997715,-0.12841697,-2.353218317,-0.794643223, 
678141311,-1.837581754,7.932383537,-141.8942871,0.766992211,-0.853012264,8.204589844,-0.142607242,1.461035848,-0.61762321, 
678149644,-1.82466197,7.94419241,-141.8835144,-3.669858694,0.46358332,12.22472954,-0.119656898,1.294312954,0.679571271, 
678157977,-1.817144752,7.901957989,-141.8965454,0.405632406,-0.220269307,8.527404785,-0.411710411,-5.063716412,-2.179835558, 
678166310,-1.784203768,7.922375679,-141.894104,-2.99772644,-0.713885784,9.812039375,2.419751406,2.358738422,-0.274187595, 
678174643,-1.764164329,7.889103413,-141.8889465,-0.146896303,0.861627877,7.866455078,0.789405107,-4.057538033,0.016546795, 
678182976,-1.759523511,7.914607525,-141.9005432,-2.772573471,-0.286532223,14.18887711,-0.746821404,3.019072771,-1.923359752, 
678191309,-1.703907728,7.910358906,-141.8968506,-1.177340388,-0.38345027,8.528776169,5.084220409,-0.570236862,-0.049704421, 
678199642,-1.704083681,7.93708992,-141.8869629,-1.246136069,-0.375041753,7.632989883,-1.676566958,3.086925268,0.608312488, 
678207975,-1.701156974,7.93103981,-141.890686,-1.712326169,-0.296342283,13.02701473,-1.117510676,-0.759295464,-0.934163928, 
678216308,-1.669735312,7.926290989,-141.8845673,-1.996582508,-0.410879225,8.045209885,2.171958923,-0.675895631,0.093440726, 
678224641,-1.676086187,7.974817753,-141.8808441,-0.579497635,-0.080170117,5.455764294,-2.355087996,5.760564804,0.141211286, 
678232974,-1.676139593,7.976512909,-141.8829956,-2.94456315,0.086253665,12.74541569,-1.459025264,0.127251506,-0.928887367, 
678241307,-1.661398411,8.010222435,-141.8723297,-0.754760265,-0.476873636,11.96832466,0.062012061,3.958193302,0.912532687, 
678249640,-1.639444947,8.056769371,-141.8829803,-2.493108749,-0.628731906,6.663550854,1.322232485,5.535876751,-1.776539445, 
678257973,-1.649743319,8.04406929,-141.8705597,-0.319057345,0.709543467,6.692574501,-2.974363565,-1.613171816,0.958587289, 
678266306,-1.659741759,8.112594604,-141.8810577,-2.802014828,-0.910941005,14.63006783,-2.52150321,8.168738365,-1.63655746, 
678274639,-1.62031734,8.148638725,-141.8696899,-1.251288652,0.852076173,8.6205616,3.009160757,4.237030029,1.00133729, 
678282972,-1.639656901,8.190502167,-141.8861237,-0.637736797,-0.693701148,6.106817245,-3.532036543,4.990395546,-2.488179445, 
678291305,-1.654337525,8.238585472,-141.8608093,-2.45844698,-0.940083563,13.31733608,-3.724681377,5.634287357,2.699433088, 
678299638,-1.647703052,8.237985611,-141.8864136,-1.373586059,0.473181099,8.387144089,-0.256411314,-0.071937583,-3.704266548, 
678307971,-1.638459206,8.296238899,-141.8720398,-0.565845609,-0.37829867,6.853834152,-0.66798085,6.891074181,1.434448242, 
678316304,-1.633871198,8.333028793,-141.8808289,-3.240055561,0.080017179,11.2827816,-0.78380847,4.357647419,-1.617859244, 
678324637,-1.634943962,8.354550362,-141.8730927,0.110684954,0.302089572,10.36300278,-1.793598294,2.50822258,0.520071447, 
678332970,-1.620193005,8.402418137,-141.8969727,-3.191837549,-1.107094884,9.579431534,0.691584349,5.735257626,-3.320053101, 
678341303,-1.618980289,8.408214569,-141.8629913,0.129080042,0.474162608,5.967453957,-1.980223656,0.534517884,3.581536055, 
678349636,-1.64642179,8.451759338,-141.8896332,-2.493119478,-0.176506832,12.57472038,-4.314398289,5.224843502,-3.694252253, 
678357969,-1.614162564,8.46873188,-141.8602448,-0.757147968,-0.645773888,10.55211926,1.823374748,1.889869213,3.072709084, 
678366302,-1.635660291,8.503555298,-141.868927,-1.394735575,-0.008729665,6.435920715,-3.915712595,4.120511055,-1.598494768, 
678374635,-1.648640871,8.508670807,-141.8539124,-1.785685301,-0.425888479,13.52369881,-3.353991985,0.513719141,1.326356411, 
678382968,-1.639794707,8.499984741,-141.8636932,-1.945656538,0.155437097,8.127674103,-0.259869218,-1.095456719,-1.836911917, 
678391301,-1.642919898,8.553163528,-141.8483124,-0.436712503,0.114396937,7.101503372,-2.179374218,6.279509068,1.538134694, 
678399634,-1.650972247,8.518538475,-141.8551025,-2.611892223,0.087152049,11.55980301,-2.341077328,-4.218472481,-1.577952266, 
678407967,-1.630954862,8.567889214,-141.8416748,-0.330016583,-0.130072683,12.96816444,0.631928861,5.82723856,1.290163398, 
678416300,-1.618851781,8.57204628,-141.8480988,-3.566643476,0.160745844,8.113956451,0.072795652,0.434366167,-1.411152244, 
678424633,-1.631637216,8.580848694,-141.8396759,1.026485801,-0.399840415,9.858515739,-3.214958191,0.980308056,0.559056342, 
678432966,-1.595571518,8.563194275,-141.8382874,-3.974813461,0.095045313,12.36771297,2.794641018,-2.209778309,-0.476207048, 
678441299,-1.590377927,8.576759338,-141.8286133,0.209438607,-0.779353678,7.8533988,-1.079447746,1.547202229,0.721604228, 
678449632,-1.577005744,8.563097954,-141.8360901,-3.091405153,0.347114623,9.273023605,0.234190941,-1.702155471,-1.53599596, 
678457965,-1.555653453,8.549983025,-141.8315735,0.530698776,0.303028464,9.979106903,0.952388585,-1.635968328,0.021387886, 
678466298,-1.536010265,8.580991745,-141.8254395,-3.626748323,-0.547804534,13.95336246,0.753084064,3.615423679,0.140289173, 
678474631,-1.498345256,8.546118736,-141.83284,-0.136693448,0.601029515,6.99958992,3.122964144,-4.208073139,-1.460946321, 
678482964,-1.473751903,8.549463272,-141.8318939,-1.938398957,-0.616381943,7.079519272,1.427814245,0.310751885,-0.495007873, 
678491297,-1.437788606,8.547943115,-141.8160706,-1.40442431,0.114859842,8.883799553,2.504636765,-0.277927279,1.400791287, 
678499630,-1.407981157,8.551774979,-141.8256683,-3.593108177,0.273181379,9.976511955,2.219320059,0.395176411,-1.598802209, 
678507963,-1.363825798,8.598734856,-141.8120575,0.315473348,-0.663222969,8.81223774,3.525440454,5.547607422,1.279533386, 
678516296,-1.311726809,8.604703903,-141.8183746,-3.376209736,-0.457813144,8.271653175,4.866806984,0.642712295,-1.386844158, 
678524629,-1.263715267,8.626012802,-141.8276978,-0.911584616,0.983725786,6.630788326,4.398527622,2.534400702,-1.522061944, 
678532962,-1.260453343,8.71938324,-141.8321381,-2.18783927,-0.945060432,8.571491241,-1.03546834,11.1195507,-0.893078864, 
678541295,-1.233194113,8.775004387,-141.8394318,-1.236512542,-1.166380048,12.44766521,1.875653625,6.644665718,-1.194789052, 
678549628,-1.168974757,8.794250488,-141.8439331,-2.07758522,0.419671476,9.043301582,6.294211388,2.227285624,-1.162770987, 
678557961,-1.128247261,8.840340614,-141.8455658,-0.632396162,-0.39691633,5.938853741,3.387969494,5.486825466,-0.555585563, 
678566294,-1.078110099,8.934467316,-141.8514404,-2.462729454,0.332777351,9.246617317,4.631258965,11.21406555,-1.164179802, 
678574627,-1.058233738,8.97684288,-141.8453217,-1.540769339,0.080139197,8.889860153,0.741019785,5.022874832,0.350274682, 
678582960,-1.056001067,9.009386063,-141.8541718,-0.834839344,-2.271972418,11.21458626,-1.060083628,3.827791691,-1.658457637, 
678591293,-0.994222403,9.027094841,-141.8383331,-1.933738947,0.903564811,11.53013134,5.584620953,2.044451714,1.443567276, 
678599626,-0.982992172,9.070451736,-141.839035,-0.766746223,0.117558852,5.772201061,-0.130312428,5.109502316,-0.68311888, 
678607959,-0.994846761,9.081820488,-141.8390503,-2.01529932,-1.648488879,13.26671028,-2.951438427,1.316366673,-0.450669646, 
678616292,-0.981290638,9.049703598,-141.8295593,-0.093926795,0.070751727,10.8999691,-0.042071376,-3.966607571,0.364464968, 
678624625,-0.991893411,9.071137428,-141.8346558,-3.227180004,-0.628770709,10.84064579,-2.706412792,2.535322428,-1.030652761, 
678632958,-1.007616758,9.004775047,-141.8388367,0.011652935,0.105959103,7.556555748,-3.299741268,-8.047647476,-1.305493593, 
678641291,-1.01564908,9.018286705,-141.8447571,-2.751241684,-0.457209289,12.56599712,-2.382827997,1.586648107,-1.144456744, 
678649624,-1.015706301,8.954744339,-141.8317566,-0.126835197,0.09707132,8.314012527,-1.746929526,-7.743581772,0.75518465, 
678657957,-1.037537694,8.937824249,-141.8396149,-2.964493275,-0.004610781,12.51530743,-4.003901958,-2.060473204,-1.440352678, 
678666290,-1.034924626,8.867046356,-141.8260956,-0.334329516,-0.457160473,7.006736279,-1.437893629,-8.614106178,0.82534194, 
678674623,-1.071666837,8.882944107,-141.823822,-3.165429115,-0.085005224,12.00000286,-5.980373859,1.854547501,-0.169041172, 
678682956,-1.079763651,8.797483444,-141.808609,-1.310254574,-0.387548238,13.70624447,-2.763276815,-10.38095093,1.042294621, 
678691289,-1.074603438,8.814032555,-141.8131104,-2.917089224,-0.694542885,9.876265526,-0.826942742,1.948141813,-0.969076097, 
678699622,-1.07610023,8.797048569,-141.7983093,-1.239024758,0.479875684,6.883713245,-1.957580686,-2.165542603,1.12981832, 
678707955,-1.093314171,8.791219711,-141.8115845,-1.343339682,-0.178671375,10.91345596,-3.353095293,-0.716878355,-2.057604074, 
678716288,-1.071505785,8.811478615,-141.8061066,-2.128007889,-0.432533801,12.66069698,1.014759183,2.324440718,0.0786357, 
678724621,-1.072563291,8.823355675,-141.8111877,-1.275685668,0.132812276,3.864900112,-1.563377738,1.389316201,-1.049018264, 
678732954,-1.124961972,8.871160507,-141.8214111,-2.134517908,-1.611239076,10.68330574,-7.607825756,5.663846016,-1.678308964, 
678741287,-1.130250812,8.889838219,-141.8148651,-2.654397488,-0.447610795,14.99986839,-2.285775661,2.178285599,0.345766544, 
678749620,-1.151952505,8.963013649,-141.8258514,-1.506222367,0.595984697,6.779949188,-3.895963907,8.711555481,-1.766959667, 
678757953,-1.17882669,9.040964127,-141.830246,-2.523490191,-0.017900746,8.320669174,-4.672305584,9.31492424,-0.801943362, 
678766286,-1.216119885,9.100829124,-141.8189697,-0.121969275,-0.805342495,10.33772659,-6.182034492,7.057055473,0.823753893, 
678774619,-1.236132026,9.163226128,-141.8195343,-2.450888872,-0.044741824,11.90118599,-3.921014071,7.441319466,-0.380614698, 
678782952,-1.258371472,9.194313049,-141.8166656,-0.64992857,-0.397860289,5.393856525,-4.217806816,3.62615633,-0.227825791, 
678791285,-1.333662391,9.27875042,-141.8072815,-2.110745668,-0.811046183,12.02828217,-10.74615765,10.05853176,0.867041945, 
678799618,-1.37381947,9.29485321,-141.8072052,-1.945357084,-0.101478338,13.42128086,-6.313895702,1.837821245,-0.591112554, 
678807951,-1.41316247,9.370544434,-141.8104858,-0.903951526,0.210975364,8.945888519,-6.186465263,9.041671753,-0.63788414, 
678816284,-1.459993601,9.404960632,-141.811264,-2.207756519,-0.322287738,9.221362114,-7.097307205,4.038596153,-0.651203454, 
678824617,-1.520756006,9.404463768,-141.8043518,0.854523838,-0.52205795,8.681429863,-8.957234383,-0.128058359,0.342436701, 
678832950,-1.547097921,9.416913033,-141.8129425,-2.837582827,0.338734001,12.29785919,-4.491161823,1.430273414,-1.587557554, 
678841283,-1.599119663,9.404687881,-141.8076172,-0.889771998,0.143714547,7.786067963,-7.877595425,-1.53128314,0.120668687, 
678849616,-1.64223063,9.421548843,-141.8265381,-2.062527418,-0.766162217,10.83974457,-6.309260368,1.994785547,-2.763712168, 
678857949,-1.642090797,9.397387505,-141.8182068,-1.974853992,0.971434712,10.36702061,-1.676618338,-2.973364592,0.431523055, 
678866282,-1.650131464,9.426926613,-141.8282166,-1.428240895,0.423728138,11.08411312,-2.271970034,3.484791279,-1.684840441, 
678874615,-1.623826265,9.411913872,-141.8321381,-1.456303239,-0.328737676,7.00751543,1.704294324,-1.834376454,-0.989849269, 
678882948,-1.603581429,9.378673553,-141.8291931,-0.587987959,-0.036596242,6.485525131,0.859946668,-4.088659286,-0.328873992, 
678891281,-1.618205905,9.431013107,-141.8347321,-3.077234745,-0.057313718,11.56574249,-3.175793648,6.248515606,-0.951632977, 
678899614,-1.603102207,9.456513405,-141.8636475,-2.385108948,-0.153387144,9.835131645,0.854644477,3.060593605,-3.807287455, 
678907947,-1.570759177,9.488253593,-141.8557434,-0.113651648,-0.789937079,6.957511902,2.195908308,3.733095407,0.568303108, 
678916280,-1.564728856,9.509838104,-141.8905029,-2.914660454,0.093245119,9.28969574,-0.096219882,2.610475063,-4.623485088, 
678924613,-1.527917862,9.613302231,-141.9077759,-1.455941319,-0.479830593,8.101895332,3.231338739,12.4195261,-2.180527449, 
678932946,-1.491370678,9.689587593,-141.9116974,-2.598254442,1.640333414,2.644922972,2.966436386,9.07028389,-0.861624539, 
678941279,-1.50376749,9.760051727,-141.9331665,-1.362032652,-1.004571319,6.871217251,-2.581646442,8.472063065,-2.790325403, 
678949612,-1.514366746,9.906414986,-141.9068604,-1.957348347,0.200619519,12.17639351,-3.310935259,17.38036537,2.930500269, 
678957945,-1.479824185,10.0161438,-141.9272003,-1.113509059,-1.374689579,8.379553795,3.038028002,13.17885876,-2.529521465, 
678966278,-1.453140259,10.1269207,-141.8849487,-1.923060179,-0.920520544,7.091293812,0.820193589,13.06646347,4.67634058, 
678974611,-1.44127667,10.23626328,-141.9025421,-1.850391984,1.416853786,8.039084435,0.268206656,13.12158394,-2.21784687, 
678982944,-1.417252898,10.35041618,-141.8633881,0.229962766,-0.76693362,7.583580494,0.546633482,13.48192692,4.307162285, 
678991277,-1.411231637,10.42488766,-141.8882141,-2.199567556,-0.364201546,9.605128288,-0.269807577,8.959195137,-3.17989254, 
678999610,-1.392524958,10.52163982,-141.8567963,-0.593239009,0.402239144,7.966277599,0.060219083,11.42162037,3.367145538, 
679007943,-1.410556197,10.57019329,-141.865799,-0.796080649,-0.6698277,8.877459526,-3.495638609,5.803417206,-1.392351389, 
679016276,-1.404914379,10.57460213,-141.8524628,-0.396589369,-1.431462646,11.1920681,-1.111030102,0.399786919,0.933203399, 
679024609,-1.389797926,10.58243752,-141.8540649,-2.127598763,1.065873742,8.699323654,0.319076508,0.896549404,-0.637294948, 
679032942,-1.387967944,10.6043005,-141.8410797,0.219058931,-0.129692435,7.798338413,-1.55879271,2.497157335,0.930667579, 
679041275,-1.39097321,10.52745914,-141.8492584,-1.830557466,-0.519566238,8.023392677,-1.710787654,-9.242782593,-1.65976429, 
679049608,-1.40165925,10.48219013,-141.8383179,-0.147645429,-0.760294259,11.76256847,-3.023491383,-5.550156593,0.546223581, 
679057941,-1.387266517,10.42557716,-141.8301544,-2.985216141,1.011378527,9.769595146,0.020235244,-6.862757683,0.324020058, 
679066274,-1.398751497,10.33322811,-141.8424988,0.754478514,-1.203570485,7.461264133,-2.624140024,-11.13126755,-2.284981966, 
679074607,-1.41247189,10.24128723,-141.8293915,-2.550436497,-0.102775566,10.48696518,-3.458063364,-11.11451721,0.803800344, 
679082940,-1.405606151,10.11927223,-141.8390198,-0.704221964,0.045174945,8.9567976,-0.476591438,-14.69359684,-2.094643116, 
679091273,-1.416802883,10.04263306,-141.8438568,-2.837707758,0.347724676,9.774977684,-2.771575212,-9.228539467,-1.268813848, 
679099606,-1.404906273,9.963126183,-141.8584747,-1.217129111,-0.097792976,9.267086983,0.203146502,-9.581581116,-2.434952974, 
679107939,-1.391353846,9.820721626,-141.8478851,-0.371412486,-0.255871594,6.82856226,-0.121603608,-17.16245079,0.364388198, 
679116272,-1.383704424,9.741764069,-141.8631439,-2.504407167,-0.481051087,10.82408237,-0.286687315,-9.511781693,-2.586794376, 
679124605,-1.374542117,9.661000252,-141.843277,-2.977104425,0.717141747,9.883638382,-0.831194758,-9.793590546,1.645996451, 
679132938,-1.369959593,9.585390091,-141.8550262,-0.157967657,-0.445164859,8.017192841,-0.727559626,-9.122831345,-2.18565011, 
679141271,-1.336204767,9.524390221,-141.822998,-3.049457788,-0.861512184,11.51189995,1.883465886,-7.454856396,3.143276453, 
679149604,-1.303458691,9.475714684,-141.8264771,-0.571334183,0.675790668,5.818963528,2.48084116,-5.916619301,-1.082060575, 
679157937,-1.32413888,9.421287537,-141.8082428,-2.443445206,-0.670852184,8.611283302,-4.370903015,-6.626928806,1.538032651, 
679166270,-1.318490028,9.43050766,-141.8008423,-2.321219444,-1.283284187,14.52399731,-0.979270577,1.000722647,0.319204599, 
679174603,-1.267830133,9.385163307,-141.7923126,-2.407695055,1.074871063,7.452145576,4.383261681,-5.510709763,0.413618654, 
679182936,-1.246678948,9.381230354,-141.7832489,0.356361777,-0.316928178,5.336249828,0.85541296,-0.580508173,0.433162302, 
679191269,-1.250411391,9.368273735,-141.7658234,-3.237067699,-0.745078743,10.19462776,-2.318920612,-1.647648335,1.55993247, 
679199602,-1.268795133,9.344051361,-141.7767181,-1.782792211,-0.12984997,11.30277443,-3.488646269,-2.963118792,-2.028865337, 
679207935,-1.266452789,9.372721672,-141.7724762,-1.736327529,-1.421338797,10.84843636,-1.330621243,3.380105972,0.107118741, 
679216268,-1.251682043,9.36759758,-141.7713318,-1.494078636,1.372587681,7.069533825,0.251762301,-0.703482091,-0.523823917, 
679224601,-1.27587688,9.362262726,-141.7814026,-1.069403291,-0.415005237,6.882964134,-4.237632275,-0.659861147,-1.677540421, 
679232934,-1.314361453,9.388292313,-141.7804565,-1.643820882,-1.701977491,12.63662624,-6.140564442,3.033339977,-0.445930988, 
679241267,-1.306748986,9.353069305,-141.7916565,-2.924558878,0.717559159,11.15725422,-0.396085739,-4.244010448,-1.895005226, 
679249600,-1.304163814,9.372289658,-141.801712,-0.744508624,0.815893471,6.769709587,-1.002297878,2.245497465,-1.728743076, 
679257933,-1.304739833,9.409660339,-141.8070221,-2.156640053,-0.136691242,7.575429916,-1.494757056,4.450397015,-0.998122692, 
679266266,-1.310590744,9.371058464,-141.8069611,-0.393039078,-0.321275562,9.981034279,-2.214696407,-4.72040844,-0.68306762, 
679274599,-1.310146451,9.387403488,-141.8130646,-3.422908306,-0.912519455,13.26212025,-1.35751605,1.930288911,-1.150271297, 
679282932,-1.28354764,9.401605606,-141.8190308,-0.970952928,0.704700649,6.838268757,1.797504783,1.630935311,-1.244762301, 
679291265,-1.286703944,9.397116661,-141.8289032,-1.461585164,-0.129073814,5.542500019,-1.71480906,-0.55981189,-1.652694464, 
679299598,-1.321194053,9.428030968,-141.8169403,-1.465013146,-0.600506067,12.0225687,-5.871665955,3.590142012,0.83023417, 
679307931,-1.32117641,9.443187714,-141.8407135,-1.955953836,-1.090484142,12.44708538,-1.059929848,1.835106254,-3.243184566, 
