time(millisecond),latitude,longitude,altitude_above_seaLevel(meters),North,East,Down, xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), roll(degrees), pitch(degrees), compass_heading(degrees)
255300,32.8255907022396,34.9557300565441,12.4942341,-4.857979579536068,-11.981987731849047,3.585660547233971e-05,-2.4,-6.1,0.0,-4.8,-20.6,249.0
255400,32.8255886956709,34.9557238479893,12.4942341,-5.080509908518811,-12.563337637262704,3.8242042407432564e-05,-2.3,-6.1,0.0,-4.4,-20.5,249.1
255500,32.8255864770657,34.9557168778571,12.4942341,-5.326555222064461,-13.21599932133393,4.0984679138489355e-05,-2.4,-6.2,-0.1,-5.1,-20.9,249.1
255600,32.8255843372968,34.9557103103612,12.4942341,-5.563857510445643,-13.830959426255886,4.3647747936859105e-05,-2.5,-6.3,0.0,-6.0,-20.5,248.9
255700,32.8255820848591,34.9557035251028,12.4942341,-5.813654860174595,-14.466310184867053,4.648005341501005e-05,-2.5,-6.3,0.0,-5.8,-21.8,249.0
255800,32.8255799624234,34.9556968458507,12.4942341,-6.049034766267446,-15.091734842938704,4.931945585529007e-05,-2.5,-6.4,0.0,-4.8,-21.3,249.0
255900,32.8255776647671,34.955689885893,12.4942341,-6.303846804147855,-15.743443968915093,5.2370948744773216e-05,-2.5,-6.4,0.0,-4.4,-20.3,249.1
256000,32.8255755093716,34.9556832989249,12.4942341,-6.542881946203344,-16.360227516225912,5.532396536089834e-05,-2.5,-6.5,0.0,-5.2,-20.6,249.2
256100,32.8255732729579,34.9556764283558,12.4942341,-6.790902023983249,-17.003566620417047,5.847742168363368e-05,-2.5,-6.5,0.0,-5.9,-20.8,249.2
256200,32.8255708715631,34.9556692137302,12.4942341,-7.057218632445996,-17.679122178111747,6.187870628782122e-05,-2.5,-6.5,0.0,-5.9,-21.2,249.3
256300,32.8255684115314,34.9556617367293,12.4942341,-7.330038051398934,-18.379245786879082,6.548469842648785e-05,-2.5,-6.6,0.0,-5.9,-21.5,249.2
256400,32.8255661104879,34.9556547289169,12.4942341,-7.585225505437372,-19.035436046084165,6.894421961423092e-05,-2.5,-6.5,0.0,-5.8,-21.9,249.3
256500,32.8255637333375,34.9556475118037,12.4942341,-7.848853233002113,-19.711224633853433,7.258979917779129e-05,-2.6,-6.5,0.0,-5.7,-21.8,249.3
256600,32.8255614914391,34.9556407986435,12.4942341,-8.097481399072908,-20.339824634399093,7.606211981148192e-05,-2.7,-6.6,0.0,-6.4,-21.5,249.0
256700,32.8255590153574,34.9556335136937,12.4942341,-8.372080654798744,-21.02196533316934,7.992213158747319e-05,-2.7,-6.7,0.0,-5.8,-22.2,249.0
256800,32.8255565913078,34.9556264254641,12.4942341,-8.640909480999866,-21.685685788739676,8.376036414414756e-05,-2.8,-6.8,0.0,-4.1,-22.0,249.0
256900,32.825553978984,34.9556187911156,12.4942341,-8.930618000708446,-22.40054321204572,8.79868556422636e-05,-2.8,-6.8,0.0,-4.3,-21.4,248.8
257000,32.8255514921416,34.9556115144644,12.4942341,-9.206410494777334,-23.08190697361927,9.210226246025854e-05,-2.8,-6.9,-0.1,-3.8,-21.0,248.7
257100,32.8255487658528,34.9556035937827,12.4942341,-9.508757720370223,-23.823575868854967,9.668160143050386e-05,-2.8,-7.0,0.0,-3.5,-19.9,248.8
257200,32.8255462803913,34.9555963034295,12.4942341,-9.784396967552503,-24.506222722246008,0.00010097867132419225,-2.8,-7.0,0.0,-4.6,-20.4,248.8
257300,32.8255436512359,34.9555886437366,12.4942341,-10.075971926705336,-25.223453487739754,0.00010559098367401987,-2.8,-7.0,0.0,-5.3,-20.2,248.7
257400,32.8255411944871,34.955581525269,12.4942341,-10.348426851453425,-25.89000557640066,0.00010996532828322358,-2.8,-6.9,0.0,-4.8,-19.9,248.7
257500,32.8255388314455,34.9555749833418,12.4942341,-10.610489655269216,-26.50257221587418,0.0001140861607513699,-2.9,-7.0,0.0,-4.1,-19.9,248.7
257600,32.8255363514556,34.95556780501,12.4942341,-10.885521947948629,-27.174729882677234,0.00011865536047217518,-2.9,-7.0,0.0,-4.3,-20.6,248.7
257700,32.8255336454246,34.955559838329,12.4942341,-11.185622227992464,-27.92070624995479,0.00012381117730875246,-2.9,-7.0,0.0,-3.9,-20.8,248.7
257800,32.8255310865268,34.9555522852337,12.4942341,-11.46940529790811,-28.62795571914441,0.00012878959837969717,-2.8,-7.1,0.0,-3.4,-20.6,248.7
257900,32.8255282016666,34.9555436171863,12.4942341,-11.789337647284508,-29.43960602802278,0.00013459917466729365,-2.9,-7.1,0.0,-3.9,-20.6,248.8
258000,32.8255255988529,34.955536154132,12.4942341,-12.077990984413272,-30.138424443480694,0.0001397343629596648,-3.0,-7.1,0.0,-5.2,-20.8,248.6
258100,32.8255228294428,34.9555283397217,12.4942341,-12.385119942224371,-30.870142863455534,0.00014522091061053288,-3.0,-7.1,-0.1,-4.4,-21.1,248.6
258200,32.8255201708191,34.9555208788287,12.4942341,-12.679962596586048,-31.568759011683866,0.00015055487344639573,-3.0,-7.2,-0.1,-3.4,-20.7,248.4
258300,32.8255173328842,34.9555130043502,12.4942341,-12.994690929739985,-32.30610215316516,0.0001562946549320543,-3.0,-7.2,-0.1,-3.1,-21.3,248.3
258400,32.8255147127178,34.9555054753963,12.4942341,-13.285268481308762,-33.01109138091357,0.00016184428547649787,-3.0,-7.2,0.0,-2.7,-21.2,248.3
258500,32.8255120225543,34.9554975216832,12.4942341,-13.583608593592508,-33.755853825258015,0.00016778005450301947,-3.0,-7.3,0.0,-2.4,-20.6,248.5
258600,32.8255094721766,34.9554900387286,12.4942341,-13.86644638301783,-34.45653587000402,0.00017346421728614558,-3.0,-7.3,0.0,-2.8,-20.2,248.5
258700,32.8255067708485,34.955482285936,12.4942341,-14.166024645414478,-35.182484830113594,0.00017946730482876205,-3.0,-7.3,0.0,-3.6,-20.1,248.5
258800,32.8255042453533,34.9554750744912,12.4942341,-14.446102941563502,-35.85774360316831,0.0001851430243240415,-3.0,-7.3,0.0,-4.1,-20.9,248.5
258900,32.8255013714363,34.955466974339,12.4942341,-14.764821328095504,-36.616218422497816,0.00019163186046355918,-3.0,-7.3,0.0,-3.8,-21.0,248.5
259000,32.8254987209678,34.9554594057882,12.4942341,-15.058759103261664,-37.3249156514421,0.00019777686000832517,-3.0,-7.3,0.0,-3.0,-20.5,248.5
259100,32.8254960431675,34.9554516047535,12.4942341,-15.355727862960876,-38.0553820151308,0.00020418709332492568,-3.0,-7.3,0.0,-3.0,-20.6,248.5
259200,32.8254934398197,34.9554440129992,12.4942341,-15.644439764148526,-38.76625200701681,0.0002105183711789138,-3.0,-7.4,0.0,-3.0,-21.9,248.5
259300,32.8254907183641,34.9554359625164,12.4942341,-15.946249740055322,-39.52007603895716,0.00021731894199827906,-3.0,-7.3,0.0,-3.3,-21.6,248.8
259400,32.8254881267281,34.9554283835668,12.4942341,-16.233662686617865,-40.22974711648176,0.00022382659665165505,-3.0,-7.3,-0.1,-4.1,-20.8,248.7
259500,32.8254853930787,34.955420560185,12.4942341,-16.53682497235363,-40.962306200565266,0.00023066399304383367,-3.0,-7.3,0.0,-4.6,-21.7,248.7
259600,32.8254825052352,34.9554123697062,12.4942341,-16.85708739361922,-41.729239259443126,0.00023793597733945404,-2.9,-7.3,0.0,-3.7,-22.0,248.8
259700,32.8254796661538,34.9554040203913,12.4942341,-17.17194188238423,-42.511045268278366,0.00024542036966668235,-2.9,-7.3,0.0,-3.9,-22.2,248.8
259800,32.8254770201538,34.9553961253192,12.4942341,-17.465383507222903,-43.25031730020109,0.0002525838567022376,-2.9,-7.3,0.0,-4.4,-22.3,249.0
259900,32.8254743093677,34.9553879234221,12.4942341,-17.766009800300644,-44.01831957404484,0.0002601154417920526,-2.9,-7.3,0.0,-4.7,-23.1,249.2
260000,32.8254718572046,34.9553803702452,12.4942341,-18.037954670546174,-44.72557754964686,0.0002671277097343605,-2.9,-7.4,0.0,-5.3,-23.4,249.3
260100,32.8254692506651,34.9553724363102,12.4942341,-18.3270198781684,-45.46848869243209,0.00027460216018937444,-2.9,-7.4,0.0,-5.9,-23.5,249.3
260200,32.8254667193596,34.9553647567984,12.4942341,-18.60774159411009,-46.18757641417251,0.000281937182982972,-2.9,-7.4,0.0,-6.0,-23.4,249.2
260300,32.825464001708,34.9553565279053,12.4942341,-18.909129040292356,-46.95810669379785,0.00028990195762368387,-2.9,-7.4,0.0,-5.7,-23.4,249.2
260400,32.8254614637325,34.9553488347324,12.4942341,-19.19059035360336,-47.6784736890829,0.00029744259718889055,-2.9,-7.3,0.0,-5.5,-23.4,249.1
260500,32.8254589436307,34.9553410309248,12.4942341,-19.470069333167455,-48.40920021128725,0.00030516668784308365,-2.9,-7.4,0.0,-5.4,-23.2,249.1
260600,32.825456428766,34.9553334715493,12.4942341,-19.74896759132085,-49.117038889883425,0.0003127696927691659,-2.9,-7.4,0.0,-5.9,-23.7,249.1
260700,32.8254537484514,34.9553254416194,12.4942341,-20.046214189279958,-49.86893901028896,0.0003209514388258228,-2.9,-7.4,-0.1,-5.4,-23.7,249.1
260800,32.8254511945823,34.9553177755241,12.4942341,-20.32943793197167,-50.58677071664803,0.000328854382302346,-2.9,-7.4,0.0,-5.0,-24.4,249.2
260900,32.8254485009274,34.9553096432784,12.4942341,-20.628163817861132,-51.34825147766874,0.0003373338235679313,-2.9,-7.4,0.0,-5.1,-24.8,249.2
261000,32.8254459303048,34.9553019055743,12.4942341,-20.913245400633414,-52.07278851254729,0.0003455034003172486,-2.9,-7.5,0.0,-5.4,-24.4,249.2
261100,32.8254432047325,34.955293742744,12.4942341,-21.215510843750724,-52.83713323473283,0.000354230196687233,-2.9,-7.5,0.0,-5.5,-24.2,249.2
261200,32.8254406084196,34.9552859575725,12.4942341,-21.503441383663745,-53.56611507834703,0.00036265061170048796,-2.9,-7.5,0.0,-5.6,-23.9,249.2
261300,32.8254377681266,34.9552776445922,12.4942341,-21.818429325507974,-54.3445195683769,0.0003717826529916479,-2.9,-7.5,0.0,-5.7,-24.0,249.2
261400,32.8254351711102,34.955269846249,12.4942341,-22.106437765875988,-55.074734858972924,0.0003804129175959403,-2.9,-7.4,0.0,-5.9,-23.8,249.3
261500,32.8254324481695,34.9552616525894,12.4942341,-22.408411108130135,-55.84196652612088,0.00038958621254803205,-2.9,-7.5,0.0,-6.0,-24.0,249.3
261600,32.8254298604547,34.9552538290444,12.4942341,-22.695387859932268,-56.57454171812581,0.0003984372199994368,-2.9,-7.5,0.0,-6.0,-23.9,249.3
261700,32.825427122402,34.9552454730825,12.4942341,-22.999036927925605,-57.35697098919322,0.0004079837942292386,-2.9,-7.5,0.0,-6.1,-24.1,249.4
261800,32.82542451994,34.9552376059035,12.4942341,-23.28764902477791,-58.0936320370706,0.0004170854468181773,-2.9,-7.5,0.0,-6.3,-24.2,249.3
261900,32.8254217563794,34.9552293352522,12.4942341,-23.594126894778668,-58.86807319226005,0.0004267751195934366,-3.0,-7.6,0.0,-6.2,-24.1,249.4
262000,32.8254191051162,34.9552213697947,12.4942341,-23.88815094560592,-59.61393687122227,0.0004362029022884073,-3.0,-7.6,0.0,-6.2,-24.0,249.3
262100,32.8254162990597,34.9552129047068,12.4942341,-24.199341428793844,-60.40658461581001,0.00044632811021561025,-2.9,-7.6,-0.1,-6.3,-23.8,249.3
262200,32.8254135175992,34.9552046327506,12.4942341,-24.507804241277267,-61.18114811361067,0.00045635259872511824,-2.9,-7.6,-0.1,-6.3,-23.7,249.2
262300,32.8254108484622,34.95519644113,12.4942341,-24.803810197630174,-61.948189184224496,0.00046634149373225853,-2.9,-7.6,0.0,-6.5,-23.9,249.4
262400,32.8254083039729,34.9551886443364,12.4942341,-25.085992737890898,-62.678259773601205,0.0004759491730048637,-2.9,-7.5,0.0,-6.4,-24.0,249.3
262500,32.8254056099533,34.9551804257198,12.4942341,-25.384758076954633,-63.44782877951895,0.00048618748707962567,-3.0,-7.6,0.0,-6.7,-24.0,249.4
262600,32.8254031967296,34.9551729622577,12.4942341,-25.65238317820123,-64.14668717460886,0.0004955600644311886,-3.0,-7.6,0.0,-6.4,-23.9,249.3
262700,32.8254004991144,34.9551648643484,12.4942341,-25.951547247361326,-64.90495359866682,0.0005058706172285099,-3.0,-7.6,0.0,-6.3,-23.9,249.4
262800,32.8253978957405,34.9551570246547,12.4942341,-26.240259932464593,-65.63904144472968,0.0005159475276439451,-3.0,-7.6,0.0,-6.4,-23.8,249.4
262900,32.8253951087042,34.9551485859104,12.4942341,-26.54934058125363,-66.42922281527558,0.0005268946971064281,-3.0,-7.6,0.0,-6.5,-23.8,249.4
263000,32.8253923203912,34.9551404082364,12.4942341,-26.858562944113373,-67.19495838465892,0.0005376618397443522,-3.0,-7.6,0.0,-6.6,-24.0,249.4
263100,32.8253895172789,34.9551319847436,12.4942341,-27.169426332902653,-67.98371176078467,0.0005488242784998931,-3.0,-7.6,0.0,-6.6,-23.7,249.4
263200,32.8253868733112,34.9551239742655,12.4942341,-27.46264057930989,-68.73379157063731,0.0005595311179975582,-3.0,-7.6,0.0,-6.8,-23.8,249.5
263300,32.8253841255138,34.9551155543613,12.4942341,-27.767369337727423,-69.52220896782605,0.0005708762801877043,-3.0,-7.6,0.0,-6.8,-23.9,249.4
263400,32.8253814352723,34.9551074286404,12.4942341,-28.065715217371384,-70.28307990501446,0.0005819544197969151,-3.0,-7.6,0.0,-6.7,-24.0,249.4
263500,32.8253786101434,34.9550990210516,12.4942341,-28.379020045906955,-71.07034429116376,0.0005935517846227256,-3.0,-7.7,0.0,-6.5,-23.9,249.4
263600,32.8253759170878,34.9550909270571,12.4942341,-28.67767791950037,-71.82824455852072,0.0006048064781447593,-3.0,-7.7,0.0,-6.6,-24.0,249.4
263700,32.8253730996192,34.9550823317195,12.4942341,-28.990132939161363,-72.63308927996408,0.0006168456084614249,-3.0,-7.7,0.0,-6.6,-23.8,249.3
263800,32.8253704277204,34.9550742159488,12.4942341,-29.28644435312585,-73.39302868121162,0.0006283282372541166,-3.0,-7.7,0.0,-6.7,-23.9,249.4
263900,32.8253676098609,34.955065550552,12.4942341,-29.59894254216144,-74.20443364035359,0.0006406829287497473,-3.0,-7.7,0.0,-6.8,-24.0,249.4
264000,32.8253649841057,34.9550575898249,12.4942341,-29.89013656084716,-74.94985526303311,0.0006521597238515753,-3.0,-7.7,0.0,-6.7,-24.2,249.4
264100,32.8253622728376,34.9550493122411,12.4942341,-30.190813781403,-75.72494654408493,0.0006641884637952344,-3.0,-7.7,0.0,-6.6,-23.8,249.3
264200,32.8253596620641,34.9550414226334,12.4942341,-30.480346249767486,-76.46370882873356,0.0006757698560067027,-3.0,-7.7,0.0,-6.6,-23.6,249.3
264300,32.8253569747667,34.9550335907695,12.4942341,-30.778365331414918,-77.1970642709549,0.000687424893854427,-3.0,-7.7,0.0,-6.7,-23.8,249.3
264400,32.8253543180059,34.955025635833,12.4942341,-31.07299769847291,-77.94194388643011,0.0006993170817253258,-3.0,-7.7,0.0,-6.9,-23.5,249.3
264500,32.8253515345131,34.9550172036134,12.4942341,-31.381684388068038,-78.73151506825312,0.0007120127189779168,-3.0,-7.7,0.0,-6.9,-23.7,249.3
264600,32.8253488677732,34.9550091612457,12.4942341,-31.677423264196356,-79.48458158796657,0.000724232485468157,-3.1,-7.7,0.0,-6.7,-23.9,249.3
264700,32.8253459948593,34.9550004741543,12.4942341,-31.996026554279112,-80.29801840895139,0.0007375427131242063,-3.0,-7.7,0.0,-6.5,-23.9,249.3
264800,32.8253432751754,34.95499230431,12.4942341,-32.29763677327786,-81.06302161431763,0.0007501816889874391,-3.1,-7.7,0.0,-6.7,-23.9,249.2
264900,32.8253403918395,34.9549836234171,12.4942341,-32.617395754146216,-81.87587813939068,0.000763722935189115,-3.1,-7.7,0.0,-6.8,-23.8,249.2
265000,32.8253376131669,34.9549754281263,12.4942341,-32.9255477686242,-82.6432642368774,0.0007766554539134773,-3.1,-7.7,0.0,-6.5,-23.8,249.1
265100,32.8253344411143,34.9549664492169,12.4942341,-33.27732549209891,-83.48402656816454,0.0007910320443018648,-3.1,-7.7,0.0,-6.2,-23.7,249.0
265200,32.8253316885228,34.9549584394728,12.4942341,-33.582585112038764,-84.2340386841719,0.0008039141496336555,-3.1,-7.7,0.0,-5.6,-23.8,249.1
265300,32.8253288800692,34.9549501507154,12.4942341,-33.8940396189117,-85.01017690467346,0.0008173283484875782,-3.1,-7.7,0.0,-5.4,-23.6,249.1
265400,32.8253262205206,34.9549422426754,12.4942341,-34.18898061058575,-85.7506657368499,0.0008302116432457041,-3.1,-7.7,0.0,-5.8,-23.6,249.1
265500,32.8253234233488,34.954933870891,12.4942341,-34.49918375425401,-86.53457844778286,0.0008439477445305599,-3.1,-7.7,0.0,-6.1,-23.5,249.1
265600,32.8253209528299,34.9549263341074,12.4942341,-34.77316128279718,-87.240303788225,0.0008563750056787001,-3.1,-7.7,0.0,-5.9,-23.6,249.1
265700,32.8253180465133,34.9549179018878,12.4942341,-35.095468579854135,-88.02987568979923,0.0008704866991591231,-3.1,-7.7,0.0,-6.0,-23.6,249.1
265800,32.8253152496021,34.9549098656371,12.4942341,-35.40564295371676,-88.78237013492412,0.0008840608370679348,-3.2,-7.7,0.0,-6.2,-23.5,249.1
265900,32.8253122822385,34.9549014035669,12.4942341,-35.73472030999191,-89.57473733029028,0.0008984819722135384,-3.2,-7.7,0.0,-5.8,-23.2,249.0
